GCA_000381585.1	C
GCA_003152595.1	C
GCA_021791875.1	C
GCA_021818585.1	C
GCF_000022565.1	C
GCF_003428625.2	C
GCA_021323655.1	C
GCF_014274465.1	C
GCA_019234945.1	C
GCF_003330725.1	C
GCF_003858395.1	C
GCF_004339725.1	C
GCA_019351975.1	C
GCA_903873705.1	C
GCF_000178955.2	C
GCA_903970445.1	C
GCF_900108185.1	C
GCA_021780315.1	C
GCF_004115155.1	C
GCF_013410065.1	C
GCF_009765825.1	C
GCA_903932155.1	C
GCA_903642265.1	B
GCA_903642235.1	B
GCF_900105625.1	C
GCA_022736715.1	C
GCA_003165935.1	C
GCA_021781075.1	C
GCA_021805265.1	C
GCA_021782675.1	C
GCA_021798235.1	C
GCA_021810625.1	C
GCA_003225175.1	C
GCA_003140235.1	C
GCA_020072585.1	C
GCA_016185365.1	B
GCA_016185395.1	C
GCA_003010405.1	C
GCA_021779935.1	C
GCA_003151155.1	C
GCA_003165795.1	C
GCA_021324365.1	C
GCA_023410055.1	B
GCA_001914815.1	C
GCA_020073395.1	C
GCA_003224815.1	C
GCA_003224855.1	C
GCA_003225455.1	C
GCA_003224905.1	C
GCA_003132825.1	C
GCA_003169715.1	C
GCA_019241735.1	C
GCA_013289795.1	C
GCA_021325035.1	C
GCA_020073105.1	C
GCA_020073165.1	C
GCA_020073665.1	C
GCA_018268755.1	C
GCA_017883425.1	C
GCA_003134435.1	C
GCA_016201265.1	B
GCA_020073015.1	C
GCA_003224995.1	C
GCA_003225075.1	C
GCA_003225615.1	C
GCA_003225055.1	C
GCA_024281115.1	C
GCA_020073495.1	C
GCA_023265315.1	B
GCA_020072845.1	C
GCA_019236695.1	C
GCA_004299485.1	B
GCA_021789895.1	C
GCA_021323595.1	C
GCA_021827785.1	C
GCA_000381625.1	C
GCA_019233375.1	C
GCA_903970405.1	B
GCA_003166865.1	C
GCA_021778335.1	C
GCA_005808475.1	B
GCA_016871115.1	C
GCA_016789925.1	C
GCA_016213775.1	C
GCA_013388415.1	C
GCA_020723085.1	C
GCA_020851655.1	C
GCF_015277775.1	C
GCA_023384675.1	C
GCA_903909435.1	C
GCA_014379815.1	C
GCA_016865505.2	C
GCA_014584705.1	C
GCF_000702445.1	C
GCA_016185425.1	B
GCA_903881085.1	C
GCA_016870915.1	C
GCA_019752335.1	C
GCA_016178155.1	C
GCA_019686145.1	C
GCA_018268715.1	C
GCA_019748195.1	C
GCA_016213755.1	B
GCA_020854055.1	C
GCA_900696665.1	C
GCA_016880505.1	C
GCA_020851555.1	C
GCA_023511855.1	C
GCA_025055455.1	C
GCA_021372245.1	C
GCA_003132865.1	C
GCA_003135055.1	C
GCA_003152325.1	C
GCA_003167275.1	C
GCA_017883355.1	C
GCA_017883415.1	C
GCA_003142185.1	C
GCA_020073145.1	C
GCA_021787555.1	C
GCA_021324015.1	C
GCA_003136675.1	C
GCA_003517725.1	C
GCA_903825445.1	C
GCA_016178945.1	C
GCA_003223115.1	C
GCA_016185465.1	C
GCA_020852755.1	C
GCA_003137035.1	C
GCA_016871095.1	C
GCA_002433055.1	B
GCA_016125275.1	C
GCA_022823865.1	C
GCA_016201185.1	B
GCA_016201195.1	B
GCA_021325275.1	C
GCA_001767035.1	C
GCA_001767075.1	C
GCA_016199675.1	B
GCA_016191085.1	B
GCA_009691245.1	C
GCA_001766965.1	C
GCA_016189965.1	C
GCA_022571295.1	A
GCA_016210895.1	C
GCA_003131705.1	C
GCA_003153585.1	C
GCA_003133505.1	C
GCA_003152355.1	C
GCA_003224195.1	C
GCA_003224525.1	C
GCA_020072785.1	C
GCA_003224235.1	C
GCA_020073375.1	C
GCA_010365215.1	C
GCA_016179005.1	C
GCA_021832085.1	C
GCA_002197525.1	C
GCA_902812365.1	B
GCA_902812465.1	B
GCA_003224635.1	C
GCA_002478145.1	C
GCA_020073545.1	C
GCA_020072925.1	C
GCA_003224665.1	C
GCA_016202975.1	C
GCA_020072655.1	C
GCA_022866195.1	C
GCA_003224695.1	C
GCA_024638215.1	B
GCA_021784615.1	C
GCA_021838785.1	C
GCA_021828285.1	C
GCA_003222815.1	C
GCA_945861845.1	C
GCA_023265365.1	B
GCA_022821145.1	C
GCA_003224715.1	C
GCA_016871215.1	C
GCA_009841055.1	B
GCA_022452285.1	B
GCA_020072965.1	C
GCA_001920415.1	C
GCA_003222945.1	C
GCA_003222935.1	C
GCA_021323895.1	C
GCA_013695245.1	C
GCA_024330265.1	C
GCA_013812565.1	C
GCA_013816505.1	C
GCA_020199775.1	C
GCA_020199995.1	C
GCA_020200135.1	C
GCA_020200235.1	C
GCA_020200155.1	C
GCA_003223975.1	C
GCA_005790265.1	B
GCA_021228405.1	B
GCA_013003295.1	B
GCA_902805935.1	C
GCA_902826505.1	C
GCA_003697135.1	C
GCF_000820845.2	C
GCA_013140935.1	B
GCA_016700195.1	C
GCA_903828635.1	C
GCA_016710075.1	C
GCA_022072205.1	C
GCA_022614735.1	B
GCA_017991275.1	B
GCA_016789725.1	C
GCA_019639255.1	C
GCA_013298335.1	C
GCA_016208495.1	C
GCA_019695185.1	C
GCA_016213785.1	C
