GCA_001302825.1	B
GCA_007131925.1	C
GCA_021160625.1	A
GCA_003553185.1	B
GCA_013202185.1	C
GCA_016782825.1	C
GCA_016872855.1	C
GCA_016179685.1	C
GCA_001824485.1	C
GCA_016235875.1	C
GCA_018968795.1	B
GCA_011525665.1	C
GCF_000949635.1	C
GCA_001830285.1	C
GCA_015661205.1	C
GCA_023261465.1	B
GCA_021646405.1	C
GCF_900232105.1	C
GCA_016198835.1	C
GCA_004282745.1	C
GCA_007859995.1	C
GCA_008636105.1	B
GCA_021777055.1	C
GCA_021777105.1	C
GCA_001828545.1	C
GCA_023261505.1	B
GCA_001828605.1	C
GCA_024451685.1	B
GCA_020723505.1	C
GCA_022614695.1	C
GCA_001303885.1	B
GCA_012728835.1	C
GCA_003551305.1	C
GCA_021161675.1	A
GCA_003551565.1	C
GCA_003567495.1	C
GCA_003551785.1	C
GCA_018400625.1	B
GCA_018334735.1	C
GCA_022711755.1	C
GCA_024278415.1	A
GCA_013152475.1	A
GCA_022705425.1	B
GCA_903901045.1	C
GCA_001828445.1	C
GCA_005239585.1	C
GCA_016206485.1	C
GCA_016190155.1	C
GCA_016209705.1	C
GCA_016190175.1	C
GCA_016200125.1	C
GCA_016190145.1	C
GCA_016220095.1	C
GCA_016207825.1	C
GCA_016208805.1	C
GCA_016235865.1	C
GCA_919901895.1	C
GCA_016192525.1	C
GCA_016197205.1	C
GCA_016220045.1	C
GCA_016178505.1	C
GCA_005239795.1	C
GCA_016206515.1	C
GCA_023261525.1	B
GCA_002070955.1	C
GCA_002402755.1	C
GCA_003509045.1	A
GCA_016928605.1	C
GCA_005772855.1	C
GCA_016209535.1	C
GCA_016209605.1	C
GCA_002167285.1	B
GCA_913056395.1	B
GCA_002311345.1	A
GCA_018694835.1	B
GCA_015664425.1	A
GCA_017859655.1	B
GCA_022616235.1	B
GCA_003695705.1	C
GCA_016765095.1	A
GCA_020425635.1	B
GCA_019636275.1	B
GCA_024711205.1	C
GCA_016209495.1	C
GCA_002311925.1	A
GCA_002705055.1	B
GCA_014382805.1	B
GCA_021776925.1	C
GCA_002746235.1	A
GCA_024275135.1	A
GCA_018671175.1	B
GCA_002500505.1	B
GCA_003696625.1	C
GCA_008501825.1	A
GCA_004295085.1	B
GCA_002683825.1	B
GCA_011053145.1	A
GCA_902826945.1	C
GCA_004296785.1	C
GCA_009691855.1	C
GCA_007750655.1	C
GCA_007751255.1	C
GCA_016125265.1	C
GCA_002686265.1	A
GCA_002720975.1	B
GCA_012959785.1	A
GCA_014237855.1	B
GCA_020638835.1	B
GCA_022446815.1	A
GCA_002686595.1	B
GCA_012960475.1	A
GCA_016764635.1	A
GCA_016779205.1	C
GCA_024226735.1	B
GCA_021776885.1	C
GCA_005789645.1	C
GCA_016795205.1	C
GCA_016795245.1	C
GCA_005799545.1	C
GCA_016709875.1	C
GCA_016220035.1	C
GCA_011525785.1	C
GCA_903928115.1	C
GCA_021730845.1	B
