nodename	lower	upper	average
1420	2728.76	2400.0	2564.38
1528	2885.27	2581.45	2733.3599999999997
1193	2476.05	2076.22	2276.135
1272	2560.73	2185.79	2373.26
1426	2729.62	2408.51	2569.065
1517	2850.44	2547.61	2699.025
1577	2961.3	2666.93	2814.115
1152	2410.02	2022.38	2216.2
1317	2589.68	2248.15	2418.915
1030	2269.8	1817.1	2043.45
1183	2452.54	2088.23	2270.385
1196	2461.07	2099.66	2280.365
1273	2541.69	2208.32	2375.005
1392	2684.53	2370.91	2527.7200000000003
1468	2776.26	2466.69	2621.4750000000004
1173	2436.42	2080.01	2258.215
1068	2277.61	1915.06	2096.335
1128	2361.25	2021.79	2191.52
1134	2373.44	2032.32	2202.88
1204	2447.31	2128.8	2288.0550000000003
1255	2506.93	2195.57	2351.25
1109	2345.39	1991.31	2168.35
1085	2307.99	1951.44	2129.715
1163	2403.46	2072.46	2237.96
1072	2291.67	1928.23	2109.95
1022	2220.37	1837.24	2028.8049999999998
1084	2299.53	1954.49	2127.01
1186	2431.32	2117.22	2274.27
1246	2498.71	2190.98	2344.8450000000003
1276	2530.34	2226.04	2378.19
1325	2582.45	2282.75	2432.6
1384	2658.24	2360.28	2509.26
1414	2703.7	2408.22	2555.96
1506	2835.1	2546.72	2690.91
1403	2709.4	2383.09	2546.245
1443	2748.3	2436.14	2592.2200000000003
1250	2521.79	2174.57	2348.1800000000003
1341	2616.93	2295.71	2456.3199999999997
1111	2350.02	1988.49	2169.255
946	2006.66	1601.41	1804.035
920	1897.49	1479.28	1688.385
985	2106.9	1738.58	1922.74
1045	2235.82	1888.43	2062.125
1124	2349.37	2019.17	2184.27
1243	2493.55	2180.01	2336.78
1298	2550.11	2243.88	2396.995
1131	2367.02	2015.33	2191.175
1113	2349.58	1989.79	2169.685
1233	2483.63	2166.82	2325.2250000000004
1285	2537.79	2228.67	2383.23
1353	2621.46	2320.56	2471.01
1407	2697.5	2400.79	2549.145
1496	2813.34	2525.1	2669.2200000000003
1538	2888.97	2603.47	2746.22
1607	3017.53	2735.83	2876.6800000000003
1622	3050.79	2769.18	2909.9849999999997
1497	2832.31	2510.15	2671.23
1191	2464.69	2095.72	2280.205
1299	2572.53	2225.88	2399.205
997	2180.48	1734.98	1957.73
1098	2339.93	1961.48	2150.705
1209	2468.8	2120.69	2294.745
1302	2567.24	2235.98	2401.6099999999997
1365	2646.58	2322.84	2484.71
1405	2704.91	2392.18	2548.545
1484	2799.66	2494.67	2647.165
1509	2843.53	2542.26	2692.8950000000004
1581	2972.1	2681.43	2826.765
1371	2679.1	2293.21	2486.1549999999997
1203	2481.32	2085.86	2283.59
1316	2601.33	2241.63	2421.48
1390	2694.58	2353.94	2524.26
1441	2755.01	2429.51	2592.26
1520	2869.76	2553.4	2711.58
1573	2956.12	2660.94	2808.5299999999997
1604	3010.88	2723.77	2867.325
1649	3139.54	2861.24	3000.39
1692	3281.68	2995.47	3138.575
1718	3444.34	3165.88	3305.11
1675	3240.17	2917.64	3078.9049999999997
1281	2617.12	2122.9	2370.01
1431	2778.38	2360.07	2569.2250000000004
1546	2939.98	2580.44	2760.21
1479	2831.43	2420.65	2626.04
1665	3194.01	2898.46	3046.235
1701	3311.52	3027.19	3169.355
1465	2797.69	2413.36	2605.525
1485	2823.95	2442.33	2633.14
1583	2973.28	2680.39	2826.835
1594	2991.25	2710.98	2851.115
1099	2280.19	2029.49	2154.84
867	427.194	163.39	295.29200000000003
877	1385.17	859.667	1122.4185
1012	2133.82	1869.55	2001.685
960	1997.61	1705.2	1851.405
1015	2124.52	1897.76	2011.1399999999999
945	1942.05	1657.08	1799.565
866	402.821	91.5961	247.20855
871	1178.07	732.683	955.3765
890	1498.21	1275.62	1386.915
910	1658.88	1600.4	1629.64
996	2051.72	1881.45	1966.585
1026	2130.46	1945.44	2037.95
1077	2210.97	2024.39	2117.68
1102	2257.39	2063.63	2160.51
1155	2317.57	2122.72	2220.145
1216	2399.06	2200.62	2299.84
904	1741.06	1372.18	1556.62
931	1907.79	1538.7	1723.245
933	1949.34	1523.08	1736.21
978	2062.79	1728.66	1895.725
1018	2161.01	1865.03	2013.02
1181	2385.3	2151.04	2268.17
1300	2492.26	2294.22	2393.24
1387	2604.85	2407.72	2506.285
1470	2696.98	2515.91	2606.4449999999997
1662	3161.79	2913.39	3037.59
1682	3228.11	2974.62	3101.365
1712	3383.97	3112.16	3248.0649999999996
1723	3486.29	3206.96	3346.625
1726	3554.71	3267.28	3410.995
1727	3587.74	3296.47	3442.1049999999996
1728	3608.87	3312.65	3460.76
1729	4398.45	4220.4	4309.424999999999
