COG4293
COG2605
COG0225
COG0500
COG2250
COG0188
COG3078
COG1982
COG1013
COG0113
COG2035
COG2253
COG3058
COG5428
COG4318
COG3910
COG3973
COG1881
COG1853
COG5484
COG2869
COG0348
COG0589
COG1242
COG2121
COG1012
COG2501
COG2012
COG1274
COG4653
COG4108
COG3168
COG0463
COG3640
COG3544
COG1602
COG1931
COG5371
COG4635
COG5637
COG4754
COG2074
COG0163
COG2264
COG1650
COG3651
COG4769
COG0596
COG0146
COG4311
COG1855
COG0392
COG0493
COG1049
COG0364
COG3496
COG0320
COG0624
COG3121
COG2084
COG3051
COG2246
COG2329
COG1382
COG2870
COG3062
COG1737
COG4284
COG3951
COG1415
COG3806
COG4582
COG3662
COG2052
COG1942
COG3635
COG2122
COG0107
COG3060
COG3046
COG2358
COG1904
COG4856
COG4865
COG0383
COG3552
COG4733
COG2893
COG3156
COG4186
COG0223
COG1523
COG5184
COG3615
COG1825
COG0556
COG4269
COG1958
COG1943
COG0839
COG0024
COG3948
COG4455
COG4605
COG2238
COG0002
COG2340
COG0446
COG1461
COG1316
COG1072
COG3583
COG4700
COG2118
COG0705
COG4750
COG2207
COG2907
COG1838
COG0367
COG4581
COG4121
COG5306
COG5274
COG4446
COG1765
COG1817
COG2150
COG5039
COG3339
COG4104
COG1175
COG3063
COG0051
COG1387
COG2267
COG3399
COG1915
COG0462
COG1189
COG2251
COG3255
COG2068
COG3114
COG1786
COG4826
COG4553
COG1388
COG0417
COG2717
COG0498
COG1687
COG3875
COG0410
COG0111
COG5324
COG4977
COG2203
COG4551
COG3975
COG4912
COG0520
COG1376
COG3740
COG3068
COG1576
COG0580
COG2968
COG0407
COG1228
COG3854
COG3284
COG0114
COG2202
COG5530
COG1801
COG3821
COG1539
COG4451
COG0173
COG0479
COG1231
COG1653
COG0561
COG3066
COG1200
COG3650
COG0328
COG3538
COG1902
COG1435
COG4634
COG0426
COG0073
COG0804
COG0241
COG4270
COG3646
COG0518
COG3166
COG1883
COG3553
COG3967
COG0061
COG2761
COG1899
COG1644
COG0838
COG0648
COG3765
COG1399
COG1544
COG2258
COG0350
COG4933
COG2205
COG3298
COG3963
COG1282
COG1596
COG3111
COG1858
COG0398
COG3880
COG3857
COG5015
COG5212
COG0021
COG1145
COG0039
COG2451
COG4133
COG0677
COG1079
COG3108
COG3304
COG0752
COG1808
COG3162
COG2374
COG2846
COG1193
COG4692
COG1077
COG1053
COG1060
COG0282
COG1529
COG2878
COG1679
COG1623
COG5586
COG4967
COG2824
COG3322
COG3805
COG0461
COG5491
COG4569
COG1187
COG3762
COG3267
COG4585
COG0770
COG0438
COG2990
COG2606
COG3886
COG4449
COG2838
COG1670
COG0181
COG3110
COG1171
COG0703
COG4801
COG1961
COG3467
COG1191
COG3680
COG0837
COG0279
COG3176
COG2206
COG0377
COG3688
COG4666
COG1306
COG1206
COG5477
COG4759
COG0429
COG1159
COG2909
COG0526
COG2965
COG2881
COG4744
COG3559
COG3096
COG1196
COG0832
COG1912
COG2816
COG3217
COG0339
COG1556
COG1579
COG3266
COG3012
COG4815
COG4748
COG2461
COG1030
COG4176
COG1137
COG0665
COG4586
COG1703
COG3190
COG2352
COG1964
COG2188
COG0823
COG3164
COG1420
COG1816
COG2872
COG0442
COG0105
COG3694
COG3889
COG0646
COG0494
COG0235
COG0028
COG1064
COG0411
COG4275
COG1397
COG0568
COG3329
COG0119
COG0702
COG1035
COG2146
COG4487
COG0375
COG5545
COG1874
COG1835
COG4289
COG3617
COG5610
COG0233
COG2019
COG3656
COG4907
COG3865
COG3645
COG4695
COG3573
COG2110
COG1075
COG3029
COG3569
COG0095
COG2044
COG3094
COG4674
COG5520
COG3213
COG0007
COG3439
COG0713
COG1250
COG1581
COG1636
COG0510
COG4968
COG2243
COG0829
COG3607
COG2910
COG0190
COG2176
COG3080
COG5635
COG1756
COG0359
COG1141
COG4334
COG1675
COG1959
COG3431
COG0824
COG1044
COG4262
COG1678
COG4804
COG4373
COG3666
COG0762
COG2983
COG4323
COG0386
COG3770
COG3945
COG3415
COG4324
COG5331
COG3279
COG0109
COG0616
COG1275
COG3913
COG0267
COG1032
COG2833
COG1007
COG3311
COG1132
COG1289
COG0719
COG3825
COG1221
COG3655
COG0863
COG5485
COG3425
COG3525
COG0140
COG0745
COG4321
COG3383
COG1725
COG4353
COG3812
COG1690
COG3536
COG0053
COG2908
COG4405
COG2025
COG0128
COG4802
COG1307
COG1315
COG2151
COG1291
COG1328
COG4923
COG3170
COG4413
COG2259
COG2309
COG2852
COG0592
COG3620
COG2894
COG4928
COG1232
COG0795
COG0291
COG5496
COG4502
COG4752
COG3071
COG4533
COG1657
COG1014
COG2266
COG2239
COG4742
COG5281
COG3346
COG0099
COG0791
COG3117
COG1252
COG1945
COG0121
COG0847
COG3402
COG4219
COG0749
COG2038
COG1854
COG1465
COG1649
COG2191
COG3784
COG4540
COG3221
COG1319
COG1166
COG2071
COG0523
COG1610
COG0265
COG1574
COG3487
COG2960
COG2141
COG1018
COG0452
COG0806
COG1802
COG3661
COG1774
COG0793
COG0357
COG1995
COG5514
COG4807
COG2124
COG3409
COG0434
COG0370
COG4776
COG3521
COG4647
COG2938
COG1492
COG1775
COG5437
COG1442
COG5282
COG2057
COG2195
COG4193
COG1045
COG0166
COG2930
COG3584
COG0553
COG0607
COG0331
COG3398
COG1573
COG3269
COG2810
COG4747
