COG	metadata	polarity
COG1361	log_NO2NO3	positive
COG2461	log_PO4	positive
COG0102	log_NO2NO3	positive
COG3684	sqrt_iron	positive
COG2391	log_PO4	positive
COG2824	log_PO4	positive
COG5281	Mean_Oxygen	positive
COG3145	sqrt_iron	positive
COG1351	Mean_Oxygen	negative
COG2414	sqrt_iron	positive
COG2870	Mean_Oxygen	negative
COG2825	sqrt_iron	positive
COG4293	log_NO2NO3	positive
COG0346	sqrt_iron	positive
COG4244	sqrt_iron	negative
COG4339	sqrt_iron	positive
COG1676	log_NO2NO3	positive
COG2345	sqrt_iron	positive
COG0579	log_NO2NO3	negative
COG3275	log_PO4	positive
COG0500	Mean_Oxygen	negative
COG3901	sqrt_iron	positive
COG1947	log_NO2NO3	negative
COG2703	log_PO4	positive
COG0024	log_PO4	negative
COG1909	log_NO2NO3	positive
COG1995	Mean_Oxygen	positive
COG3301	Mean_Oxygen	negative
COG2512	log_NO2NO3	positive
COG0311	Mean_Oxygen	negative
COG3605	Mean_Oxygen	positive
COG5447	Mean_Oxygen	positive
COG1757	sqrt_iron	positive
COG5542	Mean_Oxygen	negative
COG1242	Mean_Oxygen	negative
COG2090	log_NO2NO3	positive
COG1615	Mean_Oxygen	negative
COG0758	sqrt_iron	positive
COG3560	log_PO4	negative
COG4198	Mean_Oxygen	negative
COG1061	sqrt_iron	positive
COG2269	log_PO4	positive
COG3521	log_PO4	positive
COG3213	log_PO4	positive
COG3757	Mean_Oxygen	positive
COG1877	log_PO4	negative
COG2603	log_NO2NO3	negative
COG3395	log_NO2NO3	negative
COG0073	log_NO2NO3	positive
COG1786	sqrt_iron	positive
COG3095	log_PO4	positive
COG4666	sqrt_iron	positive
COG4405	sqrt_iron	positive
COG2269	sqrt_iron	positive
COG3166	log_PO4	positive
COG3799	Mean_Oxygen	negative
COG0005	Mean_Oxygen	negative
COG0058	Mean_Oxygen	negative
COG1055	Mean_Oxygen	negative
COG1481	log_NO2NO3	negative
COG1525	Mean_Oxygen	negative
COG0389	Mean_Oxygen	positive
COG0479	log_NO2NO3	positive
COG3217	sqrt_iron	positive
COG3707	log_PO4	positive
COG1912	log_NO2NO3	positive
COG5481	Mean_Oxygen	negative
COG3012	log_PO4	positive
COG0791	Mean_Oxygen	positive
COG4517	Mean_Oxygen	positive
COG3211	log_PO4	negative
COG3158	sqrt_iron	positive
COG3339	sqrt_iron	negative
COG3431	sqrt_iron	positive
COG5410	log_NO2NO3	negative
COG1669	log_NO2NO3	negative
COG2013	sqrt_iron	positive
COG1135	sqrt_iron	positive
COG1198	sqrt_iron	negative
COG1359	Mean_Oxygen	negative
COG3185	log_PO4	positive
COG3079	sqrt_iron	positive
COG1314	Mean_Oxygen	positive
COG1446	log_NO2NO3	positive
COG1478	log_NO2NO3	positive
COG2938	sqrt_iron	positive
COG3653	sqrt_iron	positive
COG3882	Mean_Oxygen	negative
COG0580	log_PO4	negative
COG2935	sqrt_iron	positive
COG0537	log_NO2NO3	positive
COG1189	sqrt_iron	negative
COG3844	log_PO4	positive
COG1711	log_NO2NO3	positive
COG3062	Mean_Oxygen	negative
COG4744	log_NO2NO3	negative
COG1578	log_PO4	negative
COG0437	Mean_Oxygen	negative
COG0864	log_NO2NO3	positive
COG0359	log_PO4	negative
COG3655	sqrt_iron	positive
COG1811	log_PO4	negative
COG1630	Mean_Oxygen	negative
COG2227	Mean_Oxygen	positive
COG1819	log_NO2NO3	positive
COG3854	sqrt_iron	positive
COG5436	sqrt_iron	negative
COG0029	log_NO2NO3	negative
COG0857	log_NO2NO3	negative
COG1444	log_PO4	positive
COG2838	sqrt_iron	positive
COG3162	Mean_Oxygen	negative
COG0448	log_NO2NO3	negative
COG0343	log_PO4	negative
COG1643	log_PO4	positive
COG1877	sqrt_iron	negative
COG1883	log_PO4	positive
COG4626	log_NO2NO3	negative
COG3429	sqrt_iron	negative
COG2605	Mean_Oxygen	negative
COG3146	Mean_Oxygen	positive
COG4776	sqrt_iron	positive
COG5265	Mean_Oxygen	positive
COG5508	log_PO4	positive
COG0236	sqrt_iron	negative
COG2051	log_NO2NO3	positive
COG4695	log_NO2NO3	negative
COG3013	log_PO4	positive
COG3651	Mean_Oxygen	positive
COG2233	sqrt_iron	positive
COG2344	log_PO4	negative
COG5302	log_PO4	positive
COG1048	Mean_Oxygen	negative
COG3825	Mean_Oxygen	positive
COG1330	sqrt_iron	negative
COG0819	Mean_Oxygen	positive
COG0348	Mean_Oxygen	negative
COG1802	log_PO4	positive
COG1191	sqrt_iron	positive
COG1756	log_NO2NO3	positive
COG4968	sqrt_iron	positive
COG1947	sqrt_iron	negative
COG1188	Mean_Oxygen	positive
COG3316	sqrt_iron	positive
COG4623	Mean_Oxygen	positive
COG3915	Mean_Oxygen	positive
COG2183	sqrt_iron	positive
COG1670	log_PO4	positive
COG2982	sqrt_iron	positive
COG0027	log_NO2NO3	negative
COG3147	sqrt_iron	positive
COG0122	log_NO2NO3	positive
COG0798	sqrt_iron	positive
COG4195	Mean_Oxygen	negative
COG3938	sqrt_iron	positive
COG4206	log_NO2NO3	positive
COG3605	sqrt_iron	positive
COG0595	sqrt_iron	negative
COG3190	log_PO4	positive
COG1313	log_NO2NO3	positive
COG5011	sqrt_iron	positive
COG0320	sqrt_iron	negative
COG1139	sqrt_iron	positive
COG2023	log_NO2NO3	positive
COG4200	log_NO2NO3	negative
COG0723	Mean_Oxygen	negative
COG2964	Mean_Oxygen	negative
COG3480	Mean_Oxygen	negative
COG4967	log_PO4	positive
COG0418	log_NO2NO3	negative
COG2186	sqrt_iron	positive
COG1653	sqrt_iron	positive
COG1956	Mean_Oxygen	positive
COG2968	sqrt_iron	positive
COG2429	log_NO2NO3	positive
COG1993	Mean_Oxygen	negative
COG0277	Mean_Oxygen	negative
COG0523	sqrt_iron	negative
COG1165	log_NO2NO3	negative
COG1648	sqrt_iron	positive
COG3193	Mean_Oxygen	positive
COG0797	Mean_Oxygen	negative
COG0006	log_NO2NO3	positive
COG1897	log_NO2NO3	negative
COG0021	sqrt_iron	negative
COG0491	sqrt_iron	positive
COG3048	log_PO4	positive
COG3170	sqrt_iron	positive
COG0804	log_NO2NO3	negative
COG2893	log_NO2NO3	positive
COG4336	sqrt_iron	positive
COG4261	sqrt_iron	positive
COG1053	log_NO2NO3	positive
COG1420	sqrt_iron	positive
COG2329	log_PO4	positive
COG1330	log_NO2NO3	negative
COG1623	log_PO4	negative
COG2910	sqrt_iron	positive
COG1635	Mean_Oxygen	negative
COG4222	sqrt_iron	positive
COG1607	sqrt_iron	positive
COG3590	sqrt_iron	positive
COG2826	log_PO4	positive
COG0362	sqrt_iron	negative
COG3040	log_PO4	positive
COG3707	sqrt_iron	positive
COG3783	sqrt_iron	positive
COG3100	log_PO4	positive
COG3364	log_NO2NO3	positive
COG0583	log_PO4	positive
COG0723	log_PO4	negative
COG2340	log_PO4	negative
COG2761	log_PO4	positive
COG1990	log_NO2NO3	positive
COG3607	log_PO4	positive
COG1429	log_NO2NO3	negative
COG3323	Mean_Oxygen	positive
COG2840	sqrt_iron	positive
COG3425	log_NO2NO3	positive
COG1698	Mean_Oxygen	negative
COG1841	log_NO2NO3	positive
COG1675	Mean_Oxygen	negative
COG3913	log_PO4	positive
COG4586	sqrt_iron	negative
COG1765	sqrt_iron	positive
COG2453	log_NO2NO3	positive
COG3194	sqrt_iron	positive
COG4178	sqrt_iron	negative
COG4766	Mean_Oxygen	negative
COG0025	log_NO2NO3	negative
COG1635	log_NO2NO3	positive
COG4321	Mean_Oxygen	positive
COG3688	Mean_Oxygen	negative
COG2999	log_PO4	positive
COG0854	Mean_Oxygen	positive
COG1591	Mean_Oxygen	negative
COG3126	log_PO4	positive
COG4063	Mean_Oxygen	negative
COG0429	log_NO2NO3	negative
COG4553	log_NO2NO3	negative
COG1247	sqrt_iron	positive
COG5323	log_NO2NO3	negative
COG2172	sqrt_iron	negative
COG0793	sqrt_iron	negative
COG1786	log_NO2NO3	positive
COG0624	sqrt_iron	positive
COG2170	sqrt_iron	negative
COG0408	Mean_Oxygen	positive
COG2888	log_NO2NO3	positive
COG2373	log_PO4	positive
COG5485	log_NO2NO3	positive
COG0267	Mean_Oxygen	positive
COG3781	sqrt_iron	positive
COG1044	sqrt_iron	negative
COG3138	log_PO4	positive
COG3978	sqrt_iron	positive
COG1914	Mean_Oxygen	positive
COG1588	Mean_Oxygen	negative
COG1167	Mean_Oxygen	positive
COG3963	sqrt_iron	positive
COG0766	sqrt_iron	negative
COG0435	Mean_Oxygen	positive
COG3463	Mean_Oxygen	negative
COG4923	sqrt_iron	positive
COG0442	sqrt_iron	negative
COG4044	log_PO4	positive
COG1791	sqrt_iron	positive
COG2878	log_PO4	positive
COG2266	Mean_Oxygen	negative
COG0690	Mean_Oxygen	positive
COG1932	Mean_Oxygen	negative
COG2346	sqrt_iron	positive
COG2981	log_PO4	positive
COG0166	sqrt_iron	negative
COG4953	log_PO4	positive
COG4269	sqrt_iron	positive
COG0710	Mean_Oxygen	negative
COG1058	sqrt_iron	negative
COG1759	log_NO2NO3	positive
COG3650	sqrt_iron	positive
COG1835	Mean_Oxygen	positive
COG1420	Mean_Oxygen	negative
COG1596	sqrt_iron	negative
COG3182	log_PO4	positive
COG3242	sqrt_iron	positive
COG0665	log_NO2NO3	positive
COG3311	log_PO4	positive
COG3782	sqrt_iron	positive
COG2124	sqrt_iron	positive
COG1490	log_NO2NO3	positive
COG0031	Mean_Oxygen	negative
COG0549	Mean_Oxygen	negative
COG1904	Mean_Oxygen	positive
COG2406	log_NO2NO3	positive
COG1231	sqrt_iron	positive
COG5437	log_NO2NO3	negative
COG2146	log_NO2NO3	positive
COG1354	sqrt_iron	negative
COG1393	sqrt_iron	positive
COG3071	log_PO4	positive
COG0296	log_NO2NO3	negative
COG5621	Mean_Oxygen	positive
COG0448	sqrt_iron	negative
COG1958	Mean_Oxygen	negative
COG2096	log_NO2NO3	positive
COG1758	log_PO4	negative
COG1075	sqrt_iron	negative
COG3039	log_PO4	positive
COG1961	log_NO2NO3	negative
COG1937	sqrt_iron	positive
COG3043	Mean_Oxygen	negative
COG3080	Mean_Oxygen	negative
COG2512	Mean_Oxygen	negative
COG0677	log_NO2NO3	positive
COG5305	Mean_Oxygen	negative
COG2212	log_PO4	positive
COG2956	sqrt_iron	positive
COG0561	sqrt_iron	positive
COG1435	log_NO2NO3	positive
COG1823	sqrt_iron	positive
COG3094	log_PO4	positive
COG2251	sqrt_iron	negative
COG0459	Mean_Oxygen	negative
COG3817	log_NO2NO3	negative
COG2178	Mean_Oxygen	negative
COG2747	log_PO4	positive
COG5437	Mean_Oxygen	positive
COG5281	log_NO2NO3	negative
COG1246	log_PO4	positive
COG2129	Mean_Oxygen	negative
COG3255	log_PO4	negative
COG2355	log_NO2NO3	positive
COG0045	log_NO2NO3	positive
COG3154	log_PO4	positive
COG5515	sqrt_iron	positive
COG0033	sqrt_iron	negative
COG2162	Mean_Oxygen	negative
COG4569	log_PO4	positive
COG3453	Mean_Oxygen	positive
COG3083	Mean_Oxygen	negative
COG0454	Mean_Oxygen	positive
COG4605	log_NO2NO3	negative
COG1145	sqrt_iron	positive
COG5508	sqrt_iron	positive
COG1137	sqrt_iron	negative
COG2173	log_NO2NO3	negative
COG1311	Mean_Oxygen	negative
COG1398	log_NO2NO3	negative
COG0373	Mean_Oxygen	positive
COG1999	log_NO2NO3	positive
COG3180	sqrt_iron	positive
COG0859	Mean_Oxygen	negative
COG4804	log_PO4	positive
COG0181	sqrt_iron	negative
COG0620	log_PO4	positive
COG0144	log_NO2NO3	negative
COG0426	log_NO2NO3	negative
COG5362	log_NO2NO3	negative
COG0574	log_NO2NO3	positive
COG4607	log_NO2NO3	negative
COG2211	sqrt_iron	negative
COG0681	sqrt_iron	negative
COG1945	log_NO2NO3	positive
COG4986	sqrt_iron	negative
COG2846	Mean_Oxygen	negative
COG3663	sqrt_iron	positive
COG4582	sqrt_iron	positive
COG5011	Mean_Oxygen	negative
COG0616	sqrt_iron	negative
COG4130	Mean_Oxygen	positive
COG0585	sqrt_iron	positive
COG2266	log_NO2NO3	positive
COG0310	log_PO4	negative
COG2861	Mean_Oxygen	negative
COG1281	log_NO2NO3	negative
COG1787	sqrt_iron	negative
COG3870	sqrt_iron	positive
COG1644	Mean_Oxygen	negative
COG1469	sqrt_iron	positive
COG1465	Mean_Oxygen	negative
COG3402	Mean_Oxygen	positive
COG3473	Mean_Oxygen	negative
COG1725	sqrt_iron	negative
COG2025	Mean_Oxygen	negative
COG3145	Mean_Oxygen	positive
COG2099	sqrt_iron	negative
COG1942	sqrt_iron	negative
COG0582	log_NO2NO3	negative
COG2038	sqrt_iron	negative
COG4198	log_NO2NO3	positive
COG2195	Mean_Oxygen	positive
COG5569	sqrt_iron	positive
COG4095	sqrt_iron	negative
COG1816	Mean_Oxygen	negative
COG3852	Mean_Oxygen	positive
COG4977	Mean_Oxygen	positive
COG2023	sqrt_iron	positive
COG4223	Mean_Oxygen	positive
COG2875	sqrt_iron	negative
COG4300	log_NO2NO3	negative
COG1047	sqrt_iron	positive
COG1310	sqrt_iron	positive
COG3147	log_PO4	positive
COG4311	log_NO2NO3	positive
COG4769	Mean_Oxygen	negative
COG0135	Mean_Oxygen	positive
COG1064	log_PO4	positive
COG3011	Mean_Oxygen	positive
COG0659	log_NO2NO3	negative
COG2810	Mean_Oxygen	negative
COG3322	log_PO4	positive
COG4782	Mean_Oxygen	positive
COG1721	sqrt_iron	positive
COG0568	sqrt_iron	negative
COG4778	sqrt_iron	positive
COG0653	sqrt_iron	negative
COG3197	Mean_Oxygen	negative
COG4911	Mean_Oxygen	negative
COG5306	Mean_Oxygen	negative
COG3248	sqrt_iron	positive
COG5456	log_PO4	positive
COG2915	log_PO4	positive
COG4246	log_PO4	negative
COG1573	Mean_Oxygen	negative
COG2251	log_NO2NO3	negative
COG2132	sqrt_iron	positive
COG1408	Mean_Oxygen	positive
COG2086	log_NO2NO3	positive
COG5428	Mean_Oxygen	negative
COG1966	Mean_Oxygen	negative
COG0416	sqrt_iron	negative
COG0488	Mean_Oxygen	positive
COG0829	log_NO2NO3	negative
COG2429	Mean_Oxygen	negative
COG3080	log_PO4	positive
COG4338	Mean_Oxygen	positive
COG2887	Mean_Oxygen	negative
COG3954	log_NO2NO3	negative
COG0790	sqrt_iron	positive
COG4191	log_PO4	positive
COG1118	Mean_Oxygen	negative
COG0524	log_PO4	negative
COG3129	log_PO4	positive
COG4766	log_NO2NO3	positive
COG0446	Mean_Oxygen	negative
COG2371	log_NO2NO3	negative
COG3769	log_PO4	negative
COG0575	sqrt_iron	negative
COG1363	Mean_Oxygen	positive
COG3112	sqrt_iron	positive
COG4449	log_PO4	positive
COG0036	log_PO4	negative
COG1034	Mean_Oxygen	negative
COG1959	Mean_Oxygen	negative
COG1009	Mean_Oxygen	negative
COG4865	log_PO4	positive
COG4782	sqrt_iron	positive
COG3858	Mean_Oxygen	negative
COG3248	log_PO4	positive
COG3961	sqrt_iron	positive
COG4372	sqrt_iron	negative
COG0416	Mean_Oxygen	negative
COG1855	log_NO2NO3	positive
COG1239	sqrt_iron	negative
COG4565	log_PO4	positive
COG1316	Mean_Oxygen	negative
COG1624	sqrt_iron	negative
COG2412	Mean_Oxygen	negative
COG0188	sqrt_iron	negative
COG1206	log_NO2NO3	negative
COG1942	log_PO4	negative
COG0111	Mean_Oxygen	negative
COG3748	Mean_Oxygen	negative
COG3026	log_PO4	positive
COG4551	log_PO4	positive
COG1017	log_PO4	positive
COG2909	log_PO4	positive
COG0370	sqrt_iron	positive
COG1018	log_PO4	positive
COG2141	Mean_Oxygen	negative
COG0767	sqrt_iron	negative
COG4307	log_NO2NO3	negative
COG0378	log_NO2NO3	negative
COG2087	sqrt_iron	negative
COG4133	Mean_Oxygen	positive
COG0740	sqrt_iron	negative
COG4340	log_PO4	positive
COG1679	sqrt_iron	positive
COG2850	Mean_Oxygen	positive
COG0350	log_NO2NO3	positive
COG3425	sqrt_iron	positive
COG1387	Mean_Oxygen	negative
COG3257	Mean_Oxygen	positive
COG2983	Mean_Oxygen	positive
COG0471	sqrt_iron	negative
COG0036	log_NO2NO3	positive
COG3230	log_PO4	positive
COG0531	sqrt_iron	positive
COG4583	log_NO2NO3	positive
COG0447	log_NO2NO3	negative
COG1819	sqrt_iron	positive
COG1309	log_PO4	positive
COG5184	Mean_Oxygen	negative
COG0740	log_NO2NO3	negative
COG1101	sqrt_iron	positive
COG2206	log_PO4	positive
COG3769	log_NO2NO3	negative
COG3976	log_NO2NO3	negative
COG4521	Mean_Oxygen	negative
COG1782	Mean_Oxygen	negative
COG0506	log_NO2NO3	positive
COG2364	log_NO2NO3	positive
COG3350	Mean_Oxygen	negative
COG2020	sqrt_iron	negative
COG3010	sqrt_iron	positive
COG1206	sqrt_iron	negative
COG1522	log_NO2NO3	positive
COG1122	log_NO2NO3	negative
COG4995	log_NO2NO3	negative
COG0700	log_PO4	positive
COG1948	log_NO2NO3	positive
COG2761	sqrt_iron	positive
COG1625	sqrt_iron	negative
COG5446	sqrt_iron	positive
COG5424	Mean_Oxygen	negative
COG0297	log_NO2NO3	negative
COG5514	Mean_Oxygen	negative
COG0387	sqrt_iron	positive
COG3687	sqrt_iron	positive
COG1820	sqrt_iron	positive
COG2239	sqrt_iron	negative
COG2716	sqrt_iron	positive
COG1175	sqrt_iron	positive
COG5605	Mean_Oxygen	negative
COG3467	sqrt_iron	positive
COG1817	log_NO2NO3	positive
COG2838	log_PO4	positive
COG5520	Mean_Oxygen	positive
COG4209	sqrt_iron	negative
COG2052	log_PO4	negative
COG0153	Mean_Oxygen	negative
COG1235	log_NO2NO3	positive
COG2099	log_NO2NO3	negative
COG3108	Mean_Oxygen	positive
COG4649	sqrt_iron	positive
COG1726	Mean_Oxygen	positive
COG4132	log_NO2NO3	negative
COG1944	sqrt_iron	positive
COG2113	log_NO2NO3	positive
COG2956	log_PO4	positive
COG0264	sqrt_iron	negative
COG0832	log_NO2NO3	negative
COG2321	log_NO2NO3	negative
COG3156	Mean_Oxygen	positive
COG5610	log_NO2NO3	negative
COG1141	sqrt_iron	negative
COG3345	log_PO4	positive
COG3458	Mean_Oxygen	negative
COG4638	sqrt_iron	positive
COG2930	log_NO2NO3	positive
COG2827	log_PO4	positive
COG4907	sqrt_iron	negative
COG2918	Mean_Oxygen	positive
COG3677	log_PO4	positive
COG4458	Mean_Oxygen	positive
COG0008	log_NO2NO3	positive
COG2260	Mean_Oxygen	negative
COG4742	log_NO2NO3	positive
COG2327	sqrt_iron	positive
COG3378	log_NO2NO3	negative
COG5226	log_NO2NO3	positive
COG3022	Mean_Oxygen	positive
COG4413	sqrt_iron	positive
COG3748	sqrt_iron	positive
COG4540	log_PO4	positive
COG3091	Mean_Oxygen	positive
COG4922	log_NO2NO3	negative
COG1586	log_PO4	negative
COG1982	sqrt_iron	negative
COG0307	Mean_Oxygen	positive
COG1556	Mean_Oxygen	negative
COG2035	Mean_Oxygen	positive
COG4632	Mean_Oxygen	negative
COG3341	Mean_Oxygen	positive
COG2815	log_PO4	negative
COG3029	Mean_Oxygen	negative
COG0017	log_NO2NO3	positive
COG5013	sqrt_iron	positive
COG0422	log_NO2NO3	negative
COG4359	Mean_Oxygen	negative
COG1371	Mean_Oxygen	negative
COG3886	log_NO2NO3	negative
COG5425	log_NO2NO3	negative
COG4115	sqrt_iron	positive
COG3851	sqrt_iron	positive
COG5108	log_NO2NO3	negative
COG4564	Mean_Oxygen	positive
COG1290	log_PO4	negative
COG0638	Mean_Oxygen	negative
COG3584	log_PO4	negative
COG4096	log_PO4	positive
COG0272	sqrt_iron	negative
COG4967	sqrt_iron	positive
COG1226	log_NO2NO3	negative
COG0494	sqrt_iron	positive
COG1122	sqrt_iron	negative
COG3907	sqrt_iron	positive
COG4993	sqrt_iron	positive
COG4995	Mean_Oxygen	negative
COG5004	log_PO4	positive
COG1275	sqrt_iron	positive
COG1183	log_NO2NO3	positive
COG1516	sqrt_iron	positive
COG3267	log_PO4	positive
COG2107	log_NO2NO3	positive
COG0058	log_NO2NO3	negative
COG4956	log_NO2NO3	negative
COG4634	log_PO4	positive
COG0504	sqrt_iron	negative
COG0362	log_NO2NO3	negative
COG0560	sqrt_iron	positive
COG3712	log_PO4	positive
COG0592	log_PO4	negative
COG1070	Mean_Oxygen	positive
COG3937	sqrt_iron	positive
COG3275	Mean_Oxygen	positive
COG4874	Mean_Oxygen	positive
COG1275	log_PO4	positive
COG0331	log_PO4	negative
COG0618	log_NO2NO3	positive
COG2179	sqrt_iron	negative
COG2904	Mean_Oxygen	positive
COG1545	Mean_Oxygen	negative
COG3220	sqrt_iron	positive
COG3627	sqrt_iron	positive
COG1640	sqrt_iron	negative
COG1819	log_PO4	negative
COG4132	log_PO4	positive
COG0749	sqrt_iron	negative
COG3806	Mean_Oxygen	positive
COG2186	log_PO4	positive
COG2210	log_PO4	positive
COG3057	sqrt_iron	positive
COG4104	log_NO2NO3	negative
COG3290	log_PO4	positive
COG5478	log_NO2NO3	negative
COG2840	Mean_Oxygen	positive
COG2062	sqrt_iron	positive
COG3019	Mean_Oxygen	positive
COG0494	log_NO2NO3	positive
COG2835	log_NO2NO3	positive
COG5467	Mean_Oxygen	negative
COG4455	log_PO4	positive
COG0716	Mean_Oxygen	positive
COG5635	log_NO2NO3	negative
COG1825	log_NO2NO3	positive
COG3087	log_PO4	positive
COG0818	Mean_Oxygen	positive
COG4447	log_NO2NO3	negative
COG0331	sqrt_iron	negative
COG2137	log_PO4	positive
COG1544	log_NO2NO3	negative
COG3272	sqrt_iron	positive
COG2062	log_NO2NO3	positive
COG2217	log_NO2NO3	negative
COG0510	Mean_Oxygen	negative
COG1180	sqrt_iron	positive
COG4830	log_NO2NO3	positive
COG1539	Mean_Oxygen	positive
COG3808	log_NO2NO3	positive
COG4986	Mean_Oxygen	negative
COG1741	Mean_Oxygen	positive
COG1756	Mean_Oxygen	negative
COG2154	Mean_Oxygen	positive
COG2309	Mean_Oxygen	negative
COG4108	log_NO2NO3	negative
COG4135	Mean_Oxygen	positive
COG1816	sqrt_iron	positive
COG3176	log_PO4	negative
COG5530	sqrt_iron	positive
COG1579	Mean_Oxygen	negative
COG0390	Mean_Oxygen	negative
COG0002	sqrt_iron	negative
COG0339	sqrt_iron	negative
COG1640	log_NO2NO3	negative
COG1290	sqrt_iron	negative
COG3264	sqrt_iron	positive
COG1239	log_NO2NO3	negative
COG4581	log_NO2NO3	negative
COG2988	log_NO2NO3	negative
COG2199	log_PO4	positive
COG1166	log_NO2NO3	negative
COG0526	log_PO4	negative
COG1397	Mean_Oxygen	negative
COG2807	sqrt_iron	positive
COG2206	Mean_Oxygen	negative
COG0446	log_NO2NO3	positive
COG0716	sqrt_iron	negative
COG0860	Mean_Oxygen	positive
COG1161	sqrt_iron	negative
COG3187	log_PO4	positive
COG3945	Mean_Oxygen	negative
COG4933	log_PO4	positive
COG1317	log_PO4	positive
COG1556	sqrt_iron	positive
COG1990	Mean_Oxygen	negative
COG2907	Mean_Oxygen	positive
COG4100	sqrt_iron	negative
COG4353	log_NO2NO3	positive
COG2145	Mean_Oxygen	positive
COG1893	sqrt_iron	positive
COG5619	log_PO4	positive
COG0704	sqrt_iron	positive
COG0767	Mean_Oxygen	positive
COG2989	Mean_Oxygen	positive
COG1694	sqrt_iron	negative
COG2057	Mean_Oxygen	positive
COG3951	Mean_Oxygen	positive
COG3709	sqrt_iron	positive
COG3948	log_PO4	positive
COG0476	Mean_Oxygen	negative
COG1502	sqrt_iron	positive
COG0687	Mean_Oxygen	negative
COG4487	sqrt_iron	negative
COG2824	Mean_Oxygen	positive
COG2969	log_PO4	positive
COG2816	Mean_Oxygen	positive
COG0785	log_PO4	negative
COG2965	log_PO4	positive
COG1306	log_PO4	negative
COG3058	Mean_Oxygen	negative
COG2308	log_NO2NO3	negative
COG5050	Mean_Oxygen	negative
COG0174	Mean_Oxygen	negative
COG1980	log_NO2NO3	positive
COG2012	Mean_Oxygen	negative
COG2039	Mean_Oxygen	negative
COG0254	log_PO4	negative
COG0659	Mean_Oxygen	positive
COG3028	log_PO4	positive
COG4186	Mean_Oxygen	positive
COG2513	log_NO2NO3	positive
COG0430	sqrt_iron	positive
COG2960	log_PO4	positive
COG3749	log_PO4	positive
COG0699	log_PO4	positive
COG3383	Mean_Oxygen	negative
COG4266	log_NO2NO3	positive
COG4318	sqrt_iron	positive
COG3586	log_PO4	positive
COG2368	sqrt_iron	positive
COG5401	Mean_Oxygen	negative
COG4946	log_PO4	positive
COG3279	log_PO4	positive
COG3868	log_PO4	positive
COG0121	log_PO4	positive
COG2832	Mean_Oxygen	negative
COG3349	log_NO2NO3	negative
COG1982	log_NO2NO3	negative
COG1119	log_NO2NO3	negative
COG2243	sqrt_iron	negative
COG0104	Mean_Oxygen	negative
COG4302	log_PO4	positive
COG1884	sqrt_iron	positive
COG2172	log_NO2NO3	negative
COG3739	log_PO4	positive
COG5631	sqrt_iron	positive
COG4826	Mean_Oxygen	negative
COG4487	log_NO2NO3	negative
COG0213	log_PO4	positive
COG1388	Mean_Oxygen	negative
COG4874	log_NO2NO3	positive
COG2869	Mean_Oxygen	positive
COG1528	sqrt_iron	negative
COG0713	log_PO4	negative
COG2502	log_PO4	positive
COG3535	log_NO2NO3	positive
COG0398	log_NO2NO3	negative
COG4878	Mean_Oxygen	positive
COG0173	sqrt_iron	negative
COG2901	Mean_Oxygen	positive
COG4454	Mean_Oxygen	positive
COG0074	log_NO2NO3	positive
COG0326	Mean_Oxygen	positive
COG1934	log_PO4	positive
COG4533	Mean_Oxygen	negative
COG2043	sqrt_iron	positive
COG2833	log_PO4	positive
COG4485	log_NO2NO3	positive
COG0447	sqrt_iron	negative
COG1746	log_NO2NO3	positive
COG0641	Mean_Oxygen	negative
COG2704	log_PO4	positive
COG2317	sqrt_iron	negative
COG3941	log_NO2NO3	negative
COG2942	sqrt_iron	positive
COG3063	log_PO4	positive
COG5398	log_NO2NO3	negative
COG3840	sqrt_iron	positive
COG4585	log_PO4	positive
COG0197	log_NO2NO3	positive
COG0426	sqrt_iron	negative
COG0490	log_NO2NO3	negative
COG1157	Mean_Oxygen	positive
COG3752	log_NO2NO3	positive
COG1697	Mean_Oxygen	negative
COG3803	log_PO4	positive
COG4206	sqrt_iron	positive
COG5598	sqrt_iron	positive
COG4744	log_PO4	positive
COG4856	log_NO2NO3	positive
COG0703	Mean_Oxygen	positive
COG1166	sqrt_iron	negative
COG1847	log_PO4	negative
COG3440	log_PO4	positive
COG4539	log_PO4	positive
COG4681	log_PO4	positive
COG1932	log_NO2NO3	positive
COG3399	log_PO4	positive
COG1275	Mean_Oxygen	negative
COG3137	log_PO4	positive
COG3744	Mean_Oxygen	negative
COG2927	log_PO4	positive
COG4242	log_PO4	positive
COG1883	sqrt_iron	positive
COG2815	Mean_Oxygen	negative
COG3068	log_PO4	positive
COG3641	log_PO4	negative
COG3827	Mean_Oxygen	negative
COG1939	sqrt_iron	negative
COG0762	sqrt_iron	negative
COG3135	Mean_Oxygen	positive
COG1104	log_NO2NO3	negative
COG1177	Mean_Oxygen	negative
COG0689	sqrt_iron	positive
COG0004	Mean_Oxygen	negative
COG4401	sqrt_iron	negative
COG0282	sqrt_iron	positive
COG0818	sqrt_iron	negative
COG2178	log_NO2NO3	positive
COG2982	log_PO4	positive
COG0702	sqrt_iron	negative
COG0044	log_NO2NO3	positive
COG0818	log_NO2NO3	negative
COG1079	log_NO2NO3	positive
COG1505	Mean_Oxygen	positive
COG1679	log_NO2NO3	positive
COG4451	log_NO2NO3	negative
COG1233	sqrt_iron	negative
COG2902	log_PO4	positive
COG2980	log_PO4	positive
COG1063	Mean_Oxygen	negative
COG4659	log_PO4	positive
