COG
COG2914
COG4046
COG2336
COG0421
COG1324
COG2114
COG4132
COG4832
COG2068
COG2150
COG1349
COG5458
COG3538
COG0383
COG3875
COG0750
COG1022
COG0301
COG4701
COG1160
COG0398
COG2922
COG1325
COG0672
COG1969
COG1376
COG1169
COG1678
COG3727
COG1964
COG4046
COG1634
COG2703
COG3274
COG0762
COG0828
COG5387
COG0488
COG5267
COG1169
COG2133
COG2253
COG4137
COG1416
COG4700
COG3625
COG3546
COG3117
COG0394
COG2102
COG1415
COG3615
COG3026
COG5403
COG1690
COG4969
COG4608
COG2921
COG5484
COG1159
COG3193
COG3573
COG0057
COG0800
COG1630
COG4970
COG5500
COG3063
COG1554
COG0557
COG5626
COG0119
COG4137
COG3213
COG3527
COG1319
COG1745
COG4552
COG4533
COG1807
COG1221
COG3797
COG0507
COG4968
COG4970
COG0239
COG3531
COG2859
COG3415
COG2412
COG1058
COG2210
COG3128
COG2921
COG3665
COG2307
COG4102
COG0434
COG1061
COG3114
COG4257
COG0392
COG2947
COG0061
COG1597
COG4976
COG5316
COG5531
COG0432
COG3083
COG3420
COG4843
COG1361
COG1931
COG3724
COG3048
COG3900
COG3476
COG1899
COG0589
COG2090
COG2813
COG1268
COG3296
COG2344
COG2876
COG2106
COG3401
COG1675
COG5285
COG2106
COG4748
COG0693
COG1243
COG4044
COG3538
COG4594
COG1228
COG3397
COG1830
COG2389
COG1670
COG0797
COG2996
COG3340
COG4191
COG1602
COG2913
COG3161
COG0407
COG2098
COG3197
COG4750
COG2317
COG1867
COG5007
COG5427
COG0283
COG0607
COG3551
COG5346
COG1958
COG3195
COG1992
COG0364
COG1739
COG0423
COG0768
COG3646
COG0269
COG1965
COG3079
COG2036
COG1980
COG1534
COG4315
COG5556
COG0755
COG1463
COG0229
COG1847
COG0321
COG3624
COG2120
COG1441
COG3206
COG4845
COG0553
COG3784
COG4569
COG0214
COG3567
COG0614
COG1240
COG0113
COG3000
COG1127
COG2151
COG0054
COG1026
COG2353
COG5274
COG0648
COG3889
COG5491
COG0299
COG0031
COG2214
COG1325
COG0819
COG1361
COG2461
COG0102
COG3684
COG2391
COG2824
COG5281
COG3145
COG1351
COG2414
COG2870
COG2825
COG4293
COG0346
COG4244
COG4339
COG1676
COG2345
COG0579
COG3275
COG0500
COG3901
COG1947
COG2703
COG0024
COG1909
COG1995
COG3301
COG2512
COG0311
COG3605
COG5447
COG1757
COG5542
COG1242
COG2090
COG1615
COG0758
COG3560
COG4198
COG1061
COG2269
COG3521
COG3213
COG3757
COG1877
COG2603
COG3395
COG0073
COG1786
COG3095
COG4666
COG4405
COG2269
COG3166
COG3799
COG0005
COG0058
COG1055
COG1481
COG1525
COG0389
COG0479
COG3217
COG3707
COG1912
COG5481
COG3012
COG0791
COG4517
COG3211
COG3158
COG3339
COG3431
COG5410
COG1669
COG2013
COG1135
COG1198
COG1359
COG3185
COG3079
COG1314
COG1446
COG1478
COG2938
COG3653
COG3882
COG0580
COG2935
COG0537
COG1189
COG3844
COG1711
COG3062
COG4744
COG1578
COG0437
COG0864
COG0359
COG3655
COG1811
COG1630
COG2227
COG1819
COG3854
COG5436
COG0029
COG0857
COG1444
COG2838
COG3162
COG0448
COG0343
COG1643
COG1877
COG1883
COG4626
COG3429
COG2605
COG3146
COG4776
COG5265
COG5508
COG0236
COG2051
COG4695
COG3013
COG3651
COG2233
COG2344
COG5302
COG1048
COG3825
COG1330
COG0819
COG0348
COG1802
COG1191
COG1756
COG4968
COG1947
COG1188
COG3316
COG4623
COG3915
COG2183
COG1670
COG2982
COG0027
COG3147
COG0122
COG0798
COG4195
COG3938
COG4206
COG3605
COG0595
COG3190
COG1313
COG5011
COG0320
COG1139
COG2023
COG4200
COG0723
COG2964
COG3480
COG4967
COG0418
COG2186
COG1653
COG1956
COG2968
COG2429
COG1993
COG0277
COG0523
COG1165
COG1648
COG3193
COG0797
COG0006
COG1897
COG0021
COG0491
COG3048
COG3170
COG0804
COG2893
COG4336
COG4261
COG1053
COG1420
COG2329
COG1330
COG1623
COG2910
COG1635
COG4222
COG1607
COG3590
COG2826
COG0362
COG3040
COG3707
COG3783
COG3100
COG3364
COG0583
COG0723
COG2340
COG2761
COG1990
COG3607
COG1429
COG3323
COG2840
COG3425
COG1698
COG1841
COG1675
COG3913
COG4586
COG1765
COG2453
COG3194
COG4178
COG4766
COG0025
COG1635
COG4321
COG3688
COG2999
COG0854
COG1591
COG3126
COG4063
COG0429
COG4553
COG1247
COG5323
COG2172
COG0793
COG1786
COG0624
COG2170
COG0408
COG2888
COG2373
COG5485
COG0267
COG3781
COG1044
COG3138
COG3978
COG1914
COG1588
COG1167
COG3963
COG0766
COG0435
COG3463
COG4923
COG0442
COG4044
COG1791
COG2878
COG2266
COG0690
COG1932
COG2346
COG2981
COG0166
COG4953
COG4269
COG0710
COG1058
COG1759
COG3650
COG1835
COG1420
COG1596
COG3182
COG3242
COG0665
COG3311
COG3782
COG2124
COG1490
COG0031
COG0549
COG1904
COG2406
COG1231
COG5437
COG2146
COG1354
COG1393
COG3071
COG0296
COG5621
COG0448
COG1958
COG2096
COG1758
COG1075
COG3039
COG1961
COG1937
COG3043
COG3080
COG2512
COG0677
COG5305
COG2212
COG2956
COG0561
COG1435
COG1823
COG3094
COG2251
COG0459
COG3817
COG2178
COG2747
COG5437
COG5281
COG1246
COG2129
COG3255
COG2355
COG0045
COG3154
COG5515
COG0033
COG2162
COG4569
COG3453
COG3083
COG0454
COG4605
COG1145
COG5508
COG1137
COG2173
COG1311
COG1398
COG0373
COG1999
COG3180
COG0859
COG4804
COG0181
COG0620
COG0144
COG0426
COG5362
COG0574
COG4607
COG2211
COG0681
COG1945
COG4986
COG2846
COG3663
COG4582
COG5011
COG0616
COG4130
COG0585
COG2266
COG0310
COG2861
COG1281
COG1787
COG3870
COG1644
COG1469
COG1465
COG3402
COG3473
COG1725
COG2025
COG3145
COG2099
COG1942
COG0582
COG2038
COG4198
COG2195
COG5569
COG4095
COG1816
COG3852
COG4977
COG2023
COG4223
COG2875
COG4300
COG1047
COG1310
COG3147
COG4311
COG4769
COG0135
COG1064
COG3011
COG0659
COG2810
COG3322
COG4782
COG1721
COG0568
COG4778
COG0653
COG3197
COG4911
COG5306
COG3248
COG5456
COG2915
COG4246
COG1573
COG2251
COG2132
COG1408
COG2086
COG5428
COG1966
COG0416
COG0488
COG0829
COG2429
COG3080
COG4338
COG2887
COG3954
COG0790
COG4191
COG1118
COG0524
COG3129
COG4766
COG0446
COG2371
COG3769
COG0575
COG1363
COG3112
COG4449
COG0036
COG1034
COG1959
COG1009
COG4865
COG4782
COG3858
COG3248
COG3961
COG4372
COG0416
COG1855
COG1239
COG4565
COG1316
COG1624
COG2412
COG0188
COG1206
COG1942
COG0111
COG3748
COG3026
COG4551
COG1017
COG2909
COG0370
COG1018
COG2141
COG0767
COG4307
COG0378
COG2087
COG4133
COG0740
COG4340
COG1679
COG2850
COG0350
COG3425
COG1387
COG3257
COG2983
COG0471
COG0036
COG3230
COG0531
COG4583
COG0447
COG1819
COG1309
COG5184
COG0740
COG1101
COG2206
COG3769
COG3976
COG4521
COG1782
COG0506
COG2364
COG3350
COG2020
COG3010
COG1206
COG1522
COG1122
COG4995
COG0700
COG1948
COG2761
COG1625
COG5446
COG5424
COG0297
COG5514
COG0387
COG3687
COG1820
COG2239
COG2716
COG1175
COG5605
COG3467
COG1817
COG2838
COG5520
COG4209
COG2052
COG0153
COG1235
COG2099
COG3108
COG4649
COG1726
COG4132
COG1944
COG2113
COG2956
COG0264
COG0832
COG2321
COG3156
COG5610
COG1141
COG3345
COG3458
COG4638
COG2930
COG2827
COG4907
COG2918
COG3677
COG4458
COG0008
COG2260
COG4742
COG2327
COG3378
COG5226
COG3022
COG4413
COG3748
COG4540
COG3091
COG4922
COG1586
COG1982
COG0307
COG1556
COG2035
COG4632
COG3341
COG2815
COG3029
COG0017
COG5013
COG0422
COG4359
COG1371
COG3886
COG5425
COG4115
COG3851
COG5108
COG4564
COG1290
COG0638
COG3584
COG4096
COG0272
COG4967
COG1226
COG0494
COG1122
COG3907
COG4993
COG4995
COG5004
COG1275
COG1183
COG1516
COG3267
COG2107
COG0058
COG4956
COG4634
COG0504
COG0362
COG0560
COG3712
COG0592
COG1070
COG3937
COG3275
COG4874
COG1275
COG0331
COG0618
COG2179
COG2904
COG1545
COG3220
COG3627
COG1640
COG1819
COG4132
COG0749
COG3806
COG2186
COG2210
COG3057
COG4104
COG3290
COG5478
COG2840
COG2062
COG3019
COG0494
COG2835
COG5467
COG4455
COG0716
COG5635
COG1825
COG3087
COG0818
COG4447
COG0331
COG2137
COG1544
COG3272
COG2062
COG2217
COG0510
COG1180
COG4830
COG1539
COG3808
COG4986
COG1741
COG1756
COG2154
COG2309
COG4108
COG4135
COG1816
COG3176
COG5530
COG1579
COG0390
COG0002
COG0339
COG1640
COG1290
COG3264
COG1239
COG4581
COG2988
COG2199
COG1166
COG0526
COG1397
COG2807
COG2206
COG0446
COG0716
COG0860
COG1161
COG3187
COG3945
COG4933
COG1317
COG1556
COG1990
COG2907
COG4100
COG4353
COG2145
COG1893
COG5619
COG0704
COG0767
COG2989
COG1694
COG2057
COG3951
COG3709
COG3948
COG0476
COG1502
COG0687
COG4487
COG2824
COG2969
COG2816
COG0785
COG2965
COG1306
COG3058
COG2308
COG5050
COG0174
COG1980
COG2012
COG2039
COG0254
COG0659
COG3028
COG4186
COG2513
COG0430
COG2960
COG3749
COG0699
COG3383
COG4266
COG4318
COG3586
COG2368
COG5401
COG4946
COG3279
COG3868
COG0121
COG2832
COG3349
COG1982
COG1119
COG2243
COG0104
COG4302
COG1884
COG2172
COG3739
COG5631
COG4826
COG4487
COG0213
COG1388
COG4874
COG2869
COG1528
COG0713
COG2502
COG3535
COG0398
COG4878
COG0173
COG2901
COG4454
COG0074
COG0326
COG1934
COG4533
COG2043
COG2833
COG4485
COG0447
COG1746
COG0641
COG2704
COG2317
COG3941
COG2942
COG3063
COG5398
COG3840
COG4585
COG0197
COG0426
COG0490
COG1157
COG3752
COG1697
COG3803
COG4206
COG5598
COG4744
COG4856
COG0703
COG1166
COG1847
COG3440
COG4539
COG4681
COG1932
COG3399
COG1275
COG3137
COG3744
COG2927
COG4242
COG1883
COG2815
COG3068
COG3641
COG3827
COG1939
COG0762
COG3135
COG1104
COG1177
COG0689
COG0004
COG4401
COG0282
COG0818
COG2178
COG2982
COG0702
COG0044
COG0818
COG1079
COG1505
COG1679
COG4451
COG1233
COG2902
COG2980
COG1063
COG4659
COG1814
COG1711
COG3626
COG4243
COG0439
COG0110
COG0452
COG1625
COG0099
COG0404
COG3379
COG0755
COG4200
COG2202
COG1154
COG0027
COG2983
COG3121
COG4176
COG2045
COG3645
COG0284
COG3336
COG3039
COG5398
COG1213
COG0750
COG2710
COG4449
COG1824
COG3765
COG0518
COG3489
COG0837
COG1672
COG2385
COG3188
COG4830
COG3683
COG5339
COG0686
COG3525
COG1801
COG1485
COG3329
COG4148
COG0145
COG4275
COG3603
COG3571
COG3420
COG0806
COG1060
COG2374
COG3553
COG4445
COG4261
COG1315
COG0549
COG1233
COG1142
COG3894
COG1096
COG3752
COG5015
COG0463
COG5545
COG5555
COG1439
COG4455
COG3126
COG3941
COG2253
COG0182
COG0752
COG1315
COG2265
COG3747
COG4241
COG1378
COG4219
COG0114
COG2710
COG0095
COG3346
COG1348
COG3821
COG0679
COG1650
COG1074
COG3711
COG3804
COG2025
COG3865
COG0717
COG0484
COG3731
COG3350
COG1289
COG1676
COG3398
COG0279
COG1492
COG3544
COG5328
COG1232
COG0328
COG4391
COG1200
COG3199
COG3484
COG3740
COG0413
COG4653
COG3028
COG3536
COG3040
COG0592
COG1577
COG0417
COG4279
COG0478
COG3634
COG4682
COG2012
COG2836
COG3800
COG0863
COG2770
COG2515
COG2047
COG0010
COG0007
COG0028
COG4630
COG5456
COG4308
COG3938
COG5428
COG2385
COG2852
COG1297
COG3429
COG0638
COG3666
COG2390
COG0414
COG0053
COG0221
COG5607
COG1882
COG3967
COG4336
COG0300
COG0432
COG1100
COG1159
COG3365
COG5008
COG0184
COG3583
COG3508
COG0498
COG1405
COG0146
COG3769
COG0831
COG1386
COG4276
COG1202
COG3530
COG3642
COG5012
COG1589
COG4692
COG3222
COG3008
COG0477
COG0795
COG2109
COG1876
COG1543
COG1543
COG3396
COG5324
COG1608
COG5321
COG5586
COG2316
COG0291
COG3741
COG3496
COG1569
COG0240
COG4178
COG4262
COG4932
COG5477
COG4108
COG0164
COG2384
COG1087
COG4175
COG3527
COG1636
COG4266
COG4302
COG3253
COG4802
COG1227
COG1725
COG1317
COG4347
COG1624
COG3083
COG2894
COG3454
COG1181
COG1167
COG2238
COG2101
COG2154
COG3569
COG1256
COG1943
COG1643
COG1610
COG3186
COG0681
COG1454
COG2262
COG5039
COG1107
COG1108
COG3737
COG4850
COG1687
COG0381
COG1569
COG0140
COG3904
COG1331
COG1386
COG1671
COG3659
COG3617
COG0087
COG3168
COG5331
COG1189
COG1524
COG4976
COG3412
COG2425
COG2967
COG1287
COG2200
COG1631
COG0051
COG0123
COG1195
COG1467
COG2351
COG4138
COG1683
COG0837
COG0314
COG3907
COG0213
COG1161
COG4107
COG4354
COG4987
COG3054
COG0395
COG3222
COG1757
COG2001
COG1074
COG4801
COG0190
COG3142
COG5304
COG0857
COG0217
COG3024
COG2203
COG1820
COG0824
COG0819
COG1749
COG3566
COG5322
COG0295
COG0543
COG0692
COG1115
COG1853
COG3726
COG1923
COG1685
COG1121
COG4733
COG1981
COG2755
COG5322
COG1140
COG4956
COG3018
COG0458
COG0492
COG1045
COG1695
COG1168
COG1291
COG0566
COG0778
COG0239
COG3166
COG0400
COG1196
COG3535
COG1042
COG3117
COG4370
COG1963
COG2368
COG0173
COG0596
COG1043
COG1486
COG4323
COG4591
COG3129
COG1465
COG2501
COG2771
COG4721
COG3288
COG0301
COG4229
COG4454
COG0281
COG2127
COG1434
COG1966
COG0705
COG5404
COG1372
COG1457
COG4586
COG3651
COG4270
COG5637
COG1354
COG2406
COG1964
COG0033
COG3662
COG1311
COG0310
COG1241
COG2508
COG0690
COG3326
COG5430
COG2826
COG2055
COG1333
COG2045
COG5474
COG3123
COG3452
COG4389
COG0375
COG0615
COG1205
COG1797
COG1129
COG0388
COG1186
COG2017
COG5014
COG0539
COG2207
COG0830
COG0533
COG4587
COG1077
COG1967
COG3661
COG0006
COG4529
COG2019
COG3376
COG3167
COG2122
COG0245
COG1910
COG0384
COG4262
COG0462
COG3487
COG0774
COG4373
COG1646
COG1734
COG2511
COG1737
COG1052
COG0233
COG1787
COG4992
COG1280
COG1730
COG4656
COG1793
COG4809
COG4754
COG0276
COG3001
COG0107
COG2109
COG5549
COG0315
COG2207
COG2159
COG4902
COG0641
COG3531
COG5412
COG0223
COG0722
COG0210
COG0786
COG1274
COG0288
COG4402
COG1282
COG0326
COG0017
COG4295
COG2309
COG3482
COG0629
COG3554
COG3694
COG0719
COG1102
COG1899
COG1922
COG0070
COG5368
COG4104
COG1745
COG0249
COG4928
COG1580
COG1281
COG5135
COG1252
COG0590
COG2968
COG3340
COG1072
COG0643
COG4641
COG0221
COG5470
COG1018
COG1552
COG2603
COG2259
COG0556
COG4303
COG3395
COG1409
COG3805
COG3409
COG2311
COG1060
COG0625
COG1441
COG3644
COG3768
COG2053
COG1189
COG0367
COG0030
COG0309
COG3426
COG3060
COG1049
COG0748
COG4643
COG3560
COG1012
COG2326
COG2302
COG3232
COG1828
COG1703
COG1994
COG3439
COG4657
COG4520
COG1801
COG2135
COG3866
COG3646
COG0339
COG4977
COG3183
COG4630
COG3273
COG3480
COG3901
COG2960
COG0583
COG5371
COG0756
