"right.node","left.node","event","left.date","right.date","midpoint.date","left.BT_node","left.host_associated","left.marine_deep","left.marine_shallow","left.terrestrial","left.ungrouped","left.leaves_count","right.BT_node","right.host_associated","right.marine_deep","right.marine_shallow","right.terrestrial","right.ungrouped","right.leaves_count"
"1064",1064,"spe",1397.735,1397.735,1397.735,256,"0.2","0.2","0.2","0.2","0.2",2,"256","0.2","0.2","0.2","0.2","0.2",2
"GCA.001735895.1.Bacteria.Proteobacteria",1186,"hgt",1588.765,0,794.3825,290,"0.2","0.2","0.2","0.2","0.2",4,"GCA.001735895.1.Bacteria.Proteobacteria","0","0","0","1","0",0
"GCA.002238905.1.Bacteria.Proteobacteria",1098,"hgt",1457.61,0,728.805,224,"0.2","0.2","0.2","0.2","0.2",2,"GCA.002238905.1.Bacteria.Proteobacteria","0","1","0","0","0",0
"GCA.002399285.1.Bacteria.Firmicutes.A",1032,"hgt",1401.9,0,700.95,629,"0.2","0.2","0.2","0.2","0.2",2,"GCA.002399285.1.Bacteria.Firmicutes.A","0","0","0","1","0",0
"GCA.002686135.1.Bacteria.Proteobacteria",909,"hgt",1137.223,0,568.6115,237,"0.2","0.2","0.2","0.2","0.2",2,"GCA.002686135.1.Bacteria.Proteobacteria","0","0","1","0","0",0
"GCF.000013205.1.Bacteria.Cyanobacteria",1584,"hgt",2371.88,0,1185.94,838,"0.2","0.2","0.2","0.2","0.2",26,"GCF.000013205.1.Bacteria.Cyanobacteria","0","0","0","1","0",0
"GCF.000195295.1.Bacteria.Desulfobacterota",1006,"hgt",1365.41,0,682.705,450,"0.2","0.2","0.2","0.2","0.2",2,"GCF.000195295.1.Bacteria.Desulfobacterota","1","0","0","0","0",0
"GCF.000204255.1.Bacteria.Chlamydiota",996,"hgt",1386.53,0,693.265,162,"0.2","0.2","0.2","0.2","0.2",2,"GCF.000204255.1.Bacteria.Chlamydiota","0","0","0","1","0",0
"GCF.000316115.1.Bacteria.Cyanobacteria",1135,"hgt",1444.79,0,722.395,849,"0.2","0.2","0.2","0.2","0.2",2,"GCF.000316115.1.Bacteria.Cyanobacteria","0","0","0","1","0",0
"GCF.000487995.1.Bacteria.Deferribacterota",1066,"hgt",1504.32,0,752.16,204,"0.2","0.2","0.2","0.2","0.2",2,"GCF.000487995.1.Bacteria.Deferribacterota","0","0","0","1","0",0
"GCF.000969705.1.Bacteria.Actinobacteriota",1128,"hgt",1487.92,0,743.96,580,"0.2","0.2","0.2","0.2","0.2",2,"GCF.000969705.1.Bacteria.Actinobacteriota","0","0","0","1","0",0
"GCF.000970205.1.Archaea.Halobacteriota",911,"hgt",1169.197,0,584.5985,49,"0.2","0.2","0.2","0.2","0.2",2,"GCF.000970205.1.Archaea.Halobacteriota","0","0","0","0","1",0
"GCF.001553315.1.Bacteria.Firmicutes.C",893,"hgt",1065.8455,0,532.92275,650,"0.2","0.2","0.2","0.2","0.2",2,"GCF.001553315.1.Bacteria.Firmicutes.C","1","0","0","0","0",0
"GCF.001613805.1.Bacteria.Proteobacteria",1088,"hgt",1422.265,0,711.1325,234,"0.2","0.2","0.2","0.2","0.2",2,"GCF.001613805.1.Bacteria.Proteobacteria","0","0","1","0","0",0
"GCF.002078355.1.Archaea.Thermoplasmatota",1141,"hgt",1534.115,0,767.0575,35,"0.2","0.2","0.2","0.2","0.2",3,"GCF.002078355.1.Archaea.Thermoplasmatota","0","0","0","1","0",0
"GCF.003612015.1.Bacteria.Proteobacteria",953,"hgt",1256.25,0,628.125,320,"0.2","0.2","0.2","0.2","0.2",3,"GCF.003612015.1.Bacteria.Proteobacteria","0","0","0","0","1",0
"GCF.006980715.1.Bacteria.Proteobacteria",914,"hgt",1117.2015,0,558.60075,247,"0.2","0.2","0.2","0.2","0.2",2,"GCF.006980715.1.Bacteria.Proteobacteria","0","0","0","0","1",0
"GCF.900099895.1.Bacteria.Firmicutes",1047,"hgt",1373.121,0,686.5605,682,"0.2","0.2","0.2","0.2","0.2",2,"GCF.900099895.1.Bacteria.Firmicutes","0","0","1","0","0",0
"GCF.900102465.1.Bacteria.Proteobacteria",954,"hgt",1226.72,0,613.36,241,"0.2","0.2","0.2","0.2","0.2",4,"GCF.900102465.1.Bacteria.Proteobacteria","0","1","0","0","0",0
"GCF.900104455.1.Bacteria.Firmicutes.C",885,"hgt",950.2895,0,475.14475,649,"0.2","0.2","0.2","0.2","0.2",2,"GCF.900104455.1.Bacteria.Firmicutes.C","0","0","0","1","0",0
"GCF.900142265.1.Bacteria.Firmicutes.A",1152,"hgt",1548.89,0,774.445,632,"0.2","0.2","0.2","0.2","0.2",4,"GCF.900142265.1.Bacteria.Firmicutes.A","0","0","0","0","1",0
