"right.node","left.node","event","left.date","right.date","midpoint.date","left.BT_node","left.host_associated","left.marine_deep","left.marine_shallow","left.terrestrial","left.ungrouped","left.leaves_count","right.BT_node","right.host_associated","right.marine_deep","right.marine_shallow","right.terrestrial","right.ungrouped","right.leaves_count"
"1401",1426,"hgt",1938.175,1887.235,1912.705,846,"0.2","0.2","0.2","0.2","0.2",12,"847","0.2","0.2","0.2","0.2","0.2",11
"1401",1401,"spe",1887.235,1887.235,1887.235,847,"0.2","0.2","0.2","0.2","0.2",11,"847","0.2","0.2","0.2","0.2","0.2",11
"1364",1364,"spe",1825.65,1825.65,1825.65,850,"0.2","0.2","0.2","0.2","0.2",8,"850","0.2","0.2","0.2","0.2","0.2",8
"1326",1326,"spe",1773.275,1773.275,1773.275,852,"0.2","0.2","0.2","0.2","0.2",6,"852","0.2","0.2","0.2","0.2","0.2",6
"910",910,"spe",920.2075,920.2075,920.2075,855,"0.2","0.2","0.2","0.2","0.2",3,"855","0.2","0.2","0.2","0.2","0.2",3
"1224",1224,"spe",1634.795,1634.795,1634.795,853,"0.2","0.2","0.2","0.2","0.2",5,"853","0.2","0.2","0.2","0.2","0.2",5
"1678",1678,"spe",2847.715,2847.715,2847.715,210,"0.2","0.2","0.2","0.2","0.2",126,"210","0.2","0.2","0.2","0.2","0.2",126
"1633",1633,"spe",2587.485,2587.485,2587.485,269,"0.2","0.2","0.2","0.2","0.2",67,"269","0.2","0.2","0.2","0.2","0.2",67
"1600",1633,"los",2587.485,2416.38,2501.9325,269,"0.2","0.2","0.2","0.2","0.2",67,"270","0.2","0.2","0.2","0.2","0.2",66
"1666",1666,"spe",2756.655,2756.655,2756.655,211,"0.2","0.2","0.2","0.2","0.2",59,"211","0.2","0.2","0.2","0.2","0.2",59
"1637",1637,"spe",2611.035,2611.035,2611.035,213,"0.2","0.2","0.2","0.2","0.2",57,"213","0.2","0.2","0.2","0.2","0.2",57
"1608",1637,"hgt",2611.035,2442.195,2526.615,213,"0.2","0.2","0.2","0.2","0.2",57,"214","0.2","0.2","0.2","0.2","0.2",56
"1608",1637,"los",2611.035,2442.195,2526.615,213,"0.2","0.2","0.2","0.2","0.2",57,"214","0.2","0.2","0.2","0.2","0.2",56
"1291",1291,"spe",1635.52,1635.52,1635.52,848,"0.2","0.2","0.2","0.2","0.2",3,"848","0.2","0.2","0.2","0.2","0.2",3
"1135",1291,"los",1635.52,1444.79,1540.155,848,"0.2","0.2","0.2","0.2","0.2",3,"849","0.2","0.2","0.2","0.2","0.2",2
"1520",1520,"spe",2147.98,2147.98,2147.98,411,"0.2","0.2","0.2","0.2","0.2",20,"411","0.2","0.2","0.2","0.2","0.2",20
"1520",1569,"hgt",2325.31,2147.98,2236.645,409,"0.2","0.2","0.2","0.2","0.2",22,"411","0.2","0.2","0.2","0.2","0.2",20
"1482",1482,"spe",2054.51,2054.51,2054.51,413,"0.2","0.2","0.2","0.2","0.2",18,"413","0.2","0.2","0.2","0.2","0.2",18
"1372",1372,"spe",1822.44,1822.44,1822.44,426,"0.2","0.2","0.2","0.2","0.2",5,"426","0.2","0.2","0.2","0.2","0.2",5
"1104",1372,"hgt",1822.44,1472.175,1647.3075,426,"0.2","0.2","0.2","0.2","0.2",5,"429","0.2","0.2","0.2","0.2","0.2",2
