"right.node","left.node","event","left.date","right.date","midpoint.date","left.BT_node","left.marine_deep","left.marine_shallow","left.terrestrial","left.leaves_count","right.BT_node","right.marine_deep","right.marine_shallow","right.terrestrial","right.leaves_count"
"1028",1028,"spe",1399.46,1399.46,1399.46,440,"0.414218","0.488183","0.097599",2,"440","0.414218","0.488183","0.097599",2
"1130",1391,"hgt",1855.945,1513.555,1684.75,437,"0.654795","0.319937","0.025268",5,"439","0.534502","0.285137","0.180362",3
"1130",1130,"spe",1513.555,1513.555,1513.555,439,"0.534502","0.285137","0.180362",3,"439","0.534502","0.285137","0.180362",3
"1467",1507,"hgt",2113.35,2012.51,2062.93,574,"0.119672","0.395702","0.484626",17,"579","0.188174","0.799013","0.012813",12
"1467",1467,"spe",2012.51,2012.51,2012.51,579,"0.188174","0.799013","0.012813",12,"579","0.188174","0.799013","0.012813",12
"1382",1382,"spe",1838.915,1838.915,1838.915,581,"0.499179","0.441689","0.059132",10,"581","0.499179","0.441689","0.059132",10
"1120",1120,"spe",1480.79,1480.79,1480.79,582,"0.348684","0.602044","0.049272",9,"582","0.348684","0.602044","0.049272",9
"1037",1037,"spe",1370.47,1370.47,1370.47,583,"0.502537","0.445253","0.052210",8,"583","0.502537","0.445253","0.052210",8
"968",1037,"los",1370.47,1261.825,1316.1475,583,"0.502537","0.445253","0.052210",8,"586","0.281302","0.575134","0.143564",5
"1596",1596,"spe",2419.635,2419.635,2419.635,401,"0.294646","0.169608","0.535746",30,"401","0.294646","0.169608","0.535746",30
"1569",1569,"spe",2325.31,2325.31,2325.31,409,"0.084465","0.231815","0.683720",22,"409","0.084465","0.231815","0.683720",22
"1520",1520,"spe",2147.98,2147.98,2147.98,411,"0.164919","0.389241","0.445839",20,"411","0.164919","0.389241","0.445839",20
"1482",1520,"los",2147.98,2054.51,2101.245,411,"0.164919","0.389241","0.445839",20,"413","0.040017","0.046464","0.913520",18
