"right.node","left.node","event","left.date","right.date","midpoint.date","left.BT_node","left.host_associated","left.marine_deep","left.marine_shallow","left.terrestrial","left.ungrouped","left.leaves_count","right.BT_node","right.host_associated","right.marine_deep","right.marine_shallow","right.terrestrial","right.ungrouped","right.leaves_count"
"1110",1171,"hgt",1551.145,1475,1513.0725,688,"0.2","0.2","0.2","0.2","0.2",11,"689","0.2","0.2","0.2","0.2","0.2",10
"1110",1110,"spe",1475,1475,1475,689,"0.2","0.2","0.2","0.2","0.2",10,"689","0.2","0.2","0.2","0.2","0.2",10
"1024",1024,"spe",1363,1363,1363,691,"0.2","0.2","0.2","0.2","0.2",8,"691","0.2","0.2","0.2","0.2","0.2",8
"962",962,"spe",1253.275,1253.275,1253.275,692,"0.2","0.2","0.2","0.2","0.2",7,"692","0.2","0.2","0.2","0.2","0.2",7
"878",878,"spe",953.708,953.708,953.708,697,"0.2","0.2","0.2","0.2","0.2",2,"697","0.2","0.2","0.2","0.2","0.2",2
"889",889,"spe",1056.6725,1056.6725,1056.6725,696,"0.2","0.2","0.2","0.2","0.2",3,"696","0.2","0.2","0.2","0.2","0.2",3
"912",962,"los",1253.275,1146.836,1200.0555,692,"0.2","0.2","0.2","0.2","0.2",7,"693","0.2","0.2","0.2","0.2","0.2",4
"1056",1396,"hgt",1862.655,1430.125,1646.39,729,"0.2","0.2","0.2","0.2","0.2",4,"731","0.2","0.2","0.2","0.2","0.2",2
"1056",1056,"spe",1430.125,1430.125,1430.125,731,"0.2","0.2","0.2","0.2","0.2",2,"731","0.2","0.2","0.2","0.2","0.2",2
"1056",1396,"hgt",1862.655,1430.125,1646.39,729,"0.2","0.2","0.2","0.2","0.2",4,"731","0.2","0.2","0.2","0.2","0.2",2
"922",922,"spe",1206.9915,1206.9915,1206.9915,634,"0.2","0.2","0.2","0.2","0.2",2,"634","0.2","0.2","0.2","0.2","0.2",2
"1018",1018,"spe",1387.715,1387.715,1387.715,633,"0.2","0.2","0.2","0.2","0.2",3,"633","0.2","0.2","0.2","0.2","0.2",3
"1152",1269,"hgt",1686.58,1548.89,1617.735,631,"0.2","0.2","0.2","0.2","0.2",7,"632","0.2","0.2","0.2","0.2","0.2",4
"1152",1152,"spe",1548.89,1548.89,1548.89,632,"0.2","0.2","0.2","0.2","0.2",4,"632","0.2","0.2","0.2","0.2","0.2",4
"979",979,"spe",1328.145,1328.145,1328.145,420,"0.2","0.2","0.2","0.2","0.2",2,"420","0.2","0.2","0.2","0.2","0.2",2
"979",1373,"hgt",1835.155,1328.145,1581.65,415,"0.2","0.2","0.2","0.2","0.2",7,"420","0.2","0.2","0.2","0.2","0.2",2
