"right.node","left.node","event","left.date","right.date","midpoint.date","left.BT_node","left.marine_deep","left.marine_shallow","left.terrestrial","left.leaves_count","right.BT_node","right.marine_deep","right.marine_shallow","right.terrestrial","right.leaves_count"
"916",916,"spe",1166.9135,1166.9135,1166.9135,306,"0.534823","0.425975","0.039202",2,"306","0.534823","0.425975","0.039202",2
"916",1022,"hgt",1375.33,1166.9135,1271.12175,305,"0.166391","0.667218","0.166391",3,"306","0.534823","0.425975","0.039202",2
"1203",1327,"hgt",1778.33,1613.625,1695.9775,382,"0.234431","0.435912","0.329657",4,"383","0.232711","0.545355","0.221934",3
"1203",1203,"spe",1613.625,1613.625,1613.625,383,"0.232711","0.545355","0.221934",3,"383","0.232711","0.545355","0.221934",3
"1061",1061,"spe",1448.555,1448.555,1448.555,384,"0.194828","0.269498","0.535674",2,"384","0.194828","0.269498","0.535674",2
"GCA.001735895.1.Bacteria.Proteobacteria",1186,"hgt",1588.765,0,794.3825,290,"0.092921","0.092921","0.814158",4,"GCA.001735895.1.Bacteria.Proteobacteria","0","0","1",0
"GCA.002420425.1.Bacteria.Proteobacteria",1253,"hgt",1606.235,0,803.1175,275,"0.183015","0.345957","0.471029",2,"GCA.002420425.1.Bacteria.Proteobacteria","0","0","1",0
"GCA.002705185.1.Bacteria.Nitrospinota",1061,"los",1448.555,0,724.2775,384,"0.194828","0.269498","0.535674",2,"GCA.002705185.1.Bacteria.Nitrospinota","0","1","0",0
"GCA.002721365.1.Bacteria.Proteobacteria",1064,"hgt",1397.735,0,698.8675,256,"0.095304","0.809393","0.095304",2,"GCA.002721365.1.Bacteria.Proteobacteria","1","0","0",0
"GCA.002899795.1.Bacteria.Desulfobacterota",1001,"hgt",1358.76,0,679.38,446,"0.084748","0.124281","0.790971",2,"GCA.002899795.1.Bacteria.Desulfobacterota","0","1","0",0
"GCA.003235715.1.Bacteria.Nitrospirota",1079,"hgt",1467.515,0,733.7575,374,"0.477358","0.234308","0.288334",3,"GCA.003235715.1.Bacteria.Nitrospirota","0","0","1",0
"GCF.001908175.1.Bacteria.Firmicutes",1232,"hgt",1618.42,0,809.21,687,"0.139826","0.720348","0.139826",12,"GCF.001908175.1.Bacteria.Firmicutes","1","0","0",0
"GCF.001908175.1.Bacteria.Firmicutes",1232,"hgt",1618.42,0,809.21,687,"0.139826","0.720348","0.139826",12,"GCF.001908175.1.Bacteria.Firmicutes","1","0","0",0
