"right.node","left.node","event","left.date","right.date","midpoint.date","left.BT_node","left.host_associated","left.marine_deep","left.marine_shallow","left.terrestrial","left.ungrouped","left.leaves_count","right.BT_node","right.host_associated","right.marine_deep","right.marine_shallow","right.terrestrial","right.ungrouped","right.leaves_count"
"1606",1622,"hgt",2527.615,2445.14,2486.3775,75,"0.2","0.2","0.2","0.2","0.2",16,"76","0.2","0.2","0.2","0.2","0.2",15
"1606",1606,"spe",2445.14,2445.14,2445.14,76,"0.2","0.2","0.2","0.2","0.2",15,"76","0.2","0.2","0.2","0.2","0.2",15
"1354",1354,"spe",1813.355,1813.355,1813.355,80,"0.2","0.2","0.2","0.2","0.2",11,"80","0.2","0.2","0.2","0.2","0.2",11
"1231",1231,"spe",1645.265,1645.265,1645.265,81,"0.2","0.2","0.2","0.2","0.2",10,"81","0.2","0.2","0.2","0.2","0.2",10
"923",1020,"los",1389.275,1219.565,1304.42,84,"0.2","0.2","0.2","0.2","0.2",7,"87","0.2","0.2","0.2","0.2","0.2",4
"1091",1091,"spe",1475.775,1475.775,1475.775,82,"0.2","0.2","0.2","0.2","0.2",9,"82","0.2","0.2","0.2","0.2","0.2",9
"1020",1020,"spe",1389.275,1389.275,1389.275,84,"0.2","0.2","0.2","0.2","0.2",7,"84","0.2","0.2","0.2","0.2","0.2",7
"927",927,"spe",1215.125,1215.125,1215.125,83,"0.2","0.2","0.2","0.2","0.2",2,"83","0.2","0.2","0.2","0.2","0.2",2
"1640",1640,"spe",2626.73,2626.73,2626.73,51,"0.2","0.2","0.2","0.2","0.2",23,"51","0.2","0.2","0.2","0.2","0.2",23
"1621",1621,"spe",2517.75,2517.75,2517.75,52,"0.2","0.2","0.2","0.2","0.2",22,"52","0.2","0.2","0.2","0.2","0.2",22
"1588",1621,"hgt",2517.75,2383.655,2450.7025,52,"0.2","0.2","0.2","0.2","0.2",22,"59","0.2","0.2","0.2","0.2","0.2",15
"1588",1588,"spe",2383.655,2383.655,2383.655,59,"0.2","0.2","0.2","0.2","0.2",15,"59","0.2","0.2","0.2","0.2","0.2",15
"1524",1524,"spe",2168.41,2168.41,2168.41,67,"0.2","0.2","0.2","0.2","0.2",7,"67","0.2","0.2","0.2","0.2","0.2",7
"1474",1474,"spe",2026.55,2026.55,2026.55,68,"0.2","0.2","0.2","0.2","0.2",6,"68","0.2","0.2","0.2","0.2","0.2",6
