"right.node","left.node","event","left.date","right.date","midpoint.date","left.BT_node","left.host_associated","left.marine_deep","left.marine_shallow","left.terrestrial","left.ungrouped","left.leaves_count","right.BT_node","right.host_associated","right.marine_deep","right.marine_shallow","right.terrestrial","right.ungrouped","right.leaves_count"
"1690",1705,"hgt",3153.655,2975.235,3064.445,13,"0.2","0.2","0.2","0.2","0.2",78,"18","0.2","0.2","0.2","0.2","0.2",73
"1690",1690,"spe",2975.235,2975.235,2975.235,18,"0.2","0.2","0.2","0.2","0.2",73,"18","0.2","0.2","0.2","0.2","0.2",73
"1671",1671,"spe",2798.9,2798.9,2798.9,50,"0.2","0.2","0.2","0.2","0.2",41,"50","0.2","0.2","0.2","0.2","0.2",41
"1645",1645,"spe",2653.515,2653.515,2653.515,73,"0.2","0.2","0.2","0.2","0.2",18,"73","0.2","0.2","0.2","0.2","0.2",18
"1622",1622,"spe",2527.615,2527.615,2527.615,75,"0.2","0.2","0.2","0.2","0.2",16,"75","0.2","0.2","0.2","0.2","0.2",16
"1606",1606,"spe",2445.14,2445.14,2445.14,76,"0.2","0.2","0.2","0.2","0.2",15,"76","0.2","0.2","0.2","0.2","0.2",15
"1354",1606,"los",2445.14,1813.355,2129.2475,76,"0.2","0.2","0.2","0.2","0.2",15,"80","0.2","0.2","0.2","0.2","0.2",11
"1640",1671,"los",2798.9,2626.73,2712.815,50,"0.2","0.2","0.2","0.2","0.2",41,"51","0.2","0.2","0.2","0.2","0.2",23
"1702",1702,"spe",3126.015,3126.015,3126.015,205,"0.2","0.2","0.2","0.2","0.2",133,"205","0.2","0.2","0.2","0.2","0.2",133
"1700",1700,"spe",3067.985,3067.985,3067.985,207,"0.2","0.2","0.2","0.2","0.2",131,"207","0.2","0.2","0.2","0.2","0.2",131
"1595",1700,"los",3067.985,2386.55,2727.2675,207,"0.2","0.2","0.2","0.2","0.2",131,"335","0.2","0.2","0.2","0.2","0.2",3
"1189",1313,"hgt",1758.85,1598.605,1678.7275,794,"0.2","0.2","0.2","0.2","0.2",6,"795","0.2","0.2","0.2","0.2","0.2",5
"1189",1313,"hgt",1758.85,1598.605,1678.7275,794,"0.2","0.2","0.2","0.2","0.2",6,"795","0.2","0.2","0.2","0.2","0.2",5
"1189",1189,"spe",1598.605,1598.605,1598.605,795,"0.2","0.2","0.2","0.2","0.2",5,"795","0.2","0.2","0.2","0.2","0.2",5
"1051",1051,"spe",1422.005,1422.005,1422.005,796,"0.2","0.2","0.2","0.2","0.2",4,"796","0.2","0.2","0.2","0.2","0.2",4
"901",901,"spe",1122.912,1122.912,1122.912,798,"0.2","0.2","0.2","0.2","0.2",2,"798","0.2","0.2","0.2","0.2","0.2",2
"1259",1259,"spe",1631.035,1631.035,1631.035,768,"0.2","0.2","0.2","0.2","0.2",2,"768","0.2","0.2","0.2","0.2","0.2",2
"1259",1539,"hgt",2226.435,1631.035,1928.735,767,"0.2","0.2","0.2","0.2","0.2",18,"768","0.2","0.2","0.2","0.2","0.2",2
"1667",1667,"spe",2751.94,2751.94,2751.94,19,"0.2","0.2","0.2","0.2","0.2",32,"19","0.2","0.2","0.2","0.2","0.2",32
"1661",1661,"spe",2705.465,2705.465,2705.465,23,"0.2","0.2","0.2","0.2","0.2",28,"23","0.2","0.2","0.2","0.2","0.2",28
"1631",1631,"spe",2558.825,2558.825,2558.825,25,"0.2","0.2","0.2","0.2","0.2",26,"25","0.2","0.2","0.2","0.2","0.2",26
"1610",1631,"los",2558.825,2447.115,2502.97,25,"0.2","0.2","0.2","0.2","0.2",26,"26","0.2","0.2","0.2","0.2","0.2",25
"1143",1143,"spe",1542.125,1542.125,1542.125,47,"0.2","0.2","0.2","0.2","0.2",4,"47","0.2","0.2","0.2","0.2","0.2",4
"1143",1256,"hgt",1663.625,1542.125,1602.875,45,"0.2","0.2","0.2","0.2","0.2",6,"47","0.2","0.2","0.2","0.2","0.2",4
"1013",1013,"spe",1366.345,1366.345,1366.345,48,"0.2","0.2","0.2","0.2","0.2",3,"48","0.2","0.2","0.2","0.2","0.2",3
"1691",1691,"spe",2988.07,2988.07,2988.07,208,"0.2","0.2","0.2","0.2","0.2",128,"208","0.2","0.2","0.2","0.2","0.2",128
"1678",1678,"spe",2847.715,2847.715,2847.715,210,"0.2","0.2","0.2","0.2","0.2",126,"210","0.2","0.2","0.2","0.2","0.2",126
"1678",1691,"hgt",2988.07,2847.715,2917.8925,208,"0.2","0.2","0.2","0.2","0.2",128,"210","0.2","0.2","0.2","0.2","0.2",126
"1633",1633,"spe",2587.485,2587.485,2587.485,269,"0.2","0.2","0.2","0.2","0.2",67,"269","0.2","0.2","0.2","0.2","0.2",67
"1600",1633,"los",2587.485,2416.38,2501.9325,269,"0.2","0.2","0.2","0.2","0.2",67,"270","0.2","0.2","0.2","0.2","0.2",66
"1556",1556,"spe",2271.59,2271.59,2271.59,273,"0.2","0.2","0.2","0.2","0.2",63,"273","0.2","0.2","0.2","0.2","0.2",63
"1556",1600,"hgt",2416.38,2271.59,2343.985,270,"0.2","0.2","0.2","0.2","0.2",66,"273","0.2","0.2","0.2","0.2","0.2",63
"1526",1526,"spe",2175.61,2175.61,2175.61,277,"0.2","0.2","0.2","0.2","0.2",59,"277","0.2","0.2","0.2","0.2","0.2",59
"1504",1504,"spe",2098.745,2098.745,2098.745,279,"0.2","0.2","0.2","0.2","0.2",57,"279","0.2","0.2","0.2","0.2","0.2",57
"1471",1471,"spe",2020.585,2020.585,2020.585,283,"0.2","0.2","0.2","0.2","0.2",53,"283","0.2","0.2","0.2","0.2","0.2",53
"1435",1471,"los",2020.585,1948.805,1984.695,283,"0.2","0.2","0.2","0.2","0.2",53,"293","0.2","0.2","0.2","0.2","0.2",43
"1666",1666,"spe",2756.655,2756.655,2756.655,211,"0.2","0.2","0.2","0.2","0.2",59,"211","0.2","0.2","0.2","0.2","0.2",59
"1637",1666,"los",2756.655,2611.035,2683.845,211,"0.2","0.2","0.2","0.2","0.2",59,"213","0.2","0.2","0.2","0.2","0.2",57
"1548",1548,"spe",2176.73,2176.73,2176.73,20,"0.2","0.2","0.2","0.2","0.2",4,"20","0.2","0.2","0.2","0.2","0.2",4
"1322",1548,"los",2176.73,1770.925,1973.8275,20,"0.2","0.2","0.2","0.2","0.2",4,"22","0.2","0.2","0.2","0.2","0.2",2
"1424",1645,"hgt",2653.515,1902.65,2278.0825,73,"0.2","0.2","0.2","0.2","0.2",18,"74","0.2","0.2","0.2","0.2","0.2",2
"1424",1424,"spe",1902.65,1902.65,1902.65,74,"0.2","0.2","0.2","0.2","0.2",2,"74","0.2","0.2","0.2","0.2","0.2",2
"1418",1418,"spe",1886.455,1886.455,1886.455,21,"0.2","0.2","0.2","0.2","0.2",2,"21","0.2","0.2","0.2","0.2","0.2",2
"1386",1386,"spe",1844.995,1844.995,1844.995,284,"0.2","0.2","0.2","0.2","0.2",10,"284","0.2","0.2","0.2","0.2","0.2",10
"1329",1329,"spe",1768.445,1768.445,1768.445,286,"0.2","0.2","0.2","0.2","0.2",8,"286","0.2","0.2","0.2","0.2","0.2",8
"1186",1186,"spe",1588.765,1588.765,1588.765,290,"0.2","0.2","0.2","0.2","0.2",4,"290","0.2","0.2","0.2","0.2","0.2",4
"1156",1443,"los",1932.55,1529.075,1730.8125,274,"0.2","0.2","0.2","0.2","0.2",4,"276","0.2","0.2","0.2","0.2","0.2",2
"1443",1443,"spe",1932.55,1932.55,1932.55,274,"0.2","0.2","0.2","0.2","0.2",4,"274","0.2","0.2","0.2","0.2","0.2",4
"1593",1593,"spe",2397.91,2397.91,2397.91,388,"0.2","0.2","0.2","0.2","0.2",14,"388","0.2","0.2","0.2","0.2","0.2",14
"1593",1623,"hgt",2520.86,2397.91,2459.385,387,"0.2","0.2","0.2","0.2","0.2",44,"388","0.2","0.2","0.2","0.2","0.2",14
"1541",1541,"spe",2224.065,2224.065,2224.065,390,"0.2","0.2","0.2","0.2","0.2",12,"390","0.2","0.2","0.2","0.2","0.2",12
"1463",1463,"spe",2000.73,2000.73,2000.73,396,"0.2","0.2","0.2","0.2","0.2",6,"396","0.2","0.2","0.2","0.2","0.2",6
"1283",1463,"los",2000.73,1693.33,1847.03,396,"0.2","0.2","0.2","0.2","0.2",6,"399","0.2","0.2","0.2","0.2","0.2",3
"1325",1658,"hgt",2708.915,1788.135,2248.525,826,"0.2","0.2","0.2","0.2","0.2",6,"830","0.2","0.2","0.2","0.2","0.2",2
"1325",1325,"spe",1788.135,1788.135,1788.135,830,"0.2","0.2","0.2","0.2","0.2",2,"830","0.2","0.2","0.2","0.2","0.2",2
"1427",1427,"spe",1930.555,1930.555,1930.555,367,"0.2","0.2","0.2","0.2","0.2",2,"367","0.2","0.2","0.2","0.2","0.2",2
"1427",1571,"hgt",2277.575,1930.555,2104.065,366,"0.2","0.2","0.2","0.2","0.2",3,"367","0.2","0.2","0.2","0.2","0.2",2
"935",1051,"los",1422.005,1249.35,1335.6775,796,"0.2","0.2","0.2","0.2","0.2",4,"797","0.2","0.2","0.2","0.2","0.2",2
"1298",1298,"spe",1721.205,1721.205,1721.205,397,"0.2","0.2","0.2","0.2","0.2",3,"397","0.2","0.2","0.2","0.2","0.2",3
"1481",1481,"spe",2053.975,2053.975,2053.975,391,"0.2","0.2","0.2","0.2","0.2",6,"391","0.2","0.2","0.2","0.2","0.2",6
"1357",1481,"los",2053.975,1816.45,1935.2125,391,"0.2","0.2","0.2","0.2","0.2",6,"392","0.2","0.2","0.2","0.2","0.2",5
"1158",1158,"spe",1542.205,1542.205,1542.205,398,"0.2","0.2","0.2","0.2","0.2",2,"398","0.2","0.2","0.2","0.2","0.2",2
"1374",1374,"spe",1793.69,1793.69,1793.69,389,"0.2","0.2","0.2","0.2","0.2",2,"389","0.2","0.2","0.2","0.2","0.2",2
"1478",1478,"spe",2042.61,2042.61,2042.61,124,"0.2","0.2","0.2","0.2","0.2",10,"124","0.2","0.2","0.2","0.2","0.2",10
"1478",1566,"hgt",2312.8,2042.61,2177.705,123,"0.2","0.2","0.2","0.2","0.2",11,"124","0.2","0.2","0.2","0.2","0.2",10
"1410",1410,"spe",1897.72,1897.72,1897.72,125,"0.2","0.2","0.2","0.2","0.2",9,"125","0.2","0.2","0.2","0.2","0.2",9
"1319",1319,"spe",1764.145,1764.145,1764.145,127,"0.2","0.2","0.2","0.2","0.2",7,"127","0.2","0.2","0.2","0.2","0.2",7
"937",937,"spe",1250.934,1250.934,1250.934,132,"0.2","0.2","0.2","0.2","0.2",2,"132","0.2","0.2","0.2","0.2","0.2",2
"1248",1319,"los",1764.145,1655.67,1709.9075,127,"0.2","0.2","0.2","0.2","0.2",7,"128","0.2","0.2","0.2","0.2","0.2",5
"1248",1319,"hgt",1764.145,1655.67,1709.9075,127,"0.2","0.2","0.2","0.2","0.2",7,"128","0.2","0.2","0.2","0.2","0.2",5
"1242",1242,"spe",1629.965,1629.965,1629.965,126,"0.2","0.2","0.2","0.2","0.2",2,"126","0.2","0.2","0.2","0.2","0.2",2
"1242",1410,"hgt",1897.72,1629.965,1763.8425,125,"0.2","0.2","0.2","0.2","0.2",9,"126","0.2","0.2","0.2","0.2","0.2",2
"1572",1572,"spe",2159.8,2159.8,2159.8,212,"0.2","0.2","0.2","0.2","0.2",2,"212","0.2","0.2","0.2","0.2","0.2",2
