"right.node","left.node","event","left.date","right.date","midpoint.date","left.BT_node","left.marine_deep","left.marine_shallow","left.terrestrial","left.leaves_count","right.BT_node","right.marine_deep","right.marine_shallow","right.terrestrial","right.leaves_count"
"1471",1471,"spe",2020.585,2020.585,2020.585,283,"0.578718","0.262304","0.158978",53,"283","0.578718","0.262304","0.158978",53
"1435",1435,"spe",1948.805,1948.805,1948.805,293,"0.075943","0.075943","0.848114",43,"293","0.075943","0.075943","0.848114",43
"1419",1419,"spe",1902.685,1902.685,1902.685,298,"0.305386","0.587537","0.107076",38,"298","0.305386","0.587537","0.107076",38
"1384",1384,"spe",1840.255,1840.255,1840.255,307,"0.478348","0.402856","0.118796",29,"307","0.478348","0.402856","0.118796",29
"1258",1258,"spe",1647.11,1647.11,1647.11,329,"0.193513","0.373334","0.433153",7,"329","0.193513","0.373334","0.433153",7
"1099",1258,"los",1647.11,1467.95,1557.53,329,"0.193513","0.373334","0.433153",7,"332","0.658804","0.317348","0.023848",4
"1386",1386,"spe",1844.995,1844.995,1844.995,284,"0.030355","0.033023","0.936622",10,"284","0.030355","0.033023","0.936622",10
"1329",1329,"spe",1768.445,1768.445,1768.445,286,"0.042688","0.053290","0.904022",8,"286","0.042688","0.053290","0.904022",8
"1186",1329,"los",1768.445,1588.765,1678.605,286,"0.042688","0.053290","0.904022",8,"290","0.092921","0.092921","0.814158",4
"1345",1384,"los",1840.255,1777.47,1808.8625,307,"0.478348","0.402856","0.118796",29,"308","0.162270","0.390778","0.446953",22
"1300",1300,"spe",1706.635,1706.635,1706.635,294,"0.103488","0.103488","0.793023",5,"294","0.103488","0.103488","0.793023",5
"1160",1160,"spe",1535.435,1535.435,1535.435,296,"0.124110","0.124110","0.751779",3,"296","0.124110","0.124110","0.751779",3
"1339",1339,"spe",1773.33,1773.33,1773.33,299,"0.433987","0.380048","0.185965",9,"299","0.433987","0.380048","0.185965",9
"1121",1121,"spe",1495.94,1495.94,1495.94,302,"0.272965","0.673557","0.053478",6,"302","0.272965","0.673557","0.053478",6
"1022",1121,"los",1495.94,1375.33,1435.635,302,"0.272965","0.673557","0.053478",6,"305","0.166391","0.667218","0.166391",3
"1197",1197,"spe",1581.265,1581.265,1581.265,300,"0.224963","0.357481","0.417556",3,"300","0.224963","0.357481","0.417556",3
"1038",1211,"los",1596.945,1380.83,1488.8875,287,"0.038675","0.064327","0.896999",4,"288","0.056250","0.117273","0.826477",3
