nodename	lower	upper	average
1357	2152.67	1726.96	1939.815
1221	1944.87	1485.01	1714.94
1200	1901.64	1473.54	1687.5900000000001
1050	1648.45	1228.25	1438.35
982	1485.84	1100.22	1293.03
1095	1719.3	1326.83	1523.065
1161	1813.6	1432.47	1623.0349999999999
1339	2096.44	1705.76	1901.1
1383	2198.05	1805.44	2001.7450000000001
1426	2265.24	1877.25	2071.245
1511	2511.57	2092.26	2301.915
1524	2542.7	2134.86	2338.7799999999997
1577	2705.55	2301.78	2503.665
1625	2868.64	2478.57	2673.605
1224	1934.56	1488.03	1711.295
1043	1628.4	1205.48	1416.94
1096	1721.08	1308.48	1514.78
1057	1673.69	1244.73	1459.21
1193	1877.93	1468.05	1672.99
938	1390.74	961.042	1175.891
1253	1968.48	1555.5	1761.99
1332	2092.0	1673.11	1882.5549999999998
1404	2237.74	1815.79	2026.7649999999999
1520	2551.87	2100.0	2325.935
1569	2672.67	2276.4	2474.535
1654	3045.98	2695.54	2870.76
1670	3150.96	2815.42	2983.19
1560	2703.62	2152.58	2428.1
1611	2842.47	2357.53	2600.0
1680	3203.98	2865.37	3034.675
1692	3293.29	2966.41	3129.85
1355	2272.12	1579.56	1925.84
1632	3000.58	2427.93	2714.255
1638	3033.13	2455.13	2744.13
1425	2418.12	1690.2	2054.16
1647	3083.32	2524.1	2803.71
1683	3264.58	2867.79	3066.185
1691	3310.21	2931.88	3121.045
1714	3522.25	3244.31	3383.2799999999997
1003	1605.89	1099.62	1352.755
1233	1976.84	1494.61	1735.725
1165	1880.16	1366.32	1623.24
1347	2157.49	1667.68	1912.585
1434	2317.05	1843.11	2080.08
1289	2062.54	1566.02	1814.28
1103	1776.08	1271.46	1523.77
1447	2327.22	1863.67	2095.4449999999997
1011	1596.93	1135.38	1366.1550000000002
1115	1780.09	1303.76	1541.925
1159	1845.13	1378.18	1611.6550000000002
1299	2062.07	1590.37	1826.22
1542	2584.28	2150.59	2367.4350000000004
1572	2683.44	2267.79	2475.615
1027	1674.4	1110.0	1392.2
1303	2118.33	1548.56	1833.445
1645	3032.09	2567.94	2800.0150000000003
1667	3129.17	2764.24	2946.705
1484	2465.4	1938.35	2201.875
1551	2641.62	2170.04	2405.83
947	1405.44	960.948	1183.194
1093	1727.92	1285.34	1506.63
1281	2017.05	1575.84	1796.445
903	1195.01	793.157	994.0835
1037	1623.36	1183.28	1403.32
985	1510.85	1080.22	1295.5349999999999
1062	1676.51	1244.95	1460.73
1156	1818.45	1389.85	1604.15
1366	2170.86	1741.89	1956.375
1489	2424.62	1994.5	2209.56
1192	1909.09	1433.73	1671.4099999999999
1370	2194.16	1736.99	1965.5749999999998
1071	1725.22	1232.62	1478.92
1225	1950.1	1486.74	1718.42
1460	2351.41	1910.52	2130.965
1270	2032.85	1507.57	1770.21
1298	2067.21	1572.11	1819.6599999999999
1421	2267.32	1812.56	2039.94
1512	2497.86	2083.52	2290.69
1552	2612.93	2200.29	2406.6099999999997
1603	2770.7	2372.59	2571.645
1693	3299.05	2975.75	3137.4
1705	3400.26	3074.66	3237.46
1435	2365.12	1795.02	2080.0699999999997
1566	2701.85	2226.53	2464.19
1174	1908.58	1368.75	1638.665
1453	2358.98	1887.34	2123.16
995	1575.85	1086.16	1331.005
1073	1732.13	1231.57	1481.85
1321	2107.47	1623.84	1865.6549999999997
1372	2228.04	1696.88	1962.46
1509	2506.97	2055.04	2281.005
1575	2692.2	2281.7	2486.95
1628	2887.54	2505.63	2696.585
1685	3239.89	2907.49	3073.6899999999996
1082	1791.3	1198.91	1495.105
1605	2803.16	2380.5	2591.83
1665	3107.01	2798.79	2952.9
1536	2593.16	2082.21	2337.685
1568	2681.53	2260.25	2470.8900000000003
1584	2679.32	2357.52	2518.42
957	1416.58	1055.96	1236.27
1059	1629.23	1290.77	1460.0
1070	1646.93	1306.7	1476.815
1110	1707.34	1375.89	1541.615
1128	1748.65	1402.59	1575.62
1198	1837.09	1525.52	1681.3049999999998
1249	1916.1	1600.35	1758.225
1291	1975.23	1671.05	1823.1399999999999
1363	2093.73	1800.9	1947.315
983	1452.9	1114.98	1283.94
1086	1647.81	1335.55	1491.6799999999998
1202	1827.26	1537.64	1682.45
1024	1531.25	1226.12	1378.685
910	1222.56	879.468	1051.014
956	1382.11	1057.46	1219.7849999999999
999	1490.2	1185.79	1337.995
1111	1679.47	1395.9	1537.685
877	859.917	553.805	706.861
884	984.66	667.293	825.9765
896	1105.62	785.216	945.4179999999999
981	1439.86	1136.17	1288.0149999999999
1064	1610.52	1321.82	1466.17
908	1187.35	872.35	1029.85
976	1417.76	1118.58	1268.17
918	1222.83	920.182	1071.5059999999999
958	1373.3	1080.89	1227.095
1038	1546.78	1261.9	1404.3400000000001
909	1188.07	890.182	1039.126
897	1106.86	787.051	946.9555
936	1317.01	1022.45	1169.73
967	1400.92	1111.55	1256.2350000000001
1025	1534.03	1238.78	1386.405
1097	1645.81	1375.05	1510.4299999999998
1146	1722.49	1452.52	1587.505
1201	1813.87	1544.87	1679.37
1000	1498.9	1186.52	1342.71
940	1332.19	1016.91	1174.55
954	1364.8	1065.52	1215.1599999999999
927	1268.36	962.567	1115.4634999999998
924	1252.56	948.324	1100.442
878	881.342	562.683	722.0125
891	1050.27	757.968	904.1189999999999
902	1134.96	838.037	986.4985
907	1172.29	891.766	1032.028
965	1390.59	1106.73	1248.6599999999999
1016	1510.17	1232.91	1371.54
1069	1603.84	1332.77	1468.3049999999998
1108	1667.04	1402.22	1534.63
1164	1750.68	1478.83	1614.755
1229	1860.39	1596.93	1728.66
1279	1924.0	1661.1	1792.55
1360	2073.68	1805.72	1939.6999999999998
1428	2200.5	1925.62	2063.06
1465	2284.9	2003.06	2143.98
1527	2479.45	2193.93	2336.6899999999996
1598	2703.63	2423.77	2563.7
1635	2864.46	2593.09	2728.775
1326	2080.7	1657.95	1869.3249999999998
1394	2193.22	1829.69	2011.455
1268	1957.62	1595.55	1776.585
1157	1820.16	1398.73	1609.4450000000002
1385	2150.09	1839.19	1994.64
1300	2001.99	1669.28	1835.635
1190	1878.59	1479.5	1679.045
1216	1875.52	1530.85	1703.185
1329	2032.2	1728.43	1880.315
1056	1616.84	1284.54	1450.69
919	1248.71	897.655	1073.1825
1007	1526.56	1185.24	1355.9
1143	1735.79	1435.05	1585.42
934	1333.32	985.692	1159.5059999999999
1019	1538.73	1228.13	1383.43
1112	1698.95	1398.5	1548.725
1231	1874.45	1600.79	1737.62
1284	1949.37	1678.02	1813.695
1058	1636.29	1282.83	1459.56
1047	1583.57	1260.34	1421.955
1138	1730.52	1433.22	1581.87
1227	1877.08	1596.97	1737.025
998	1503.53	1171.4	1337.4650000000001
1144	1746.04	1439.99	1593.0149999999999
893	1112.18	758.148	935.164
952	1373.53	1058.03	1215.78
915	1229.08	900.778	1064.929
966	1410.43	1098.37	1254.4
1008	1518.25	1216.03	1367.1399999999999
1230	1880.38	1602.55	1741.4650000000001
960	1390.11	1087.84	1238.975
939	1332.11	1027.85	1179.98
888	1022.28	723.23	872.755
935	1321.12	1035.54	1178.33
1018	1524.4	1251.92	1388.16
1107	1675.86	1415.08	1545.4699999999998
1168	1761.43	1500.85	1631.1399999999999
963	1404.83	1106.85	1255.84
887	1026.32	720.194	873.257
933	1302.07	1007.45	1154.76
989	1448.11	1169.09	1308.6
1045	1559.83	1296.27	1428.05
921	1231.35	928.197	1079.7735
987	1438.94	1156.74	1297.8400000000001
900	1129.01	807.658	968.3340000000001
925	1261.71	973.066	1117.388
955	1359.51	1081.25	1220.38
986	1439.89	1166.77	1303.33
1031	1536.66	1265.69	1401.1750000000002
1127	1706.06	1444.58	1575.32
1213	1841.09	1578.76	1709.925
1032	1567.28	1230.27	1398.775
1120	1706.55	1419.58	1563.065
959	1397.92	1073.83	1235.875
992	1468.25	1161.95	1315.1
1060	1604.84	1316.38	1460.6100000000001
1172	1774.52	1507.11	1640.815
1265	1911.77	1654.39	1783.08
1309	1979.31	1721.39	1850.35
1336	2027.5	1768.57	1898.0349999999999
1375	2104.7	1844.71	1974.705
1415	2179.57	1913.64	2046.605
1444	2245.39	1977.92	2111.6549999999997
1480	2336.11	2068.51	2202.3100000000004
1530	2482.13	2204.21	2343.17
1581	2643.2	2379.31	2511.255
1646	2952.69	2687.27	2819.98
1669	3096.53	2827.38	2961.955
1052	1756.87	1119.93	1438.4
1589	2755.25	2286.44	2520.8450000000003
1677	3159.02	2891.18	3025.1
1684	3210.53	2941.79	3076.16
1696	3286.98	3021.53	3154.255
1106	1800.98	1263.49	1532.2350000000001
1275	2057.34	1509.32	1783.33
1532	2571.79	2103.71	2337.75
1330	2129.25	1632.03	1880.6399999999999
1469	2382.98	1939.8	2161.39
1204	1915.25	1461.84	1688.545
1324	2076.39	1674.74	1875.565
978	1493.16	1079.72	1286.44
1177	1843.93	1448.65	1646.29
923	1299.2	911.385	1105.2925
950	1389.81	1022.2	1206.005
974	1468.6	1101.28	1284.94
1022	1578.29	1204.19	1391.24
1152	1789.82	1414.95	1602.385
1315	2049.06	1678.69	1863.875
1440	2288.62	1917.75	2103.185
991	1523.49	1090.7	1307.095
1124	1779.6	1349.42	1564.51
1248	1977.7	1531.74	1754.72
1109	1779.22	1306.8	1543.01
1304	2042.75	1637.45	1840.1
1405	2222.24	1836.95	2029.5949999999998
1491	2420.07	2044.07	2232.07
1545	2582.71	2209.92	2396.315
1586	2695.14	2342.23	2518.685
1627	2853.98	2516.78	2685.38
1515	2574.63	2014.01	2294.32
1612	2825.34	2386.37	2605.855
1140	1849.0	1319.64	1584.3200000000002
1236	1988.09	1485.88	1736.9850000000001
1378	2218.53	1743.25	1980.89
1012	1611.92	1114.15	1363.035
1154	1850.52	1366.56	1608.54
1294	2087.86	1564.52	1826.19
1441	2336.12	1875.27	2105.6949999999997
1517	2529.7	2104.56	2317.13
1422	2337.08	1768.87	2052.975
1619	2824.71	2449.62	2637.165
1657	3041.66	2719.87	2880.765
1376	2267.78	1674.55	1971.165
1232	1995.38	1478.81	1737.095
1338	2141.93	1646.93	1894.4299999999998
1419	2289.58	1810.9	2050.24
1510	2533.64	2078.43	2306.035
1597	2763.41	2362.88	2563.145
1396	2236.87	1787.63	2012.25
1006	1564.02	1155.28	1359.65
1116	1743.72	1344.9	1544.31
1217	1903.86	1502.47	1703.165
1307	2034.65	1646.08	1840.365
1430	2265.46	1884.53	2074.995
1205	1898.02	1476.14	1687.08
1287	2005.79	1611.02	1808.405
1135	1798.09	1348.67	1573.38
1250	1959.77	1546.28	1753.025
1398	2200.61	1831.04	2015.825
1488	2394.27	2037.16	2215.715
1547	2571.02	2229.81	2400.415
1234	1963.83	1498.89	1731.3600000000001
975	1476.89	1082.21	1279.5500000000002
1044	1621.04	1213.97	1417.505
1100	1718.38	1324.86	1521.62
1214	1897.12	1509.92	1703.52
1320	2051.89	1676.18	1864.0349999999999
1462	2320.21	1960.37	2140.29
1400	2227.16	1802.43	2014.795
1367	2181.42	1743.84	1962.63
1074	1670.67	1291.03	1480.85
1030	1585.0	1206.95	1395.975
1134	1758.46	1396.73	1577.595
1212	1867.35	1536.44	1701.895
993	1517.68	1113.21	1315.4450000000002
1306	2008.5	1676.35	1842.425
1053	1643.48	1251.74	1447.6100000000001
943	1364.83	989.546	1177.188
1067	1647.9	1296.72	1472.31
1171	1807.48	1456.88	1632.18
1243	1925.68	1580.68	1753.18
1387	2158.73	1833.74	1996.2350000000001
1132	1770.5	1370.58	1570.54
1285	1986.48	1621.83	1804.155
1145	1791.58	1387.64	1589.6100000000001
1327	2045.25	1704.87	1875.06
1418	2208.37	1878.76	2043.565
1457	2300.85	1962.68	2131.765
1519	2490.49	2153.22	2321.8549999999996
1550	2569.39	2235.12	2402.255
1588	2674.81	2352.52	2513.665
1368	2201.27	1736.07	1968.67
1331	2117.85	1648.34	1883.0949999999998
1493	2441.02	2041.77	2241.395
1391	2253.28	1758.61	2005.9450000000002
1507	2472.51	2085.79	2279.15
1356	2147.23	1705.04	1926.135
1149	1807.63	1381.83	1594.73
1222	1930.25	1508.0	1719.125
1420	2246.76	1862.26	2054.51
1014	1577.25	1163.44	1370.345
1206	1892.42	1498.64	1695.5300000000002
1081	1692.73	1285.85	1489.29
1237	1934.16	1558.96	1746.56
1343	2083.11	1721.16	1902.1350000000002
1259	1968.93	1569.68	1769.305
1087	1702.42	1296.29	1499.355
1028	1585.61	1184.23	1384.92
1257	1950.17	1581.58	1765.875
1328	2064.03	1696.97	1880.5
1386	2174.59	1824.36	1999.475
1504	2439.03	2088.58	2263.8050000000003
1558	2620.46	2273.91	2447.185
1616	2780.76	2459.84	2620.3
1445	2398.65	1811.76	2105.205
1476	2461.79	1905.89	2183.84
1613	2824.05	2414.17	2619.11
1653	3010.8	2694.9	2852.8500000000004
1663	3088.09	2784.19	2936.1400000000003
1674	3149.06	2866.59	3007.825
1690	3248.21	2979.53	3113.87
1704	3374.21	3110.01	3242.11
1711	3465.67	3206.53	3336.1000000000004
1380	2279.24	1673.46	1976.35
1317	2142.2	1572.44	1857.32
1582	2732.31	2274.74	2503.5249999999996
1437	2350.39	1812.5	2081.4449999999997
1529	2580.77	2091.68	2336.225
1570	2697.84	2251.0	2474.42
1621	2845.34	2436.23	2640.785
1664	3118.81	2758.15	2938.48
1681	3199.31	2865.79	3032.55
1297	2151.84	1485.91	1818.875
1525	2580.04	2067.55	2323.795
1023	1646.95	1121.24	1384.095
1179	1898.79	1397.3	1648.045
1362	2185.72	1692.8	1939.2599999999998
1423	2302.83	1799.27	2051.05
1644	2994.75	2616.35	2805.55
1314	2096.71	1606.25	1851.48
1508	2492.79	2065.97	2279.38
1029	1623.46	1162.18	1392.8200000000002
1185	1873.62	1454.61	1664.1149999999998
1131	1783.46	1354.68	1569.0700000000002
1310	2039.03	1651.65	1845.3400000000001
917	1249.77	872.726	1061.248
876	800.436	497.479	648.9575
881	962.651	623.899	793.275
894	1106.27	754.119	930.1945000000001
911	1230.36	864.709	1047.5345
953	1381.47	1006.69	1194.08
1048	1615.79	1210.38	1413.085
1276	1981.03	1596.6	1788.815
971	1470.78	1069.3	1270.04
931	1328.54	939.627	1134.0835
1026	1578.79	1194.0	1386.395
1094	1695.99	1322.77	1509.38
1166	1806.12	1435.82	1620.9699999999998
1245	1935.86	1551.15	1743.505
1325	2047.24	1689.35	1868.295
1452	2288.54	1930.36	2109.45
1516	2486.56	2134.82	2310.69
1118	1774.03	1324.06	1549.045
1345	2106.56	1695.78	1901.17
1196	1903.04	1448.42	1675.73
1403	2232.44	1818.8	2025.62
1477	2369.73	2001.91	2185.82
1544	2566.0	2219.04	2392.52
1576	2661.35	2323.31	2492.33
1238	2011.51	1483.31	1747.4099999999999
1066	1709.05	1233.81	1471.4299999999998
1191	1902.27	1433.02	1667.645
1335	2123.29	1653.35	1888.32
1449	2334.89	1888.92	2111.9049999999997
1587	2702.67	2338.4	2520.535
1636	2891.14	2560.31	2725.725
1409	2298.38	1759.14	2028.7600000000002
1533	2585.9	2095.69	2340.795
1153	1872.6	1319.45	1596.025
1475	2411.97	1933.05	2172.5099999999998
1596	2747.81	2364.21	2556.01
1492	2487.03	1983.97	2235.5
1408	2272.61	1784.99	2028.8000000000002
1197	1928.88	1438.51	1683.6950000000002
1274	2020.21	1547.22	1783.7150000000001
1348	2134.9	1691.69	1913.295
1438	2301.0	1884.05	2092.525
1565	2648.61	2284.2	2466.4049999999997
1583	2688.22	2333.44	2510.83
1617	2813.51	2459.97	2636.74
1641	2945.67	2618.29	2781.98
1661	3063.57	2754.82	2909.195
1672	3142.49	2840.16	2991.325
1702	3362.53	3079.5	3221.0150000000003
1715	3572.53	3316.15	3444.34
1718	3632.38	3379.78	3506.08
1720	3649.13	3396.57	3522.8500000000004
1602	3034.11	2113.15	2573.63
1486	2578.47	1817.36	2197.915
1694	3411.47	2878.1	3144.785
1609	2896.49	2272.16	2584.325
1046	1721.74	1128.56	1425.15
1258	2059.15	1463.19	1761.17
1260	2070.1	1454.67	1762.385
1412	2331.6	1726.81	2029.205
1561	2716.3	2166.41	2441.355
1640	3006.29	2518.4	2762.3450000000003
1041	1692.52	1140.75	1416.635
1358	2224.85	1651.05	1937.9499999999998
1481	2483.0	1926.06	2204.5299999999997
1593	2807.1	2278.2	2542.6499999999996
1648	3066.11	2575.22	2820.665
1675	3220.57	2805.39	3012.98
980	1574.11	1018.61	1296.36
1178	1926.36	1352.1	1639.23
1662	3169.09	2628.82	2898.955
1703	3405.44	3028.78	3217.11
1712	3521.61	3173.53	3347.57
1721	3675.99	3371.87	3523.93
1725	3823.83	3580.26	3702.045
1208	2041.88	1328.89	1685.3850000000002
1656	3123.3	2570.23	2846.7650000000003
1698	3357.99	2936.9	3147.4449999999997
1167	1906.9	1345.09	1625.995
1247	2042.98	1467.59	1755.2849999999999
1443	2401.88	1816.89	2109.385
1446	2447.88	1788.16	2118.02
1591	2792.1	2285.37	2538.7349999999997
1528	2645.15	2001.61	2323.38
1373	2280.74	1655.49	1968.1149999999998
1397	2328.69	1713.98	2021.335
1514	2587.78	2009.05	2298.415
1592	2797.54	2282.04	2539.79
1639	2998.52	2525.46	2761.99
1673	3182.1	2787.07	2984.585
1689	3301.89	2919.15	3110.52
1710	3456.46	3143.96	3300.21
1559	2688.38	2161.81	2425.0950000000003
1537	2620.61	2066.15	2343.38
941	1408.09	943.037	1175.5635
1033	1633.42	1168.13	1400.775
1266	2003.61	1545.73	1774.67
1374	2204.63	1749.78	1977.205
1280	2044.72	1552.15	1798.435
885	1069.86	657.923	863.8915
932	1351.51	925.333	1138.4215
886	1069.94	659.922	864.931
901	1182.5	760.491	971.4955
898	1153.97	749.418	951.694
928	1339.29	907.837	1123.5635
970	1482.81	1047.75	1265.28
1039	1631.42	1183.54	1407.48
1416	2266.85	1824.51	2045.6799999999998
1494	2457.79	2022.6	2240.1949999999997
1521	2541.69	2119.29	2330.49
1136	1841.44	1326.31	1583.875
1034	1668.18	1138.99	1403.585
1169	1870.86	1376.93	1623.895
1282	2055.86	1566.57	1811.2150000000001
1455	2374.94	1895.47	2135.205
1379	2250.56	1701.55	1976.0549999999998
1600	2768.44	2363.62	2566.0299999999997
1631	2913.33	2531.71	2722.52
1658	3070.95	2704.15	2887.55
1676	3189.86	2857.06	3023.46
1687	3261.52	2925.15	3093.335
1478	2502.41	1862.51	2182.46
1278	2085.27	1507.4	1796.335
1413	2316.78	1754.51	2035.645
1534	2595.75	2083.5	2339.625
1614	2843.95	2388.15	2616.05
1353	2208.36	1612.47	1910.415
1573	2725.91	2229.07	2477.49
1468	2464.94	1844.53	2154.735
1538	2623.27	2074.86	2349.065
1637	2941.58	2520.28	2730.9300000000003
1660	3083.37	2722.4	2902.885
1119	1859.72	1247.61	1553.665
1495	2504.52	1969.19	2236.855
1650	3032.89	2656.18	2844.535
1402	2274.35	1741.88	2008.115
1261	2030.25	1492.63	1761.44
1354	2160.15	1667.69	1913.92
1470	2393.31	1927.84	2160.575
1061	1712.32	1205.68	1459.0
1273	2026.44	1529.9	1778.17
1424	2283.89	1821.93	2052.91
1523	2536.63	2118.71	2327.67
1578	2691.67	2307.62	2499.645
1473	2395.16	1958.0	2176.58
1137	1800.83	1363.86	1582.3449999999998
1286	2019.09	1602.3	1810.695
973	1470.58	1077.89	1274.2350000000001
1055	1642.28	1265.82	1454.05
1176	1829.72	1464.81	1647.2649999999999
996	1555.08	1104.39	1329.7350000000001
1102	1715.08	1343.95	1529.5149999999999
1272	1969.14	1611.1	1790.12
926	1316.22	921.926	1119.073
1010	1561.57	1185.29	1373.4299999999998
968	1456.08	1079.99	1268.0349999999999
1089	1679.35	1330.83	1505.09
1188	1850.44	1495.21	1672.825
1312	2041.31	1686.86	1864.085
1467	2342.42	1981.68	2162.05
1518	2507.54	2147.72	2327.63
1594	2724.36	2389.02	2556.69
892	1124.05	721.276	922.663
922	1297.44	882.663	1090.0515
905	1232.09	808.969	1020.5295
994	1527.17	1094.69	1310.93
1049	1642.01	1193.95	1417.98
1215	1906.24	1481.2	1693.72
1506	2466.28	2068.45	2267.365
1349	2144.78	1691.44	1918.1100000000001
1252	1982.79	1532.73	1757.76
1359	2141.08	1741.69	1941.385
1101	1724.92	1319.34	1522.13
942	1388.17	974.854	1181.5120000000002
1068	1675.63	1283.59	1479.6100000000001
1181	1841.63	1473.42	1657.525
1323	2054.46	1692.48	1873.47
1076	1697.39	1281.18	1489.285
904	1191.01	798.671	994.8405
945	1371.35	982.202	1176.7759999999998
1263	1960.49	1592.18	1776.335
1333	2065.19	1709.65	1887.42
1182	1866.79	1461.92	1664.355
1393	2185.24	1840.04	2012.6399999999999
1439	2268.52	1931.19	2099.855
1482	2374.4	2039.45	2206.925
1543	2562.74	2227.23	2394.9849999999997
1606	2753.26	2433.85	2593.5550000000003
1377	2194.26	1754.54	1974.4
1429	2262.12	1872.6	2067.3599999999997
997	1542.2	1112.56	1327.38
1139	1773.63	1391.99	1582.81
1104	1733.11	1332.66	1532.885
1084	1674.98	1317.79	1496.385
969	1442.62	1090.46	1266.54
1020	1557.96	1203.14	1380.5500000000002
1126	1730.15	1403.03	1566.5900000000001
961	1408.06	1084.86	1246.46
882	934.065	670.387	802.226
869	539.784	363.975	451.8795
870	573.094	391.158	482.12600000000003
874	673.302	471.336	572.319
871	584.561	396.485	490.523
872	633.238	435.627	534.4325
875	747.313	530.421	638.867
879	885.979	648.619	767.299
895	1079.65	809.697	944.6735000000001
912	1203.0	926.671	1064.8355000000001
944	1325.65	1039.94	1182.795
1075	1638.91	1329.17	1484.04
1121	1715.02	1401.72	1558.37
1183	1818.35	1504.32	1661.335
1262	1935.03	1621.3	1778.165
1334	2053.21	1729.67	1891.44
1392	2177.1	1855.86	2016.48
1557	2603.9	2292.44	2448.17
1590	2700.19	2393.43	2546.81
1634	2879.75	2578.02	2728.885
1642	2947.92	2644.16	2796.04
1666	3102.64	2806.74	2954.6899999999996
1682	3183.96	2891.35	3037.6549999999997
1697	3298.49	3012.79	3155.64
1717	3587.78	3325.4	3456.59
1723	3702.34	3445.06	3573.7
1406	2389.98	1657.66	2023.8200000000002
1251	2036.35	1494.09	1765.2199999999998
1186	1896.47	1451.64	1674.055
1142	1810.7	1369.03	1589.865
1203	1910.57	1478.3	1694.435
1267	1994.32	1570.62	1782.4699999999998
1125	1810.87	1336.44	1573.655
1305	2055.17	1634.11	1844.6399999999999
1433	2295.25	1857.72	2076.485
1083	1725.81	1274.32	1500.065
1170	1858.01	1411.55	1634.78
1189	1898.81	1451.57	1675.19
1288	2044.52	1597.82	1821.17
1365	2183.94	1730.81	1957.375
1471	2402.77	1955.37	2179.0699999999997
1540	2573.24	2151.03	2362.135
1459	2460.53	1823.19	2141.86
1610	2813.21	2384.81	2599.01
937	1379.79	979.015	1179.4025
988	1509.7	1111.19	1310.4450000000002
1088	1702.99	1304.85	1503.92
1241	1951.59	1546.89	1749.24
1080	1710.68	1277.31	1493.995
1199	1884.49	1482.83	1683.6599999999999
1337	2094.3	1690.82	1892.56
1296	2055.21	1596.6	1825.905
1122	1846.56	1273.5	1560.03
1414	2251.3	1831.24	2041.27
1458	2343.0	1934.78	2138.89
1350	2189.96	1634.07	1912.0149999999999
1313	2155.55	1561.23	1858.39
1496	2485.08	1996.11	2240.595
1531	2569.78	2115.58	2342.6800000000003
1246	2017.47	1487.27	1752.37
1344	2149.99	1648.36	1899.1749999999997
1436	2316.34	1849.13	2082.735
1013	1641.8	1111.59	1376.695
1553	2641.91	2202.38	2422.145
1601	2771.01	2371.69	2571.3500000000004
1630	2890.77	2519.6	2705.185
1668	3128.51	2773.65	2951.08
1701	3376.81	3042.12	3209.465
1427	2295.88	1832.43	2064.155
1283	2047.6	1560.95	1804.275
1269	2012.23	1545.97	1779.1
1384	2205.15	1786.56	1995.855
1513	2502.08	2102.0	2302.04
1148	1836.85	1353.6	1595.225
1223	1952.62	1495.76	1724.19
1399	2227.03	1808.22	2017.625
1501	2449.02	2043.68	2246.35
1563	2639.5	2277.99	2458.745
1092	1721.47	1294.18	1507.825
1277	1994.18	1595.68	1794.93
984	1517.1	1078.16	1297.63
