nodename	lower	upper	average
890	1289.59	843.173	1066.3815
993	1501.93	1137.89	1319.91
1063	1597.33	1261.59	1429.46
1167	1716.36	1382.56	1549.46
1268	1835.32	1514.64	1674.98
1314	1912.36	1587.85	1750.105
1377	1999.79	1673.58	1836.685
1064	1700.16	1095.31	1397.7350000000001
980	1571.14	1061.25	1316.1950000000002
986	1571.16	1054.24	1312.7
948	1474.36	999.967	1237.1634999999999
946	1455.41	1067.55	1261.48
873	1159.88	609.331	884.6055000000001
895	1312.6	919.499	1116.0495
920	1393.38	1041.9	1217.64
952	1436.85	1101.2	1269.025
1067	1601.19	1272.46	1436.825
1145	1706.12	1383.34	1544.73
1228	1799.17	1474.39	1636.7800000000002
1282	1858.49	1530.64	1694.565
1336	1942.07	1609.7	1775.885
1409	2049.09	1722.85	1885.97
1436	2125.97	1782.25	1954.11
1501	2265.7	1902.74	2084.22
1534	2397.94	2015.59	2206.765
1560	2498.47	2081.78	2290.125
1608	2659.56	2224.83	2442.1949999999997
1637	2836.91	2385.16	2611.035
1666	2992.66	2520.65	2756.6549999999997
1307	2090.83	1375.73	1733.28
1433	2270.04	1591.59	1930.815
1253	2001.73	1210.74	1606.2350000000001
1156	1880.57	1177.58	1529.0749999999998
1443	2227.11	1637.99	1932.5500000000002
1305	2101.36	1249.7	1675.5300000000002
1183	1897.82	1231.54	1564.6799999999998
1205	1912.35	1255.06	1583.705
1389	2104.01	1574.11	1839.06
1073	1742.85	1091.7	1417.275
894	1372.61	762.709	1067.6595
1038	1621.66	1140.0	1380.83
1211	1821.5	1372.39	1596.9450000000002
925	1451.49	998.999	1225.2445
1068	1652.56	1216.06	1434.31
1186	1792.9	1384.63	1588.765
1329	1961.68	1575.21	1768.4450000000002
1386	2036.09	1653.9	1844.995
1069	1716.39	1112.39	1414.39
1026	1661.92	1096.95	1379.435
1160	1809.94	1260.93	1535.435
1300	1950.26	1463.01	1706.635
988	1590.49	1070.71	1330.6
1197	1817.5	1345.03	1581.2649999999999
891	1322.47	837.385	1079.9275
1009	1554.57	1135.18	1344.875
916	1423.99	909.837	1166.9135
1022	1584.13	1166.53	1375.33
1121	1691.37	1300.51	1495.94
1339	1953.51	1593.15	1773.33
964	1530.36	1016.07	1273.215
947	1469.01	1064.31	1266.6599999999999
879	1225.19	681.484	953.337
967	1480.95	1071.56	1276.255
1100	1662.78	1288.18	1475.48
1219	1790.83	1433.99	1612.4099999999999
1285	1869.02	1524.82	1696.92
994	1546.95	1085.92	1316.435
877	1239.98	632.355	936.1675
953	1460.33	1052.17	1256.25
1044	1592.53	1190.89	1391.71
1136	1698.12	1324.99	1511.5549999999998
913	1378.34	943.048	1160.694
1049	1587.09	1230.78	1408.935
887	1238.16	804.436	1021.298
932	1388.44	1054.57	1221.505
1002	1505.45	1162.78	1334.115
1071	1600.19	1259.35	1429.77
1144	1696.95	1368.67	1532.81
1271	1832.02	1514.44	1673.23
1345	1936.32	1618.62	1777.4699999999998
1042	1651.6	1122.24	1386.92
1177	1786.38	1324.99	1555.685
951	1517.47	1022.22	1269.845
995	1580.86	1083.86	1332.36
1099	1701.45	1234.45	1467.95
1258	1863.23	1430.99	1647.1100000000001
1384	2005.54	1674.97	1840.255
1419	2069.61	1735.76	1902.685
1435	2118.06	1779.55	1948.8049999999998
1471	2196.19	1844.98	2020.585
1504	2281.8	1915.69	2098.745
1526	2365.28	1985.94	2175.61
1556	2470.47	2072.71	2271.59
1600	2632.34	2200.42	2416.38
1633	2815.0	2359.97	2587.4849999999997
1678	3085.46	2609.97	2847.715
1691	3234.75	2741.39	2988.0699999999997
981	1758.41	900.807	1329.6085
1595	2810.74	1962.36	2386.5499999999997
1700	3322.98	2812.99	3067.9849999999997
1702	3383.83	2868.2	3126.015
1708	3476.56	2943.54	3210.05
1030	1767.6	1067.84	1417.7199999999998
1245	2042.02	1288.26	1665.1399999999999
1538	2589.19	1803.66	2196.425
1230	2061.09	1190.92	1626.005
1445	2381.51	1517.44	1949.4750000000001
1138	1851.24	1181.05	1516.145
1309	2032.78	1421.25	1727.0149999999999
942	1519.9	948.012	1233.9560000000001
1185	1852.98	1322.88	1587.93
896	1334.67	892.346	1113.508
939	1449.85	1062.92	1256.385
987	1521.67	1131.14	1326.4050000000002
1062	1637.29	1225.69	1431.49
1215	1840.22	1408.72	1624.47
1370	2057.82	1616.56	1837.19
1480	2283.99	1812.91	2048.45
931	1494.48	958.608	1226.5439999999999
1101	1742.45	1225.21	1483.83
1275	1951.22	1414.41	1682.815
1033	1717.19	1078.34	1397.7649999999999
1286	1998.68	1383.5	1691.0900000000001
1434	2205.61	1697.85	1951.73
1525	2424.28	1940.72	2182.5
1574	2594.41	2080.45	2337.43
1614	2740.33	2206.18	2473.255
1647	2943.59	2374.88	2659.235
1427	2446.78	1414.33	1930.555
1571	2744.86	1810.29	2277.575
1017	1709.69	1083.12	1396.405
1106	1827.43	1140.79	1484.1100000000001
1303	2055.81	1438.07	1746.94
933	1527.66	936.895	1232.2775000000001
1079	1757.8	1177.23	1467.5149999999999
1148	1902.65	1151.28	1526.9650000000001
1387	2163.3	1563.62	1863.46
1490	2381.91	1770.23	2076.0699999999997
1293	2199.48	1187.21	1693.345
1591	2740.14	2047.04	2393.59
1653	3020.99	2341.19	2681.09
1264	2098.35	1236.52	1667.435
1061	1782.86	1114.25	1448.5549999999998
1203	1945.94	1281.31	1613.625
1327	2125.97	1430.69	1778.33
1472	2408.05	1676.79	2042.42
1575	2718.41	1923.57	2320.99
1374	2243.04	1344.34	1793.69
945	1510.4	1056.93	1283.665
1094	1721.88	1228.62	1475.25
1241	1909.7	1404.94	1657.3200000000002
1357	2071.96	1560.94	1816.45
1481	2306.07	1801.88	2053.9750000000004
1158	1848.13	1236.28	1542.205
1298	2009.3	1433.11	1721.205
1093	1758.75	1160.04	1459.395
1283	1987.08	1399.58	1693.33
1463	2256.22	1745.24	2000.73
1541	2460.1	1988.03	2224.065
1593	2628.44	2167.38	2397.91
1243	1993.38	1271.9	1632.64
929	1482.5	974.193	1228.3465
997	1609.55	1090.95	1350.25
1097	1717.52	1244.49	1481.005
1246	1900.16	1405.43	1652.795
1369	2092.41	1573.24	1832.8249999999998
1510	2377.41	1872.58	2124.995
1392	2217.42	1402.92	1810.17
1405	2197.3	1451.31	1824.305
1036	1659.67	1120.27	1389.97
976	1553.88	1072.57	1313.225
1131	1751.13	1282.68	1516.9050000000002
1265	1896.42	1456.28	1676.35
979	1593.25	1063.04	1328.145
1373	2046.73	1623.58	1835.155
1031	1637.42	1117.65	1377.535
908	1400.01	869.096	1134.5529999999999
1077	1661.37	1228.34	1444.855
1223	1833.41	1400.86	1617.135
1315	1966.78	1534.28	1750.53
1465	2204.71	1798.99	2001.85
1080	1737.65	1152.11	1444.88
1302	1988.09	1470.09	1729.09
1104	1791.61	1152.74	1472.175
1372	2068.6	1576.28	1822.44
1482	2262.05	1846.97	2054.51
1520	2361.31	1934.65	2147.98
1569	2547.32	2103.3	2325.3100000000004
1596	2639.73	2199.54	2419.635
1623	2742.85	2298.87	2520.8599999999997
1279	2082.2	1265.44	1673.82
1226	2007.54	1203.66	1605.6
1468	2343.11	1692.32	2017.7150000000001
1316	2129.35	1357.0	1743.175
1496	2396.33	1755.03	2075.68
1284	2026.99	1333.63	1680.31
1028	1712.04	1086.88	1399.46
1130	1819.77	1207.34	1513.5549999999998
1391	2157.72	1554.17	1855.945
955	1547.62	1048.0	1297.81
1181	1838.99	1336.06	1587.525
1001	1643.54	1073.98	1358.76
1200	1876.83	1324.52	1600.675
1341	2028.47	1556.44	1792.455
1221	1882.89	1349.37	1616.13
1006	1637.86	1092.96	1365.4099999999999
966	1564.19	1059.51	1311.85
1236	1883.47	1411.72	1647.595
1324	2001.88	1538.5	1770.19
1412	2131.89	1679.42	1905.655
1512	2389.64	1885.96	2137.8
1573	2614.71	2058.71	2336.71
1638	2841.39	2391.08	2616.2349999999997
1346	2290.19	1250.99	1770.5900000000001
1366	2358.35	1262.49	1810.42
1587	2775.78	1838.64	2307.21
1669	3031.51	2538.77	2785.1400000000003
1680	3119.95	2608.66	2864.305
1686	3198.27	2674.78	2936.525
1701	3380.82	2817.15	3098.985
1712	3575.42	3025.64	3300.5299999999997
1719	3689.17	3122.52	3405.8450000000003
1301	2311.11	1220.1	1765.605
1151	1984.71	1150.56	1567.635
1529	2606.15	1783.63	2194.8900000000003
1244	2062.04	1255.3	1658.67
1438	2374.51	1577.34	1975.9250000000002
1517	2560.49	1738.7	2149.595
1583	2762.3	1969.09	2365.695
1659	3101.62	2310.25	2705.935
1676	3203.24	2428.06	2815.6499999999996
1137	2038.32	1098.43	1568.375
1473	2505.85	1539.42	2022.635
956	1599.69	1002.09	1300.89
1146	1863.79	1255.09	1559.44
1378	2193.15	1531.41	1862.2800000000002
1448	2340.64	1639.59	1990.1149999999998
1642	2969.51	2307.49	2638.5
1222	2043.23	1171.76	1607.495
1516	2487.46	1717.28	2102.37
1005	1652.74	1093.89	1373.315
1234	1918.25	1368.19	1643.22
1111	1825.71	1131.62	1478.665
1381	2118.54	1563.55	1841.045
949	1498.37	1056.45	1277.4099999999999
872	1138.96	581.925	860.4425
883	1289.8	778.705	1034.2525
919	1421.9	949.643	1185.7715
977	1524.94	1087.91	1306.4250000000002
1060	1647.7	1211.65	1429.6750000000002
1206	1831.14	1381.44	1606.29
1403	2109.43	1649.34	1879.3849999999998
960	1556.25	976.712	1266.481
899	1368.61	852.3	1110.455
1039	1621.11	1167.66	1394.385
1139	1752.93	1310.65	1531.79
1239	1867.26	1426.5	1646.88
1331	2005.01	1554.93	1779.97
1414	2132.12	1668.41	1900.2649999999999
1514	2367.02	1903.69	2135.355
1562	2535.67	2052.64	2294.1549999999997
1016	1742.49	1070.3	1406.395
1276	2043.3	1338.97	1691.135
1074	1829.68	1086.84	1458.26
1352	2154.86	1432.66	1793.7600000000002
1466	2330.77	1652.69	1991.73
1585	2607.93	2125.93	2366.93
1611	2702.48	2207.36	2454.92
1191	2018.86	1149.98	1584.42
965	1615.1	1024.09	1319.5949999999998
1109	1814.55	1210.62	1512.585
1289	2040.66	1400.66	1720.66
1431	2271.37	1614.12	1942.745
1589	2685.42	2067.45	2376.435
1643	2910.16	2381.01	2645.585
1263	2099.78	1251.1	1675.44
1476	2432.67	1633.12	2032.895
1010	1757.86	1062.92	1410.3899999999999
1408	2296.58	1504.79	1900.685
1559	2645.56	1924.02	2284.79
1376	2257.94	1376.97	1817.455
1261	2081.07	1241.45	1661.2600000000002
1045	1762.83	1098.41	1430.62
1083	1815.69	1136.23	1475.96
1196	1937.86	1283.46	1610.6599999999999
1340	2124.57	1491.28	1807.9250000000002
1508	2489.7	1804.94	2147.3199999999997
1528	2529.3	1857.93	2193.6150000000002
1579	2705.43	1995.36	2350.395
1630	2892.03	2211.69	2551.86
1673	3085.33	2527.76	2806.545
1683	3174.72	2605.01	2889.865
1704	3454.21	2822.76	3138.485
1720	3806.64	3219.51	3513.075
1721	3892.18	3286.19	3589.185
1723	3913.75	3302.2	3607.975
1578	2893.95	1787.32	2340.6349999999998
1367	2483.69	1238.17	1860.93
1679	3366.33	2349.0	2857.665
1411	2676.3	1185.9	1931.1000000000001
958	1646.07	896.721	1271.3955
1195	1978.17	1237.4	1607.785
1102	1829.99	1147.47	1488.73
1328	2130.11	1429.65	1779.88
1513	2496.71	1785.52	2141.115
1599	2769.04	2071.03	2420.035
934	1564.19	907.128	1235.659
1267	2026.85	1376.06	1701.455
1416	2267.27	1577.63	1922.45
1527	2556.59	1824.05	2190.32
1605	2808.36	2059.14	2433.75
1641	2987.89	2295.8	2641.8450000000003
985	1685.2	1048.44	1366.8200000000002
1277	2079.93	1350.61	1715.27
1627	2954.34	2126.74	2540.54
1677	3214.63	2474.84	2844.735
1689	3379.5	2573.79	2976.645
1710	3717.03	2788.23	3252.63
1725	4116.28	3452.09	3784.185
1027	1845.37	1036.48	1440.925
1549	2713.46	1781.67	2247.565
1625	2973.67	2103.45	2538.56
972	1623.95	1056.73	1340.3400000000001
1054	1739.48	1150.26	1444.87
1278	2037.53	1381.32	1709.425
1227	2028.12	1214.43	1621.275
1469	2385.32	1705.27	2045.295
1356	2205.43	1392.93	1799.1799999999998
1126	1896.55	1142.82	1519.685
1124	1864.58	1167.65	1516.115
1351	2149.35	1461.64	1805.495
1479	2373.86	1717.93	2045.895
1544	2575.29	1902.67	2238.98
1602	2768.99	2083.41	2426.2
1624	2911.99	2163.94	2537.965
1660	3115.19	2332.51	2723.8500000000004
1348	2441.81	1164.76	1803.2849999999999
1353	2350.53	1204.07	1777.3000000000002
892	1376.91	788.12	1082.515
984	1574.65	1072.28	1323.4650000000001
1210	1865.47	1347.47	1606.47
1347	2061.89	1514.67	1788.28
1128	1860.52	1115.32	1487.92
886	1290.8	662.357	976.5785
975	1486.51	1065.72	1276.115
884	1239.6	735.446	987.5229999999999
907	1339.31	881.97	1110.6399999999999
898	1323.49	851.438	1087.464
968	1459.67	1063.98	1261.825
1037	1577.59	1163.35	1370.4699999999998
1120	1697.07	1264.51	1480.79
1382	2077.7	1600.13	1838.915
1467	2255.75	1769.27	2012.51
1507	2359.96	1866.74	2113.35
1014	1664.76	1088.78	1376.77
930	1491.65	951.078	1221.364
1059	1689.01	1179.32	1434.165
1204	1866.08	1348.13	1607.105
1399	2165.65	1588.34	1876.995
1194	2035.82	1126.8	1581.31
1545	2518.83	1954.57	2236.7
1590	2675.17	2136.44	2405.8050000000003
1626	2828.93	2272.2	2550.5649999999996
1648	2970.95	2381.67	2676.31
1665	3058.53	2446.41	2752.4700000000003
1092	1834.53	1122.65	1478.5900000000001
940	1558.03	971.755	1264.8925
1041	1708.58	1144.06	1426.32
1190	1916.88	1318.0	1617.44
1335	2108.72	1492.08	1800.3999999999999
971	1646.81	1025.13	1335.97
1262	2024.41	1367.17	1695.79
1052	1790.14	1102.11	1446.125
1170	1929.85	1238.95	1584.4
1390	2224.85	1568.84	1896.8449999999998
1464	2431.02	1697.24	2064.13
1007	1822.09	1015.46	1418.775
1420	2352.8	1451.77	1902.285
1615	2801.39	1992.79	2397.09
1153	1982.53	1111.46	1546.995
1021	1687.37	1090.19	1388.78
1123	1811.9	1206.83	1509.365
1288	2011.29	1412.94	1712.115
924	1500.76	892.04	1196.4
1084	1741.67	1189.19	1465.43
1251	1952.79	1383.14	1667.9650000000001
1393	2166.17	1579.6	1872.885
1458	2328.85	1693.71	2011.28
1337	2230.68	1164.95	1697.815
1032	1725.07	1078.73	1401.9
1192	1894.62	1259.35	1576.985
922	1436.79	977.193	1206.9915
1018	1606.53	1168.9	1387.7150000000001
1152	1763.54	1334.24	1548.8899999999999
957	1517.55	1053.74	1285.645
1078	1683.97	1218.32	1451.145
1269	1885.7	1487.46	1686.58
900	1366.33	826.368	1096.349
1011	1585.16	1135.35	1360.255
944	1498.58	1052.39	1275.4850000000001
1076	1671.19	1232.05	1451.62
1193	1803.53	1393.1	1598.315
1310	1960.31	1551.61	1755.96
1429	2178.34	1727.84	1953.0900000000001
1494	2326.9	1843.23	2085.065
1551	2515.29	1996.68	2255.985
885	1302.52	598.059	950.2895
918	1419.04	799.803	1109.4215
893	1351.63	780.061	1065.8455000000001
1008	1586.21	1090.99	1338.6
1075	1673.04	1175.5	1424.27
1233	1888.5	1351.65	1620.075
1456	2274.49	1704.23	1989.36
1149	1936.55	1096.77	1516.6599999999999
1082	1763.25	1109.79	1436.52
1207	1886.7	1266.45	1576.575
990	1595.67	1071.01	1333.3400000000001
897	1375.0	817.191	1096.0955
998	1578.59	1095.4	1336.995
1086	1682.57	1219.63	1451.1
1212	1832.18	1380.92	1606.5500000000002
969	1547.99	1021.76	1284.875
882	1256.7	654.9	955.8
921	1413.4	883.362	1148.381
1140	1736.35	1302.94	1519.645
1216	1817.85	1397.6	1607.725
1034	1682.41	1086.7	1384.555
1292	1917.5	1498.62	1708.06
1338	1989.46	1569.6	1779.53
1397	2083.02	1641.95	1862.4850000000001
1477	2290.01	1788.09	2039.0500000000002
1554	2518.47	2007.53	2263.0
1213	2102.79	1101.58	1602.185
1318	2199.0	1157.38	1678.19
1003	1723.9	1007.89	1365.895
1163	1917.57	1181.62	1549.5949999999998
1172	1926.97	1120.65	1523.81
1209	1933.44	1108.34	1520.8899999999999
1047	1753.0	993.242	1373.121
1132	1809.84	1152.36	1481.1
1297	1952.2	1424.32	1688.26
1095	1769.44	1084.1	1426.77
959	1500.04	1016.71	1258.375
874	1131.67	700.186	915.9280000000001
880	1194.32	795.677	994.9984999999999
912	1335.07	958.602	1146.836
878	1177.77	729.646	953.708
889	1259.15	854.195	1056.6725000000001
962	1435.82	1070.73	1253.275
1024	1548.98	1177.02	1363.0
1110	1666.22	1283.78	1475.0
1171	1743.39	1358.9	1551.145
1232	1816.1	1420.74	1618.42
1317	1945.76	1540.71	1743.2350000000001
1350	1991.06	1580.29	1785.675
1388	2050.47	1636.22	1843.3449999999998
1423	2119.76	1695.13	1907.4450000000002
1449	2185.06	1757.92	1971.49
1483	2270.99	1827.03	2049.0099999999998
1550	2474.59	2006.07	2240.33
1568	2552.07	2073.54	2312.8050000000003
1607	2669.8	2182.47	2426.135
1618	2745.25	2244.84	2495.045
1639	2879.48	2358.66	2619.0699999999997
1651	2961.03	2424.08	2692.5550000000003
1674	3089.33	2518.63	2803.98
1703	3469.76	2796.39	3133.075
1714	3693.81	2944.71	3319.26
1247	2334.25	1112.22	1723.2350000000001
1208	1953.48	1255.28	1604.38
1125	1778.95	1224.92	1501.935
1046	1684.0	1138.3	1411.15
1159	1804.4	1288.59	1546.495
1260	1907.66	1417.18	1662.42
1058	1714.05	1113.62	1413.835
1308	1991.74	1508.11	1749.925
1446	2223.13	1713.27	1968.2
982	1593.44	1079.39	1336.415
1090	1734.39	1214.17	1474.2800000000002
1122	1777.68	1261.84	1519.76
1235	1911.17	1385.08	1648.125
1330	2059.01	1507.74	1783.375
1455	2287.24	1700.81	1994.0249999999999
1536	2490.85	1942.21	2216.5299999999997
1375	2276.21	1327.06	1801.635
1597	2714.59	2126.32	2420.455
905	1381.67	934.858	1158.2640000000001
978	1528.24	1106.17	1317.205
1105	1713.37	1270.64	1492.005
1270	1908.42	1451.01	1679.7150000000001
1025	1673.58	1098.54	1386.06
1180	1848.3	1307.52	1577.9099999999999
1349	2040.01	1566.76	1803.385
1225	1942.5	1237.14	1589.8200000000002
1056	1777.81	1082.44	1430.125
1396	2140.61	1584.7	1862.6550000000002
1454	2245.89	1747.22	1996.5549999999998
1164	1931.07	1146.91	1538.99
1129	1882.58	1155.46	1519.02
1395	2184.36	1533.05	1858.705
1452	2304.87	1670.28	1987.5749999999998
1053	1750.93	1112.19	1431.56
1175	1892.87	1255.58	1574.225
1312	2065.21	1432.96	1749.085
970	1671.97	916.977	1294.4735
1500	2398.35	1789.95	2094.15
1546	2543.8	1955.17	2249.485
1594	2708.83	2125.0	2416.915
1657	3040.81	2406.4	2723.605
1692	3423.42	2614.21	3018.815
1495	2508.34	1600.79	2054.565
1342	2182.18	1420.0	1801.09
1306	2112.58	1378.5	1745.54
1499	2421.2	1746.06	2083.63
1616	2802.1	2151.79	2476.9449999999997
1157	1945.13	1159.21	1552.17
1220	2048.96	1197.99	1623.475
1475	2412.34	1657.36	2034.85
1582	2712.45	1958.48	2335.465
