nodename	lower	upper	average
1654	2997.82	2393.2	2695.51
1218	1942.72	1292.91	1617.815
1459	2307.29	1687.2	1997.245
1004	1679.69	1081.06	1380.375
1287	2013.46	1419.42	1716.44
1273	1996.38	1325.41	1660.895
1425	2219.22	1631.67	1925.445
1552	2542.4	1962.43	2252.415
1612	2746.85	2149.49	2448.17
1259	2012.93	1249.14	1631.035
1029	1655.42	1119.98	1387.7
1173	1822.88	1309.72	1566.3000000000002
1162	1839.38	1241.79	1540.585
1311	1985.67	1508.63	1747.15
1406	2119.91	1639.6	1879.7549999999999
1142	1836.06	1173.15	1504.605
1085	1732.74	1165.76	1449.25
1254	1907.62	1403.45	1655.5349999999999
1065	1706.57	1129.14	1417.855
983	1571.32	1088.35	1329.835
1108	1733.92	1243.0	1488.46
1304	1972.7	1525.04	1748.87
1404	2108.87	1669.5	1889.185
1437	2177.3	1743.4	1960.3500000000001
1491	2298.07	1851.18	2074.625
1539	2464.2	1988.67	2226.435
1570	2577.91	2086.3	2332.105
1632	2841.63	2331.38	2586.505
1506	2488.52	1679.36	2083.94
1553	2596.38	1844.69	2220.535
1332	2117.81	1396.16	1756.9850000000001
1488	2369.69	1743.3	2056.495
1217	1914.42	1292.27	1603.345
935	1451.12	1047.58	1249.35
901	1335.36	910.464	1122.912
1051	1619.39	1224.62	1422.005
1189	1797.91	1399.3	1598.605
1313	1969.12	1548.58	1758.85
1440	2182.59	1744.63	1963.6100000000001
1486	2288.59	1841.81	2065.2
1174	1873.1	1249.36	1561.23
1134	1831.29	1185.7	1508.495
1383	2103.02	1573.29	1838.155
1450	2235.02	1708.06	1971.54
1532	2430.6	1971.21	2200.9049999999997
1577	2581.86	2103.94	2342.9
1629	2801.15	2317.8	2559.4750000000004
1662	2964.88	2477.95	2721.415
1685	3186.76	2684.21	2935.485
1693	3274.99	2753.49	3014.24
1533	2672.65	1604.85	2138.75
1202	1926.57	1265.6	1596.085
1400	2184.97	1571.94	1878.455
936	1497.84	1025.5	1261.67
1119	1766.66	1262.5	1514.58
1294	1981.69	1475.94	1728.815
1413	2163.17	1632.56	1897.865
1487	2334.39	1795.25	2064.8199999999997
1537	2478.52	1943.4	2210.96
1592	2670.2	2122.94	2396.5699999999997
1619	2777.83	2215.9	2496.865
1668	3035.85	2484.52	2760.185
1417	2386.16	1407.88	1897.02
1087	1801.76	1141.79	1471.775
1295	2054.43	1400.35	1727.3899999999999
1441	2289.79	1633.3	1961.545
1515	2464.55	1810.13	2137.34
1603	2731.6	2087.45	2409.5249999999996
1652	2984.7	2401.92	2693.31
1681	3155.05	2616.28	2885.665
1706	3446.98	2910.77	3178.875
1718	3668.37	3085.17	3376.77
1722	3900.37	3283.98	3592.175
1656	3195.61	2018.16	2606.885
1229	2065.12	1231.57	1648.3449999999998
1333	2230.5	1321.54	1776.02
1531	2619.51	1804.87	2212.19
1325	2347.83	1228.44	1788.135
1658	3113.47	2304.36	2708.915
1696	3415.91	2616.38	3016.145
1250	2217.83	1163.83	1690.83
1290	2269.88	1226.22	1748.0500000000002
1485	2624.14	1581.32	2102.73
1558	2842.8	1382.5	2112.65
1362	2070.17	1365.22	1717.6950000000002
867	232.712	93.5411	163.12655
868	1296.27	296.435	796.3525
1184	1896.29	1121.98	1509.135
1135	1759.1	1130.48	1444.79
1291	1883.48	1387.56	1635.52
1147	1766.73	1106.82	1436.775
866	57.4215	11.4485	34.435
871	1453.6	137.14	795.3699999999999
910	1581.01	259.405	920.2075
1224	1669.04	1600.55	1634.795
1326	1850.15	1696.4	1773.275
1364	1915.11	1736.19	1825.65
1401	1985.34	1789.13	1887.2350000000001
1426	2044.36	1831.99	1938.175
1460	2116.53	1886.17	2001.3500000000001
1503	2238.26	1972.18	2105.2200000000003
906	1358.57	934.114	1146.342
1043	1607.96	1237.26	1422.6100000000001
1048	1675.93	1145.59	1410.76
1252	1850.66	1475.39	1663.025
1359	1996.42	1627.55	1811.9850000000001
1492	2238.25	1890.54	2064.395
1542	2378.44	2086.04	2232.24
1584	2533.31	2210.45	2371.88
1620	2678.67	2342.24	2510.455
1684	3154.47	2678.02	2916.245
1698	3307.1	2793.8	3050.45
1717	3669.99	3068.43	3369.21
1724	3987.9	3361.01	3674.455
1726	4126.01	3469.2	3797.605
1727	4213.25	3535.8	3874.525
1728	4279.81	3565.85	3922.83
1729	4399.09	4291.56	4345.325000000001
