"right.node"	"left.node"	"event"	"left.date"	"right.date"	"midpoint.date"	"left.BT_node"	"left.origin"	"left.leaves_count"	"right.BT_node"	"right.origin"	"right.leaves_count"
"966"	966	"spe"	1254.4	1254.4	1254.4	451	"not_sure"	2	"451"	"not_sure"	2
"1034"	1169	"los"	1623.895	1403.585	1513.74	117	"not_sure"	2	"668"	"not_sure"	2
"1120"	1120	"spe"	1563.065	1563.065	1563.065	582	"not_sure"	9	"582"	"not_sure"	9
"898"	898	"spe"	951.694	951.694	951.694	589	"not_sure"	2	"589"	"not_sure"	2
"1282"	1282	"spe"	1811.215	1811.215	1811.215	257	"not_sure"	13	"257"	"not_sure"	13
"952"	1008	"los"	1367.14	1215.78	1291.46	647	"not_sure"	5	"265"	"not_sure"	5
"998"	998	"spe"	1337.465	1337.465	1337.465	660	"marine_shallow"	3	"660"	"marine_shallow"	3
"1331"	1331	"spe"	1883.095	1883.095	1883.095	494	"terrestrial"	7	"494"	"terrestrial"	7
"1331"	1493	"hgt"	2241.395	1883.095	2062.245	24	"not_sure"	2	"494"	"terrestrial"	7
"1139"	1139	"spe"	1582.81	1582.81	1582.81	497	"marine_deep"	4	"497"	"marine_deep"	4
"1104"	1104	"spe"	1532.885	1532.885	1532.885	429	"not_sure"	2	"429"	"not_sure"	2
"1060"	1172	"los"	1640.815	1460.61	1550.7125	677	"not_sure"	2	"487"	"marine_deep.terrestrial"	7
"1293"	1293	"spe"	1821.225	1821.225	1821.225	377	"not_sure"	2	"377"	"not_sure"	2
"1498"	1498	"spe"	2246.95	2246.95	2246.95	134	"not_sure"	2	"134"	"not_sure"	2
"1392"	1557	"hgt"	2448.17	2016.48	2232.325	4	"not_sure"	2	"410"	"not_sure"	2
"1392"	1392	"spe"	2016.48	2016.48	2016.48	410	"not_sure"	2	"410"	"not_sure"	2
"997"	997	"spe"	1327.38	1327.38	1327.38	408	"not_sure"	2	"408"	"not_sure"	2
"1144"	1144	"spe"	1593.015	1593.015	1593.015	322	"marine_shallow"	8	"322"	"marine_shallow"	8
"887"	887	"spe"	873.257	873.257	873.257	328	"not_sure"	2	"328"	"not_sure"	2
"1368"	1368	"spe"	1968.67	1968.67	1968.67	156	"not_sure"	5	"156"	"not_sure"	5
"1169"	1169	"spe"	1623.895	1623.895	1623.895	117	"not_sure"	2	"117"	"not_sure"	2
"1334"	1334	"spe"	1891.44	1891.44	1891.44	222	"not_sure"	5	"222"	"not_sure"	5
"915"	915	"spe"	1064.929	1064.929	1064.929	252	"marine_deep"	2	"252"	"marine_deep"	2
"1455"	1455	"spe"	2135.205	2135.205	2135.205	713	"not_sure"	7	"713"	"not_sure"	7
"1455"	1600	"hgt"	2566.03	2135.205	2350.6175	270	"not_sure"	66	"713"	"not_sure"	7
"933"	933	"spe"	1154.76	1154.76	1154.76	375	"not_sure"	2	"375"	"not_sure"	2
"933"	989	"hgt"	1308.6	1154.76	1231.68	130	"terrestrial"	2	"375"	"not_sure"	2
"1309"	1336	"hgt"	1898.035	1850.35	1874.1925	255	"marine_shallow"	15	"348"	"not_sure"	3
"1309"	1309	"spe"	1850.35	1850.35	1850.35	348	"not_sure"	3	"348"	"not_sure"	3
"1000"	1000	"spe"	1342.71	1342.71	1342.71	230	"not_sure"	2	"230"	"not_sure"	2
"1230"	1230	"spe"	1741.465	1741.465	1741.465	344	"not_sure"	2	"344"	"not_sure"	2
"1213"	1265	"los"	1783.08	1709.925	1746.5025	416	"not_sure"	5	"670"	"marine_shallow"	2
"1262"	1334	"los"	1891.44	1778.165	1834.8025	222	"not_sure"	5	"605"	"not_sure"	3
"1032"	1032	"spe"	1398.775	1398.775	1398.775	629	"not_sure"	2	"629"	"not_sure"	2
"928"	928	"spe"	1123.5635	1123.5635	1123.5635	170	"marine_deep"	2	"170"	"marine_deep"	2
"1493"	1507	"hgt"	2279.15	2241.395	2260.2725	574	"not_sure"	17	"24"	"not_sure"	2
"1493"	1493	"spe"	2241.395	2241.395	2241.395	24	"not_sure"	2	"24"	"not_sure"	2
"1307"	1307	"spe"	1840.365	1840.365	1840.365	272	"terrestrial"	2	"272"	"terrestrial"	2
"1307"	1430	"hgt"	2074.995	1840.365	1957.68	28	"not_sure"	6	"272"	"terrestrial"	2
"1265"	1265	"spe"	1783.08	1783.08	1783.08	416	"not_sure"	5	"416"	"not_sure"	5
"1195"	1195	"spe"	1673.05	1673.05	1673.05	535	"terrestrial"	3	"535"	"terrestrial"	3
"1195"	1498	"hgt"	2246.95	1673.05	1960	134	"not_sure"	2	"535"	"terrestrial"	3
"1136"	1282	"los"	1811.215	1583.875	1697.545	257	"not_sure"	13	"317"	"not_sure"	6
"1008"	1008	"spe"	1367.14	1367.14	1367.14	647	"not_sure"	5	"647"	"not_sure"	5
"1172"	1172	"spe"	1640.815	1640.815	1640.815	677	"not_sure"	2	"677"	"not_sure"	2
"886"	886	"spe"	864.931	864.931	864.931	585	"not_sure"	2	"585"	"not_sure"	2
"GCA.000961655.1.Bacteria.Desulfobacterota"	1028	"hgt"	1384.92	0	692.46	440	"not_sure"	2	"GCA.000961655.1.Bacteria.Desulfobacterota"	"terrestrial"	0
"GCA.001437855.1.Bacteria.Actinobacteriota"	898	"los"	951.694	0	475.847	589	"not_sure"	2	"GCA.001437855.1.Bacteria.Actinobacteriota"	"marine_deep"	0
"GCA.001567115.1.Bacteria.OLB16"	1638	"hgt"	2744.13	0	1372.065	386	"marine_deep.marine_shallow"	67	"GCA.001567115.1.Bacteria.OLB16"	"marine_shallow"	0
"GCA.001780825.1.Bacteria.Gemmatimonadota"	1525	"hgt"	2323.795	0	1161.8975	346	"marine_deep"	19	"GCA.001780825.1.Bacteria.Gemmatimonadota"	"marine_shallow"	0
"GCA.001803815.1.Bacteria.Nitrospirota"	1236	"hgt"	1736.985	0	868.4925	449	"not_sure"	4	"GCA.001803815.1.Bacteria.Nitrospirota"	"marine_deep"	0
"GCA.001896555.1.Bacteria.Desulfobacterota"	1331	"los"	1883.095	0	941.5475	494	"terrestrial"	7	"GCA.001896555.1.Bacteria.Desulfobacterota"	"marine_deep"	0
"GCA.001940755.1.Archaea.Asgardarchaeota"	1293	"los"	1821.225	0	910.6125	377	"not_sure"	2	"GCA.001940755.1.Archaea.Asgardarchaeota"	"marine_deep"	0
"GCA.002050235.1.Bacteria.Desulfobacterota.B"	975	"hgt"	1279.55	0	639.775	584	"marine_shallow"	3	"GCA.002050235.1.Bacteria.Desulfobacterota.B"	"terrestrial"	0
"GCA.002085445.1.Bacteria.Proteobacteria"	1168	"hgt"	1631.14	0	815.57	229	"not_sure"	3	"GCA.002085445.1.Bacteria.Proteobacteria"	"terrestrial"	0
"GCA.002327765.1.Bacteria.Desulfobacterota.E"	1368	"los"	1968.67	0	984.335	156	"not_sure"	5	"GCA.002327765.1.Bacteria.Desulfobacterota.E"	"terrestrial"	0
"GCA.002389045.1.Bacteria.Proteobacteria"	939	"hgt"	1179.98	0	589.99	356	"not_sure"	3	"GCA.002389045.1.Bacteria.Proteobacteria"	"marine_shallow"	0
