"right.node"	"left.node"	"event"	"left.date"	"right.date"	"midpoint.date"	"left.BT_node"	"left.origin"	"left.leaves_count"	"right.BT_node"	"right.origin"	"right.leaves_count"
"1231"	1231	"spe"	1737.62	1737.62	1737.62	81	"not_sure"	10	"81"	"not_sure"	10
"923"	923	"spe"	1105.2925	1105.2925	1105.2925	87	"not_sure"	4	"87"	"not_sure"	4
"876"	876	"spe"	648.9575	648.9575	648.9575	88	"marine_shallow"	3	"88"	"marine_shallow"	3
"927"	927	"spe"	1115.4635	1115.4635	1115.4635	83	"not_sure"	2	"83"	"not_sure"	2
"1677"	1677	"spe"	3025.1	3025.1	3025.1	532	"terrestrial"	17	"532"	"terrestrial"	17
"1635"	1635	"spe"	2728.775	2728.775	2728.775	7	"not_sure"	7	"7"	"not_sure"	7
"1115"	1115	"spe"	1541.925	1541.925	1541.925	72	"not_sure"	2	"72"	"not_sure"	2
"1646"	1646	"spe"	2819.98	2819.98	2819.98	135	"not_sure"	8	"135"	"not_sure"	8
"1188"	1188	"spe"	1672.825	1672.825	1672.825	141	"not_sure"	2	"141"	"not_sure"	2
"1568"	1568	"spe"	2470.89	2470.89	2470.89	669	"not_sure"	30	"669"	"not_sure"	30
"1350"	1350	"spe"	1912.015	1912.015	1912.015	684	"not_sure"	15	"684"	"not_sure"	15
"878"	878	"spe"	722.0125	722.0125	722.0125	697	"marine_shallow"	2	"697"	"marine_shallow"	2
"889"	889	"spe"	881.825	881.825	881.825	696	"marine_shallow"	3	"696"	"marine_shallow"	3
"912"	912	"spe"	1064.8355	1064.8355	1064.8355	693	"not_sure"	4	"693"	"not_sure"	4
"1589"	1589	"spe"	2520.845	2520.845	2520.845	505	"terrestrial"	7	"505"	"terrestrial"	7
"1589"	1677	"hgt"	3025.1	2520.845	2772.9725	532	"terrestrial"	17	"505"	"terrestrial"	7
"1669"	1669	"spe"	2961.955	2961.955	2961.955	385	"not_sure"	71	"385"	"not_sure"	71
"1366"	1366	"spe"	1956.375	1956.375	1956.375	454	"terrestrial"	2	"454"	"terrestrial"	2
"981"	981	"spe"	1288.015	1288.015	1288.015	336	"marine_deep.terrestrial"	2	"336"	"marine_deep.terrestrial"	2
"966"	1008	"los"	1367.14	1254.4	1310.77	647	"not_sure"	5	"451"	"not_sure"	2
"1034"	1169	"hgt"	1623.895	1403.585	1513.74	117	"not_sure"	2	"668"	"not_sure"	2
"1034"	1034	"spe"	1403.585	1403.585	1403.585	668	"not_sure"	2	"668"	"not_sure"	2
"1292"	1466	"hgt"	2154.635	1817.625	1986.13	500	"not_sure"	6	"662"	"marine_shallow"	8
"1292"	1292	"spe"	1817.625	1817.625	1817.625	662	"marine_shallow"	8	"662"	"marine_shallow"	8
"1086"	1086	"spe"	1491.68	1491.68	1491.68	659	"marine_shallow"	4	"659"	"marine_shallow"	4
"1509"	1509	"spe"	2281.005	2281.005	2281.005	60	"not_sure"	8	"60"	"not_sure"	8
"1385"	1385	"spe"	1994.64	1994.64	1994.64	63	"not_sure"	5	"63"	"not_sure"	5
"1453"	1453	"spe"	2123.16	2123.16	2123.16	183	"marine_deep"	4	"183"	"marine_deep"	4
"1266"	1266	"spe"	1774.67	1774.67	1774.67	185	"marine_deep"	2	"185"	"marine_deep"	2
"1266"	1266	"spe"	1774.67	1774.67	1774.67	185	"marine_deep"	2	"185"	"marine_deep"	2
"1631"	1631	"spe"	2722.52	2722.52	2722.52	25	"marine_deep"	26	"25"	"marine_deep"	26
"1143"	1143	"spe"	1585.42	1585.42	1585.42	47	"marine_deep"	4	"47"	"marine_deep"	4
