COG0003
COG0025
COG0027
COG0038
COG0062
COG0155
COG0221
COG0248
COG0269
COG0284
COG0288
COG0306
COG0310
COG0369
COG0376
COG0387
COG0390
COG0400
COG0477
COG0490
COG0506
COG0529
COG0555
COG0615
COG0633
COG0672
COG0692
COG0700
COG0748
COG0753
COG0774
COG0783
COG0798
COG0855
COG0861
COG1001
COG1006
COG1058
COG1076
COG1101
COG1103
COG1118
COG1119
COG1124
COG1125
COG1140
COG1151
COG1178
COG1184
COG1218
COG1226
COG1227
COG1230
COG1268
COG1276
COG1283
COG1320
COG1321
COG1324
COG1342
COG1348
COG1393
COG1416
COG1421
COG1439
COG1440
COG1444
COG1446
COG1448
COG1463
COG1464
COG1478
COG1483
COG1496
COG1513
COG1528
COG1533
COG1553
COG1563
COG1567
COG1613
COG1631
COG1633
COG1668
COG1696
COG1739
COG1758
COG1785
COG1799
COG1814
COG1824
COG1863
COG1887
COG1889
COG1910
COG1914
COG1918
COG1930
COG1932
COG1937
COG1963
COG1965
COG1966
COG1971
COG1981
COG1988
COG2022
COG2032
COG2045
COG2046
COG2059
COG2060
COG2095
COG2102
COG2116
COG2128
COG2132
COG2135
COG2137
COG2156
COG2162
COG2170
COG2180
COG2181
COG2193
COG2212
COG2215
COG2216
COG2221
COG2262
COG2307
COG2308
COG2317
COG2335
COG2346
COG2371
COG2372
COG2373
COG2375
COG2385
COG2403
COG2453
COG2457
COG2515
COG2710
COG2807
COG2813
COG2822
COG2836
COG2837
COG2847
COG2850
COG2864
COG2867
COG2895
COG2897
COG2906
COG2920
COG2922
COG2923
COG2924
COG2947
COG2967
COG2998
COG3004
COG3010
COG3022
COG3025
COG3037
COG3043
COG3069
COG3142
COG3155
COG3158
COG3180
COG3185
COG3186
COG3193
COG3197
COG3201
COG3224
COG3230
COG3232
COG3253
COG3256
COG3263
COG3265
COG3295
COG3297
COG3301
COG3302
COG3327
COG3338
COG3349
COG3376
COG3379
COG3381
COG3395
COG3454
COG3460
COG3470
COG3484
COG3502
COG3508
COG3518
COG3530
COG3535
COG3540
COG3542
COG3546
COG3624
COG3625
COG3626
COG3627
COG3634
COG3638
COG3639
COG3667
COG3685
COG3701
COG3703
COG3707
COG3712
COG3727
COG3746
COG3769
COG3781
COG3793
COG3813
COG3820
COG3838
COG3844
COG3901
COG3938
COG3940
COG3949
COG3958
COG3971
COG4034
COG4097
COG4100
COG4107
COG4114
COG4117
COG4148
COG4149
COG4206
COG4208
COG4215
COG4230
COG4241
COG4243
COG4263
COG4264
COG4268
COG4291
COG4300
COG4310
COG4314
COG4372
COG4454
COG4521
COG4531
COG4535
COG4536
COG4548
COG4549
COG4555
COG4558
COG4559
COG4564
COG4572
COG4587
COG4594
COG4604
COG4607
COG4615
COG4619
COG4630
COG4631
COG4632
COG4651
COG4662
COG4683
COG4691
COG4756
COG4766
COG4772
COG4773
COG4774
COG4778
COG4779
COG4832
COG4894
COG4953
COG4985
COG4986
COG5013
COG5036
COG5389
COG5395
COG5397
COG5403
COG5421
COG5456
COG5470
COG5478
COG5598
COG5626
COG5660
COG5674
COG5677
COG5716
COG5734
COG5768
COG5778
COG5790
