"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Lh",-18.346425513,-18.0398145,-19.889521,-17.792232,782.770742181005,1,"passed",0.224535446927702,"passed",0.968273456544583,"passed",0.0583381309469935
"qAB",13.402427602,12.9430715,6.171816,20.175458,999.999999999999,1,"passed",0.378696978747257,"passed",0.968273456544583,"passed",0.310411005586428
"qAC",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qBA",13.617628249,12.9766295,6.68093,21.385881,593.218465039614,1,"passed",0.5109202806747,"passed",0.968273456544583,"passed",0.492883644146635
"qBC",13.353758437,12.9430715,6.33164,20.175458,1000,1,"passed",0.631605825163771,"passed",0.968273456544583,"passed",0.308237672626708
"qCA",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qCB",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"No.Off.Parmeters",1.027,1,1,1,1000.00000000001,1,"passed",0.42070671269807,"passed",0.968273456544583,"passed",0.0100510545365796
"Root.P.A.",0.711939654,0.738698,0.538973,0.763319,814.610128611476,1,"passed",0.670018424453407,"passed",0.968273456544583,"passed",0.00546625121130187
"Root.P.B.",0.288060346,0.261302,0.236681,0.461027,814.610128611476,1,"passed",0.670018424453417,"passed",0.968273456544583,"passed",0.00546625121130187
"Root.P.C.",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"Node0.P.A.",0.688486062,0.7016655,0.585915,0.723276,799.10830919517,1,"passed",0.718220951311395,"passed",0.968273456544583,"passed",0.00359736808529708
"Node0.P.B.",0.311513938,0.2983345,0.276724,0.414085,799.10830919517,1,"passed",0.718220951311381,"passed",0.968273456544583,"passed",0.00359736808529708
"Node0.P.C.",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"Node1.P.A.",0.424021466,0.43267,0.265206,0.568859,1000,1,"passed",0.95001899405965,"passed",0.987043569409679,"passed",0.00539545104589969
"Node1.P.B.",0.575971345,0.5673255,0.431139,0.734774,999.999999999999,1,"passed",0.950060420325397,"passed",0.987043569409679,"passed",0.00539488714008705
"Node1.P.C.",7.182e-06,4e-06,2e-06,1.9e-05,832.272373718868,1,"passed",0.551181324227469,"passed",0.968273456544583,"failed",1.46097318790776e-06
"Node2.P.A.",0.559880116,0.5699655,0.473245,0.611351,999.999999999999,1,"passed",0.908964129289778,"passed",0.968273456544583,"passed",0.00317158849848022
"Node2.P.B.",0.44011875,0.430034,0.388648,0.526753,1000,1,"passed",0.908973351953783,"passed",0.968273456544583,"passed",0.00317152199062878
"Node2.P.C.",1.272e-06,1e-06,1e-06,2e-06,779.116211097492,1,"passed",0.453361387446587,"passed",0.968273456544583,"passed",1.03013241383052e-07
"Node3.P.A.",0.15696794,0.158993,0.06739,0.246984,841.192989531936,1,"passed",0.831493591678625,"passed",0.968273456544583,"passed",0.00316417029378063
"Node3.P.B.",0.281024045,0.2860115,0.229501,0.319829,839.894045657163,1,"passed",0.698750010045786,"passed",0.968273456544583,"passed",0.0017342484043723
"Node3.P.C.",0.562008018,0.5549855,0.432126,0.699811,839.284670528194,1,"passed",0.785667848319469,"passed",0.968273456544583,"passed",0.00479278139525583
"Node4.P.A.",0.032591341,0.0282205,0.002217,0.076424,895.563560602749,1,"passed",0.81464466207476,"passed",0.968273456544583,"passed",0.00140740461654297
"Node4.P.B.",0.166985345,0.1682665,0.090195,0.240147,942.276524390093,1,"passed",0.70428457056397,"passed",0.968273456544583,"passed",0.00251285281057715
"Node4.P.C.",0.80042331,0.8025425,0.687978,0.91583,922.640253401435,1,"passed",0.801606960006098,"passed",0.968273456544583,"passed",0.00382688381294876
"Node5.P.A.",0.04332211,0.0397595,0.005682,0.091483,880.099933957331,1,"passed",0.817018590872665,"passed",0.968273456544583,"passed",0.00157754734097635
"Node5.P.B.",0.187772256,0.190023,0.113284,0.252142,930.779874162115,1,"passed",0.675622108360211,"passed",0.968273456544583,"passed",0.00233507119817261
"Node5.P.C.",0.76890563,0.769462,0.656319,0.883006,904.249058362023,1,"passed",0.788894537217299,"passed",0.968273456544583,"passed",0.00382244199122896
"Node6.P.A.",0.469066234,0.486,0.300124,0.579032,999.999999999999,1,"passed",0.923296079852091,"passed",0.971858359395737,"passed",0.00516287250768433
"Node6.P.B.",0.53093342,0.514,0.420968,0.699875,999.999999999999,1,"passed",0.923295587359379,"passed",0.971858359395737,"passed",0.0051628581668988
"Node6.P.C.",1.46e-07,0,0,1e-06,817.371170897433,1,"passed",0.343772740511813,"passed",0.968273456544583,"failed",2.94766622630752e-08
"Node7.P.A.",0.040055867,0.03431,0.002809,0.095965,905.137199017605,1,"passed",0.826161374015308,"passed",0.968273456544583,"passed",0.00176198974045228
"Node7.P.B.",0.179657569,0.181411,0.095221,0.261531,935.902901280258,1,"passed",0.754443392599296,"passed",0.968273456544583,"passed",0.0027967345788844
"Node7.P.C.",0.780286536,0.783588,0.647127,0.910785,924.806746058672,1,"passed",0.828315376725513,"passed",0.968273456544583,"passed",0.00444768392768445
"Node8.P.A.",0.027832775,0.022241,0.001884,0.074094,909.469480658965,1,"passed",0.797251111958751,"passed",0.968273456544583,"passed",0.0014237117527887
"Node8.P.B.",0.155736353,0.1553225,0.073868,0.24539,953.005765867754,1,"passed",0.772728911421635,"passed",0.968273456544583,"passed",0.00284748478854645
"Node8.P.C.",0.816430864,0.8215295,0.687119,0.932681,940.584842349096,1,"passed",0.828336335903873,"passed",0.968273456544583,"passed",0.00416550357489357
"Node9.P.A.",0.019110312,0.0136475,0.000403,0.057922,911.615914347726,1,"passed",0.761530429673354,"passed",0.968273456544583,"passed",0.00119150424541021
"Node9.P.B.",0.129773742,0.127272,0.044568,0.219488,970.771755075657,1,"passed",0.796466784413839,"passed",0.968273456544583,"passed",0.00289491454640919
"Node9.P.C.",0.851115925,0.8581745,0.722497,0.955444,957.398896931122,1,"passed",0.833899156590563,"passed",0.968273456544583,"passed",0.00398161262214381
"Node10.P.A.",0.015285061,0.0098835,5e-06,0.050519,1000,1,"passed",0.732258199835939,"passed",0.968273456544583,"passed",0.00103557953958009
"Node10.P.B.",0.116416284,0.113118,0.033016,0.202161,982.731804781442,1,"passed",0.795418143052463,"passed",0.968273456544583,"passed",0.00280189810907978
"Node10.P.C.",0.868298643,0.876181,0.744641,0.96528,966.979061547246,1,"passed",0.83120482960574,"passed",0.968273456544583,"passed",0.00377929235279578
"Node11.P.A.",0.038564794,0.031808,0.00288,0.098372,911.93975319021,1,"passed",0.820624747143659,"passed",0.968273456544583,"passed",0.00183886981864471
"Node11.P.B.",0.174377124,0.175527,0.088726,0.261003,942.489712969501,1,"passed",0.776761662756586,"passed",0.968273456544583,"passed",0.00287854065453503
