"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Lh",-144.511601941,-145.416251,-147.098217,-138.832502,633.06714725696,1,"passed",0.659023492815771,"passed",0.745581458347254,"passed",0.196567598852528
"qAB",0.739078156,0.622976,0,3.213805,738.459550071343,1,"passed",0.29416897308958,"passed",0.745581458347254,"passed",0.0685661537439595
"qAC",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qBA",0.699037922,0.6752905,0.419161,0.960955,1000,1,"passed",0.502535849339599,"passed",0.745581458347254,"passed",0.0114967583803354
"qBC",1.216843749,0.739561,0.414282,3.673246,597.187983644622,1,"passed",0.604133563468695,"passed",0.745581458347254,"passed",0.0840732363014528
"qCA",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qCB",0.679777282,0.6687465,0.416424,0.91352,999.999999999999,1,"passed",0.757566198679514,"passed",0.792082275628261,"passed",0.00799826786405597
"No.Off.Parmeters",1.248,1,1,2,516.112349943063,1,"passed",0.624625603627508,"passed",0.745581458347254,"passed",0.0378714607126078
"Root.P.A.",0.00023213,0,0,0.001478,666.959034203943,101,"passed",0.2486693743052,"passed",0.745581458347254,"failed",7.66060877751157e-05
"Root.P.B.",0.015728345,0.0005205,0,0.105724,646.887141732926,1,"passed",0.638926750110864,"passed",0.745581458347254,"failed",0.00296632979554664
"Root.P.C.",0.983934593,0.9994795,0.891805,1,640.726044297663,1,"passed",0.565170439101967,"passed",0.745581458347254,"passed",0.00309637610753081
"Node0.P.A.",0.00124980333333333,1.2e-05,0,0.010668,703.783060137963,101,"passed",0.252422745104718,"passed",0.745581458347254,"failed",0.000325902046840029
"Node0.P.B.",0.037354252,0.008669,0.002319,0.190407,638.461963310122,1,"passed",0.668179112009399,"passed",0.745581458347254,"failed",0.0048688615795048
"Node0.P.C.",0.961195331,0.991309,0.797182,0.997681,641.620796888515,1,"passed",0.696789654828943,"passed",0.745581458347254,"passed",0.00516533499761223
"Node1.P.A.",0.000298711111111111,2e-06,0,0.002443,686.3349567452,101,"passed",0.238630765108962,"passed",0.745581458347254,"failed",8.085658971135e-05
"Node1.P.B.",0.019978177,0.003769,0.00095,0.107467,660.045934395072,1,"passed",0.690800512709236,"passed",0.745581458347254,"failed",0.00281496210877541
"Node1.P.C.",0.979660946,0.9962285,0.891988,1,660.263453528393,1,"passed",0.691970017903807,"passed",0.745581458347254,"passed",0.00289637699618374
"Node2.P.A.",0.000164055555555556,1e-06,0,0.001335,682.879467174865,101,"passed",0.239459817495641,"passed",0.745581458347254,"failed",4.44057516604644e-05
"Node2.P.B.",0.015384194,0.0029605,0.000767,0.082324,663.492303915071,1,"passed",0.690765601151333,"passed",0.745581458347254,"failed",0.00217942819770362
"Node2.P.C.",0.984414583,0.9970385,0.917231,1,663.305994135691,1,"passed",0.687858646488821,"passed",0.745581458347254,"passed",0.00222667393098706
"Node3.P.A.",0.000102417777777778,1e-06,0,0.000857,686.828963091468,101,"passed",0.254145764760917,"passed",0.745581458347254,"failed",2.69099998396239e-05
"Node3.P.B.",0.01248701,0.002692,0.000697,0.06408,650.22367925581,1,"passed",0.674266983619852,"passed",0.745581458347254,"failed",0.00172035793513682
"Node3.P.C.",0.987386258,0.9973065,0.935694,1,650.091516134888,1,"passed",0.670584155658423,"passed",0.745581458347254,"passed",0.00175096296473524
"Node4.P.A.",0.007825574,0.001853,0,0.055637,691.739162501835,1,"passed",0.110983725096256,"passed",0.745581458347254,"failed",0.00136150450243565
"Node4.P.B.",0.105208245,0.068319,0.03692,0.287961,572.632131692462,1,"passed",0.477250596849345,"passed",0.745581458347254,"passed",0.00652954431966696
"Node4.P.C.",0.886966189,0.930257,0.665799,0.962292,579.933768585631,1,"passed",0.653971101564215,"passed",0.745581458347254,"passed",0.00758165208040577
"Node5.P.A.",NA,0.333333,0.333333,0.333333,0,NA,"failed",NA,NA,NA,NA,NA
"Node5.P.B.",NA,0.333333,0.333333,0.333333,0,NA,"failed",NA,NA,NA,NA,NA
"Node5.P.C.",NA,0.333333,0.333333,0.333333,0,NA,"failed",NA,NA,NA,NA,NA
