"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Lh",-744.527936666,-744.1426775,-747.038517,-743.444277,999.999999999999,1,"passed",0.37159301340102,"passed",0.591728230046169,"passed",0.0719463965695202
"qAB",12.483082108,12.4520925,8.581608,15.673259,1000,1,"passed",0.520821299915602,"passed",0.603048134643816,"passed",0.143932922636202
"qAC",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qBA",12.457776232,12.438992,8.530385,15.621032,1000,1,"passed",0.607171955870575,"passed",0.664555558573348,"passed",0.144412491058414
"qBC",12.354365932,12.433517,8.824116,15.621032,999.999999999999,1,"passed",0.494397117394615,"passed",0.592738729023066,"passed",0.107168537617977
"qCA",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qCB",0.74513342,0.7374975,0.555379,0.98274,960.494367342337,1,"passed",0.741060242177018,"passed",0.771642273702266,"passed",0.00686742439994565
"No.Off.Parmeters",2.017,2,2,2,999.999999999987,1,"passed",0.585637428755516,"passed",0.64708785495876,"passed",0.00801631079979061
"Root.P.A.",0.371102738,0.408649,0.072621,0.588641,999.999999999999,1,"passed",0.0829130339818381,"passed",0.591728230046169,"passed",0.0094288709844599
"Root.P.B.",0.346005045,0.3637325,0.234281,0.409702,1000,1,"passed",0.10599162014371,"passed",0.591728230046169,"passed",0.0031140309880114
"Root.P.C.",0.282892225,0.2287,0.024784,0.685763,999.999999999998,1,"passed",0.0842213943685962,"passed",0.591728230046169,"passed",0.0123861173785906
"Node0.P.A.",0.388592398,0.434328,0.038951,0.612286,1000,1,"passed",0.0893748388339616,"passed",0.591728230046169,"passed",0.0102675373816289
"Node0.P.B.",0.353494008,0.3744175,0.207759,0.434844,1000,1,"passed",0.180712742839781,"passed",0.591728230046169,"passed",0.00378782899044409
"Node0.P.C.",0.257913604,0.185637,0.012476,0.732583,1000,1,"passed",0.0968249584032344,"passed",0.591728230046169,"passed",0.0135907872461064
"Node1.P.A.",0.433934433,0.4800915,0.092953,0.636097,999.999999999999,1,"passed",0.0988010207056033,"passed",0.591728230046169,"passed",0.00964194307021535
"Node1.P.B.",0.369061161,0.381181,0.251614,0.443733,1000,1,"passed",0.429078947514415,"passed",0.591728230046169,"passed",0.00315159123016833
"Node1.P.C.",0.197004398,0.12354,0.008068,0.641702,1000,1,"passed",0.127751030953706,"passed",0.591728230046169,"passed",0.0121925994571222
"Node2.P.A.",0.544446079,0.5896555,0.24585,0.708345,999.999999999999,1,"passed",0.125997173841796,"passed",0.591728230046169,"passed",0.00870304914386267
"Node2.P.B.",0.331753665,0.334096,0.290845,0.362771,999.999999999999,1,"passed",0.396165410380842,"passed",0.591728230046169,"passed",0.00146489923512163
"Node2.P.C.",0.123800253,0.070324,0.002874,0.42309,999.999999999999,1,"passed",0.192476250908387,"passed",0.591728230046169,"passed",0.00872886244777552
"Node3.P.A.",0.454411266,0.4861785,0.197157,0.622913,999.999999999999,1,"passed",0.106835872049888,"passed",0.591728230046169,"passed",0.00771369450781123
"Node3.P.B.",0.361261656,0.3685215,0.308462,0.394483,999.999999999999,1,"passed",0.44791519706985,"passed",0.591728230046169,"passed",0.00149923403183963
"Node3.P.C.",0.184327075,0.142966,0.01158,0.488593,999.999999999999,1,"passed",0.129345366468491,"passed",0.591728230046169,"passed",0.00900051228918652
"Node4.P.A.",0.491672497,0.527533,0.183901,0.713128,1000,1,"passed",0.108980652315927,"passed",0.591728230046169,"passed",0.00919472802097937
"Node4.P.B.",0.357635698,0.360289,0.297862,0.415095,1000,1,"passed",0.328382016498871,"passed",0.591728230046169,"passed",0.00196662210348754
"Node4.P.C.",0.150691802,0.102491,0.001538,0.454214,1000,1,"passed",0.170845114075205,"passed",0.591728230046169,"passed",0.00895522389272714
"Node5.P.A.",0.532719857,0.554853,0.353797,0.670133,1000,1,"passed",0.143982146846052,"passed",0.591728230046169,"passed",0.00557123041266423
"Node5.P.B.",0.3552967325,0.351167,0.329107,0.397064,1143.99808449749,201,"passed",0.0526264333705514,"passed",0.591728230046169,"passed",0.00107415448975903
"Node5.P.C.",0.111657948,0.0897275,0.009708,0.264531,1000,1,"passed",0.25177300048764,"passed",0.591728230046169,"passed",0.0048772600698392
"Node6.P.A.",0.493670968,0.521873,0.253978,0.670994,1000,1,"passed",0.119065335702534,"passed",0.591728230046169,"passed",0.00701980682706474
"Node6.P.B.",0.37479863,0.3719905,0.322176,0.428356,1000,1,"passed",0.0747514345664592,"passed",0.591728230046169,"passed",0.00178452413365942
"Node6.P.C.",0.131530414,0.1034355,0.009142,0.329471,999.999999999999,1,"passed",0.235561043098312,"passed",0.591728230046169,"passed",0.0062549159114524
"Node7.P.A.",0.340315396,0.359636,0.117356,0.50516,1000,1,"passed",0.151518416513219,"passed",0.591728230046169,"passed",0.00652743584789032
"Node7.P.B.",0.385396661,0.3935845,0.309869,0.437376,1000,1,"passed",0.215485864309285,"passed",0.591728230046169,"passed",0.00222891721198423
"Node7.P.C.",0.274287917,0.2411945,0.078299,0.556221,999.999999999999,1,"passed",0.147079345407924,"passed",0.591728230046169,"passed",0.00833943706885099
"Node8.P.A.",0.374658789,0.393743,0.1385,0.541735,1000,1,"passed",0.160002795788545,"passed",0.591728230046169,"passed",0.00672285870778899
"Node8.P.B.",0.438776019,0.438917,0.387765,0.500485,999.999999999999,1,"passed",0.744711293084889,"passed",0.774980490891089,"passed",0.00208618726718169
"Node8.P.C.",0.186565203,0.1544305,0.047576,0.427111,1000,1,"passed",0.188831445054112,"passed",0.591728230046169,"passed",0.00697071162947961
"Node9.P.A.",0.345752623,0.3576345,0.116403,0.525388,1000,1,"passed",0.202212182899938,"passed",0.591728230046169,"passed",0.00668170547177112
"Node9.P.B.",0.542301594,0.5431925,0.429054,0.641913,999.999999999999,1,"passed",0.25264188455593,"passed",0.591728230046169,"passed",0.0035945032208858
"Node9.P.C.",0.111945805,0.09182,0.026678,0.248437,1000,1,"passed",0.305012978036849,"passed",0.591728230046169,"passed",0.00436354506911222
"Node10.P.A.",0.529674874,0.547456,0.363766,0.64047,1000,1,"passed",0.165250369988242,"passed",0.591728230046169,"passed",0.00479263354219333
"Node10.P.B.",0.435058604,0.422925,0.351824,0.577458,999.999999999999,1,"passed",0.133250084822205,"passed",0.591728230046169,"passed",0.00382738258029207
"Node10.P.C.",0.035266533,0.0307245,0.009618,0.068636,999.999999999999,1,"passed",0.463241397057584,"passed",0.591728230046169,"passed",0.00122819596718852
"Node11.P.A.",0.615866423,0.623787,0.553885,0.651411,1000,1,"passed",0.270382430364676,"passed",0.591728230046169,"passed",0.00192213388070774
"Node11.P.B.",0.365717329,0.3585315,0.337668,0.42446,999.999999999999,1,"passed",0.229893726123213,"passed",0.591728230046169,"passed",0.00174413271951602
"Node11.P.C.",0.018416256,0.017474,0.00812,0.029645,1000,1,"passed",0.495075272164699,"passed",0.592951062988009,"passed",0.000391627759259336
"Node12.P.A.",0.528516833,0.5350545,0.47416,0.561332,1000,1,"passed",0.242292662472154,"passed",0.591728230046169,"passed",0.00167854623159865
"Node12.P.B.",0.436018012,0.431626,0.401835,0.482742,1000,1,"passed",0.287864907781566,"passed",0.591728230046169,"passed",0.00141354688992842
"Node12.P.C.",0.03546518,0.03413,0.020944,0.052273,1000,1,"passed",0.440519933542153,"passed",0.591728230046169,"passed",0.000571684697075996
"Node13.P.A.",0.701103494,0.7034535,0.67103,0.728815,1000,1,"passed",0.397577905120261,"passed",0.591728230046169,"passed",0.00120494206620589
"Node13.P.B.",0.292021703,0.2898495,0.268938,0.317907,1000,1,"passed",0.4027780963021,"passed",0.591728230046169,"passed",0.00108528747819584
"Node13.P.C.",0.006874793,0.006413,0.002168,0.012747,999.999999999999,1,"passed",0.592940438921562,"passed",0.653360319090152,"passed",0.000186328946483305
"Node14.P.A.",0.666683442,0.6775505,0.587513,0.706606,1000,1,"passed",0.199188005054595,"passed",0.591728230046169,"passed",0.00226231163843566
"Node14.P.B.",0.324640137,0.3136015,0.290059,0.398782,999.999999999999,1,"passed",0.185080410606612,"passed",0.591728230046169,"passed",0.00209597494273947
"Node14.P.C.",0.008676429,0.007888,0.003035,0.014875,1000,1,"passed",0.51855289821314,"passed",0.602230449760045,"passed",0.000240949547805464
"Node15.P.A.",0.610389797,0.6326105,0.428287,0.699417,1000,1,"passed",0.154868816980377,"passed",0.591728230046169,"passed",0.00495170891691117
"Node15.P.B.",0.38068309,0.3603095,0.297455,0.555933,1000,1,"passed",0.136372403347079,"passed",0.591728230046169,"passed",0.00460191961542306
"Node15.P.C.",0.008927112,0.0070765,0.002043,0.019916,1000,1,"passed",0.674648251525962,"passed",0.719854508216568,"passed",0.000452486337792007
"Node16.P.A.",0.548823426,0.5722935,0.329218,0.670483,1000,1,"passed",0.173659865816056,"passed",0.591728230046169,"passed",0.00596820878810972
"Node16.P.B.",0.438120715,0.417402,0.32548,0.638661,999.999999999999,1,"passed",0.150416706264044,"passed",0.591728230046169,"passed",0.00538471730716721
"Node16.P.C.",0.013055866,0.009592,0.002432,0.031724,999.999999999999,1,"passed",0.649073875068903,"passed",0.699280703276584,"passed",0.000751193190090133
"Node17.P.A.",0.375188026,0.393641,0.132635,0.539015,1000,1,"passed",0.200250056160084,"passed",0.591728230046169,"passed",0.00685213927968147
"Node17.P.B.",0.563858904,0.5542815,0.433191,0.710644,1000,1,"passed",0.18318042084558,"passed",0.591728230046169,"passed",0.00475011419577557
"Node17.P.C.",0.060953046,0.048542,0.019142,0.144634,1000,1,"passed",0.405819217392665,"passed",0.591728230046169,"passed",0.00269106362433526
"Node18.P.A.",0.433843224,0.456205,0.194784,0.582321,1000,1,"passed",0.197914384839291,"passed",0.591728230046169,"passed",0.00656373602544609
"Node18.P.B.",0.544807839,0.5248165,0.404267,0.754054,999.999999999999,1,"passed",0.181918426307519,"passed",0.591728230046169,"passed",0.0058649342372584
"Node18.P.C.",0.021348957,0.0174075,0.007696,0.04643,1000,1,"passed",0.513627470882151,"passed",0.599733691114959,"passed",0.000881988373683728
"Node19.P.A.",0.510401513,0.5314105,0.296958,0.641252,1000,1,"passed",0.205669253907518,"passed",0.591728230046169,"passed",0.00585480124864822
"Node19.P.B.",0.485498556,0.465109,0.355232,0.693626,1000,1,"passed",0.202663831029462,"passed",0.591728230046169,"passed",0.00573308178955097
"Node19.P.C.",0.00409994,0.003389,0.001046,0.008968,999.999999999999,1,"passed",0.543609832641659,"passed",0.616697253667982,"passed",0.00017286414853041
"Node20.P.A.",0.325713892,0.340698,0.125094,0.479186,999.999999999999,1,"passed",0.247722247641195,"passed",0.591728230046169,"passed",0.00581959439264058
"Node20.P.B.",0.618311751,0.6113805,0.499653,0.760782,1000,1,"passed",0.249288332868138,"passed",0.591728230046169,"passed",0.00437763398638325
