"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Lh",-280.347706278,-279.138592,-289.616062,-275.540339,43.932311778352,1,"passed",0.0780449570626355,"passed",0.351832108894893,"passed",1.31549788608366
"qAB",17.075697446,17.252204,0,40.803655,28.7481644283249,1,"passed",0.382523369022456,"passed",0.469658279068917,"failed",5.28422846825162
"qAC",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qBA",2.420259124,2.719922,0.625357,4.461811,23.5624439738579,1,"passed",0.432527938435139,"passed",0.469658279068917,"failed",0.541875695446202
"qBC",3.34128021222222,3.4880675,1.056693,4.69634,350.687688358445,101,"passed",0.254676912131779,"passed",0.453552004025767,"passed",0.0888079395928253
"qCA",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qCB",1.065762108,1.0496595,0.608079,1.561486,1000,1,"passed",0.0986234797225355,"passed",0.351832108894893,"passed",0.0154185821350837
"No.Off.Parmeters",2.416,3,1,3,28.9363827529898,1,"passed",0.28241323361897,"passed",0.469658279068917,"failed",0.254906416473633
"Root.P.A.",0.318389949,0.45421,0,0.545066,34.3343297500661,1,"passed",0.364106844681257,"passed",0.469658279068917,"failed",0.0751276800473272
"Root.P.B.",0.495548773,0.4610205,0.00533,0.895944,429.271930716631,1,"passed",0.548520965617881,"passed",0.55487142542243,"passed",0.0244979967976199
"Root.P.C.",0.171564966666667,0.034844,0.003787,0.990995,189.31126136228,101,"passed",0.180192414864533,"passed",0.360948633660512,"failed",0.043887538191733
"Node0.P.A.",0.191588489,0.224364,0,0.3895,32.667910515711,1,"passed",0.349152057349131,"passed",0.469658279068917,"failed",0.0494603496067086
"Node0.P.B.",0.447227411,0.476635,0.022031,0.720475,464.12616166444,1,"passed",0.372746607447033,"passed",0.469658279068917,"passed",0.0182898128326202
"Node0.P.C.",0.348168162222222,0.262482,0.086393,0.97853,115.616474182245,101,"passed",0.195841735936077,"passed",0.380788243169174,"failed",0.0360261326975526
"Node1.P.A.",0.423766935555556,0.4997595,0,0.629956,117.658974962838,101,"passed",0.213790347788889,"passed",0.403685085950522,"passed",0.0305282736205013
