"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Lh",-265.225693686667,-264.8689625,-268.812105,-264.103121,254.398551960924,401,"passed",0.263297786042846,"passed",0.498532596493691,"passed",0.110893057563412
"qAB",6.648673832,6.678284,3.847999,9.496354,543.836185425302,1,"passed",0.406779310738304,"passed",0.498532596493691,"passed",0.124665063319936
"qAC",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qBA",1.929495115,1.883444,1.105296,2.830425,459.002474001737,401,"passed",0.872932356972313,"passed",0.872932356972313,"passed",0.0396071452438396
"qBC",6.686853032,6.6901725,3.849997,9.124986,638.4755508794,1,"passed",0.399129155023705,"passed",0.498532596493691,"passed",0.10418132414951
"qCA",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qCB",1.890301941,1.8504415,1.259641,2.583217,1000,1,"passed",0.299720218532521,"passed",0.498532596493691,"passed",0.0220747152108946
"No.Off.Parmeters",2.005,2,2,2,810.756891646395,1,"passed",0.154044714508752,"passed",0.498532596493691,"passed",0.00652446989227012
"Root.P.A.",0.65900287,0.6999515,0.129252,0.985912,453.546467615935,301,"passed",0.0700658530073162,"passed",0.498532596493691,"passed",0.0232626362405238
"Root.P.B.",0.264574032,0.2518075,0.018437,0.528891,836.722407396794,1,"passed",0.419962095671704,"passed",0.498532596493691,"passed",0.00993646450986106
"Root.P.C.",0.0717068633333333,0.0378385,5.9e-05,0.337916,214.012913830525,401,"passed",0.184889406626877,"passed",0.498532596493691,"failed",0.0103340439709532
"Node0.P.A.",0.368618784,0.3472555,0.000238,0.759002,724.917133862124,1,"passed",0.226488672212352,"passed",0.498532596493691,"passed",0.0155153499414101
"Node0.P.B.",0.353002618,0.3701255,0.150272,0.512132,625.466594446901,1,"passed",0.0741606620525312,"passed",0.498532596493691,"passed",0.00697365420465319
"Node0.P.C.",0.27237569,0.2501065,0.00365,0.654105,441.48940062781,301,"passed",0.0584342013057192,"passed",0.498532596493691,"passed",0.0188505606163293
"Node1.P.A.",0.2685044,0.23723,0.000217,0.626029,790.581929667432,1,"passed",0.360402425592482,"passed",0.498532596493691,"passed",0.012804529750072
"Node1.P.B.",0.370117735714286,0.3773855,0.189173,0.526173,387.54176662129,301,"passed",0.0552716697515194,"passed",0.498532596493691,"passed",0.00649222799517308
"Node1.P.C.",0.363873671,0.3487015,0.010422,0.726897,510.37017224035,1,"passed",0.0570039993152553,"passed",0.498532596493691,"passed",0.0169739994303468
"Node2.P.A.",0.18072713,0.139579,1.7e-05,0.490704,1000,1,"passed",0.530100834186946,"passed",0.532526924961257,"passed",0.00947073759912942
"Node2.P.B.",0.368681514285714,0.377574,0.126047,0.534361,402.597844775802,301,"passed",0.0887904771203621,"passed",0.498532596493691,"passed",0.00957487591648687
"Node2.P.C.",0.454178039,0.4467805,0.03591,0.829768,546.980304065846,1,"passed",0.118269155082055,"passed",0.498532596493691,"passed",0.0173178430097668
"Node3.P.A.",0.069293913,0.0579275,6.6e-05,0.172425,715.05464480489,1,"passed",0.465951373419314,"passed",0.498532596493691,"passed",0.00376950264986131
"Node3.P.B.",0.294501404,0.304823,0.127211,0.458792,573.734962476874,1,"passed",0.122039729170932,"passed",0.498532596493691,"passed",0.00682464449605024
"Node3.P.C.",0.636204667,0.635606,0.378111,0.912193,578.889010552554,1,"passed",0.234726189784692,"passed",0.498532596493691,"passed",0.0105698432124271
"Node4.P.A.",0.014989561,0.0101695,6e-06,0.045956,905.877237621554,1,"passed",0.228295492039581,"passed",0.498532596493691,"passed",0.00106243023876924
"Node4.P.B.",0.173262815,0.173105,0.046089,0.314052,592.175404666463,1,"passed",0.458455380100012,"passed",0.498532596493691,"passed",0.0057420818428021
"Node4.P.C.",0.811747617,0.816939,0.661699,0.986549,608.557256229064,1,"passed",0.450715664442767,"passed",0.498532596493691,"passed",0.00676726922685263
"Node5.P.A.",0.043067126,0.0354385,2e-05,0.105303,692.775330717917,1,"passed",0.328243787187536,"passed",0.498532596493691,"passed",0.00246858975075134
"Node5.P.B.",0.27190512,0.283529,0.094568,0.414763,494.480083304837,1,"passed",0.143173909066698,"passed",0.498532596493691,"passed",0.00705320310903161
"Node5.P.C.",0.685027783,0.6792965,0.476989,0.901562,527.961634358855,1,"passed",0.252970699550171,"passed",0.498532596493691,"passed",0.00922422281391844
"Node6.P.A.",0.040801152,0.034184,6.2e-05,0.09752,680.83927031944,1,"passed",0.415403035438557,"passed",0.498532596493691,"passed",0.00223954401209963
"Node6.P.B.",0.264135499,0.274899,0.100109,0.400283,498.197413034799,1,"passed",0.172661802633666,"passed",0.498532596493691,"passed",0.00664013526480724
"Node6.P.C.",0.69506332,0.689799,0.49515,0.889453,527.615508903232,1,"passed",0.365403930314679,"passed",0.498532596493691,"passed",0.00863630966765101
"Node7.P.A.",0.064418301,0.0575625,7.1e-05,0.140093,646.444178075623,1,"passed",0.450254296163455,"passed",0.498532596493691,"passed",0.00321317172276881
"Node7.P.B.",0.325924658571429,0.3383705,0.13825,0.455513,438.646685885882,301,"passed",0.11958834020152,"passed",0.498532596493691,"passed",0.00747830521219988
"Node7.P.C.",0.611975638,0.6013705,0.393821,0.833859,474.266613785811,1,"passed",0.155089976823333,"passed",0.498532596493691,"passed",0.0101126247254416
"Node8.P.A.",0.092344204,0.087091,0.000552,0.176882,600.435338899911,1,"passed",0.474635583404381,"passed",0.498532596493691,"passed",0.00393769256016135
"Node8.P.B.",0.39663863,0.3957965,0.239549,0.540692,406.33820262938,401,"passed",0.273809200330392,"passed",0.498532596493691,"passed",0.00573321821606636
"Node8.P.C.",0.516729159,0.5033785,0.285449,0.71551,425.259390552008,1,"passed",0.0530887113889968,"passed",0.498532596493691,"passed",0.0104458357642899
"Node9.P.A.",0.0558867,0.0520865,0.000309,0.115254,636.204181102228,1,"passed",0.399726099671254,"passed",0.498532596493691,"passed",0.00257877682915236
"Node9.P.B.",0.33430998,0.3451205,0.196504,0.44611,407.578835708716,301,"passed",0.097659522431932,"passed",0.498532596493691,"passed",0.0064189519606535
"Node9.P.C.",0.611688229,0.600353,0.453563,0.795591,442.765542960121,1,"passed",0.231032093157161,"passed",0.498532596493691,"passed",0.00861434242072869
"Node10.P.A.",0.043973205,0.042411,0.000914,0.083985,616.862081987955,1,"passed",0.397814426308658,"passed",0.498532596493691,"passed",0.00178879196353104
"Node10.P.B.",0.248623377,0.2570155,0.154943,0.327521,455.912910097756,1,"passed",0.352905147232943,"passed",0.498532596493691,"passed",0.00439643734894193
"Node10.P.C.",0.707403419,0.70074,0.571923,0.840633,492.106933596053,1,"passed",0.446517005875776,"passed",0.498532596493691,"passed",0.00605896684475303
"Node11.P.A.",0.0046928,0.0039815,3.2e-05,0.011092,725.828983466538,1,"passed",0.20258819009663,"passed",0.498532596493691,"passed",0.000263764393664961
"Node11.P.B.",0.102464082,0.101683,0.036432,0.172322,614.024818179924,1,"passed",0.435691284129364,"passed",0.498532596493691,"passed",0.0027075239579155
"Node11.P.C.",0.892843117,0.894307,0.819434,0.967805,620.702066222819,1,"passed",0.422572996492968,"passed",0.498532596493691,"passed",0.00295566979887702
"Node12.P.A.",0.000690657,0.0004665,0,0.002046,1000,1,"passed",0.169129306023149,"passed",0.498532596493691,"passed",5.23596489141974e-05
"Node12.P.B.",0.063779522,0.059784,0.003517,0.121988,653.908336682491,1,"passed",0.45207041312034,"passed",0.498532596493691,"passed",0.00243778417611915
"Node12.P.C.",0.935529849,0.9397455,0.876036,0.996481,655.472965017509,1,"passed",0.448576709640623,"passed",0.498532596493691,"passed",0.00248872398161435
"Node13.P.A.",0.005396346,0.0044585,2.2e-05,0.012909,732.870296947233,1,"passed",0.200997643901196,"passed",0.498532596493691,"passed",0.00031555023108713
"Node13.P.B.",0.180226699,0.181069,0.093852,0.284673,565.39495716764,1,"passed",0.433566233596995,"passed",0.498532596493691,"passed",0.00407082050633305
"Node13.P.C.",0.814376947,0.814475,0.704897,0.911864,570.36908307695,1,"passed",0.450928005685746,"passed",0.498532596493691,"passed",0.00434526494821206
"Node14.P.A.",0.001009078,0.000674,1e-06,0.002964,999.999999999999,1,"passed",0.202608386735497,"passed",0.498532596493691,"passed",7.74193487728134e-05
"Node14.P.B.",0.056611471,0.0543145,0.003671,0.106144,663.568487757848,1,"passed",0.362089696060938,"passed",0.498532596493691,"passed",0.00209100033276716
"Node14.P.C.",0.942379459,0.9449755,0.890855,0.996325,667.226714628051,1,"passed",0.354265181472717,"passed",0.498532596493691,"passed",0.00216748374700722
"Node15.P.A.",0.003975976,0.0032075,8e-06,0.010104,891.177738257364,1,"passed",0.175622189391021,"passed",0.498532596493691,"passed",0.000233156073746724
"Node15.P.B.",0.108541662,0.108127,0.03101,0.187651,597.716405735278,1,"passed",0.449498703092058,"passed",0.498532596493691,"passed",0.00316453382773321
"Node15.P.C.",0.887482376,0.888751,0.800424,0.968839,604.64765247416,1,"passed",0.438211752449507,"passed",0.498532596493691,"passed",0.00339635844063816
"Node16.P.A.",0.008604666,0.0072255,2.4e-05,0.020384,722.126836835281,1,"passed",0.192926614169214,"passed",0.498532596493691,"passed",0.000489749052670018
"Node16.P.B.",0.187391017,0.190423,0.098719,0.284025,527.951265453371,1,"passed",0.412362018658724,"passed",0.498532596493691,"passed",0.004187077786278
"Node16.P.C.",0.80400434,0.8023615,0.691246,0.905476,539.022321864938,1,"passed",0.442586647906761,"passed",0.498532596493691,"passed",0.00461383494118585
"Node17.P.A.",0.005461802,0.004487,4.2e-05,0.01325,887.468976635356,1,"passed",0.162497850617636,"passed",0.498532596493691,"passed",0.000294797544303273
"Node17.P.B.",0.112010662,0.111536,0.033176,0.181981,606.96020408888,1,"passed",0.431632607338044,"passed",0.498532596493691,"passed",0.00299053950636709
"Node17.P.C.",0.882527503,0.8838525,0.802849,0.966436,616.130739681307,1,"passed",0.411659779440219,"passed",0.498532596493691,"passed",0.00328894642962452
"Node18.P.A.",0.014815319,0.0136435,0.000362,0.0299,674.187696403884,1,"passed",0.300398202208243,"passed",0.498532596493691,"passed",0.000647720360646237
"Node18.P.B.",0.165007556,0.167204,0.078792,0.235329,551.978977800571,1,"passed",0.489032913000572,"passed",0.498532596493691,"passed",0.0032530857253743
"Node18.P.C.",0.820177179,0.818961,0.730315,0.91909,567.30281960764,1,"passed",0.469606819899422,"passed",0.498532596493691,"passed",0.00386101455408709
"Node19.P.A.",4.7946e-05,2.8e-05,0,0.00015,999.999999999999,1,"passed",0.125614000676944,"passed",0.498532596493691,"failed",4.94298758057474e-06
"Node19.P.B.",0.012618082,0.011248,0.000599,0.026268,798.519994387779,1,"passed",0.265069117755075,"passed",0.498532596493691,"passed",0.000531692171756772
"Node19.P.C.",0.987333981,0.9887245,0.973581,0.999401,799.28189282166,1,"passed",0.263738024434652,"passed",0.498532596493691,"passed",0.000536172100960648
"Node20.P.A.",0.000391207,0.000292,1e-06,0.001064,905.914671845341,1,"passed",0.157891326380557,"passed",0.498532596493691,"passed",2.6612396993366e-05
"Node20.P.B.",0.035169139,0.0337995,0.006517,0.06578,661.521932541861,1,"passed",0.372701553810924,"passed",0.498532596493691,"passed",0.00119561089995121
"Node20.P.C.",0.964439658,0.96591,0.933156,0.993481,663.242281878468,1,"passed",0.368827064363168,"passed",0.498532596493691,"passed",0.00122181727236964
"Node21.P.A.",0.000573953,0.0004815,5e-06,0.001319,889.431757715107,1,"passed",0.14418071604114,"passed",0.498532596493691,"passed",2.9379725968423e-05
"Node21.P.B.",0.039015456,0.03843,0.012866,0.064172,648.947665737144,1,"passed",0.365083980114692,"passed",0.498532596493691,"passed",0.00101720953335271
"Node21.P.C.",0.960410573,0.9610915,0.934332,0.987085,650.960928284263,1,"passed",0.359742692423229,"passed",0.498532596493691,"passed",0.00104713992482841
"Node22.P.A.",1.2701e-05,9e-06,0,3.5e-05,1000,1,"passed",0.147900626354857,"passed",0.498532596493691,"passed",1.02419453638787e-06
"Node22.P.B.",0.006317274,0.005844,0.000937,0.012163,792.681688651213,1,"passed",0.247972970435734,"passed",0.498532596493691,"passed",0.000223940330859406
"Node22.P.C.",0.993670013,0.9941475,0.987799,0.999063,793.008873832249,1,"passed",0.247356905197694,"passed",0.498532596493691,"passed",0.000224915674659861
"Node23.P.A.",4.0855e-05,2.7e-05,0,0.000117,1000,1,"passed",0.153516389637914,"passed",0.498532596493691,"passed",3.38783470906949e-06
"Node23.P.B.",0.011684053,0.0108055,0.001372,0.023028,785.683815763666,1,"passed",0.263107185370978,"passed",0.498532596493691,"passed",0.000430971713133902
"Node23.P.C.",0.98827514,0.989167,0.976847,0.998627,786.31415206632,1,"passed",0.261888989397722,"passed",0.498532596493691,"passed",0.000434159667347738
"Node24.P.A.",0.000407421,0.000319,2e-06,0.001021,904.714132636324,1,"passed",0.128582004083678,"passed",0.498532596493691,"passed",2.46092332667944e-05
"Node24.P.B.",0.033945666,0.0329295,0.009153,0.060374,669.92978107726,1,"passed",0.333637209628893,"passed",0.498532596493691,"passed",0.00102220634377427
"Node24.P.C.",0.965646929,0.966753,0.938447,0.990824,671.753996832021,1,"passed",0.329274576134581,"passed",0.498532596493691,"passed",0.0010467721639484
"Node25.P.A.",0.000628078,0.0005215,4e-06,0.001465,892.647503137369,1,"passed",0.13952576786811,"passed",0.498532596493691,"passed",3.28511018631445e-05
"Node25.P.B.",0.04160291,0.0408775,0.01376,0.069786,656.018654090058,1,"passed",0.356101005183764,"passed",0.498532596493691,"passed",0.00110984644677177
"Node25.P.C.",0.957768998,0.958601,0.928532,0.986181,657.972216006509,1,"passed",0.350670119511515,"passed",0.498532596493691,"passed",0.00114323639024114
"Node26.P.A.",0.00014998,0.000122,1e-06,0.000359,900.391807580819,1,"passed",0.127423026998923,"passed",0.498532596493691,"passed",8.29843014171753e-06
"Node26.P.B.",0.021171749,0.020606,0.006736,0.036761,674.757580890039,1,"passed",0.325622404492476,"passed",0.498532596493691,"passed",0.000596002881585553
