"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Lh",-658.166745306,-657.8638975,-660.142731,-657.223302,1000,1,"passed",0.372851164921782,"passed",0.461299232828786,"passed",0.0625580611353032
"qAB",7.58756598,7.5675215,6.211623,8.893859,1000,1,"passed",0.261603912708026,"passed",0.391724037766835,"passed",0.0435489966677631
"qAC",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qBA",2.289495132,2.275601,1.593202,2.856479,739.021254120005,1,"passed",0.570774657925321,"passed",0.635525333723906,"passed",0.0244274581960263
"qBC",7.587400076,7.5665665,6.211623,8.893859,999.999999999999,1,"passed",0.171579660888363,"passed",0.391724037766835,"passed",0.0435079693050378
"qCA",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qCB",2.277123036,2.268189,1.623156,2.855042,1000,1,"passed",0.689134137437767,"passed",0.726431883565477,"passed",0.019379431106574
"No.Off.Parmeters",2.01,2,2,2,738.702461481354,1,"passed",0.904503849849237,"passed",0.905230067311982,"passed",0.00717887103416833
"Root.P.A.",0.28785951,0.2796715,0.103331,0.5214,1000,201,"passed",0.14490979285068,"passed",0.391724037766835,"passed",0.00756031796715969
"Root.P.B.",0.454667397142857,0.450282,0.35718,0.546256,1000,301,"passed",0.258436458011188,"passed",0.391724037766835,"passed",0.00327589408645521
"Root.P.C.",0.257205761,0.251368,0.07867,0.460342,1000,1,"passed",0.315337495014215,"passed",0.410729558552998,"passed",0.00637852988445332
"Node0.P.A.",0.349317807,0.341173,0.124995,0.593268,1000,1,"passed",0.056898324463961,"passed",0.391724037766835,"passed",0.00770516046601786
"Node0.P.B.",0.418009485714286,0.416156,0.30732,0.508794,1000,301,"passed",0.124798345088171,"passed",0.391724037766835,"passed",0.00287866185113987
"Node0.P.C.",0.234760632,0.2249675,0.064916,0.445299,1000,1,"passed",0.330089185485258,"passed",0.42092983423614,"passed",0.00637827557016413
"Node1.P.A.",0.413521645,0.4097165,0.118042,0.718445,1000,1,"passed",0.075573132793651,"passed",0.391724037766835,"passed",0.0100028864967056
"Node1.P.B.",0.445896345714286,0.451824,0.244973,0.593017,1000,301,"passed",0.10278863590083,"passed",0.391724037766835,"passed",0.00521974136689171
"Node1.P.C.",0.143748605,0.1251045,0.004166,0.335607,1000,1,"passed",0.535297217552664,"passed",0.609358887378444,"passed",0.00600773616832336
"Node2.P.A.",0.383116969,0.3792315,0.09742,0.678504,1000,1,"passed",0.0684766479187684,"passed",0.391724037766835,"passed",0.00968643619139374
"Node2.P.B.",0.446144125714286,0.4503995,0.285548,0.582319,1000,301,"passed",0.0824242758443791,"passed",0.391724037766835,"passed",0.00438613704857255
"Node2.P.C.",0.173604451,0.1535385,0.007666,0.383383,999.999999999999,1,"passed",0.447188606807517,"passed",0.53087676036721,"passed",0.00662238470227238
"Node3.P.A.",0.407248393,0.40756,0.085886,0.719536,1000,1,"passed",0.0841694735545125,"passed",0.391724037766835,"passed",0.0105632867837154
"Node3.P.B.",0.414985474285714,0.422891,0.240857,0.538766,1000,301,"passed",0.0756802524274284,"passed",0.391724037766835,"passed",0.00436238897856781
"Node3.P.C.",0.180551957,0.1554595,0.007679,0.421841,1000,1,"passed",0.449331181506851,"passed",0.532912766649181,"passed",0.00737075411098487
"Node4.P.A.",0.235535961111111,0.231368,0.062225,0.415412,1000,101,"passed",0.0501174463978592,"passed",0.391724037766835,"passed",0.00622412101814637
"Node4.P.B.",0.414561096,0.4162465,0.360375,0.475087,999.999999999998,1,"passed",0.407954072314481,"passed",0.494183431622936,"passed",0.0018605855359776
"Node4.P.C.",0.349328978,0.340819,0.160321,0.566995,1000,1,"passed",0.160164752004821,"passed",0.391724037766835,"passed",0.00663694240862129
"Node5.P.A.",0.290717778,0.288771,0.056333,0.50794,1000,1,"passed",0.0624327256895154,"passed",0.391724037766835,"passed",0.00745749212217088
"Node5.P.B.",0.439173025714286,0.440551,0.362053,0.49865,1000,301,"passed",0.135122491887088,"passed",0.391724037766835,"passed",0.00227393283266934
"Node5.P.C.",0.27159477,0.25645,0.083303,0.499273,1000,1,"passed",0.249303561846488,"passed",0.391724037766835,"passed",0.00689669962702647
"Node6.P.A.",0.0483768471428571,0.045541,0.009434,0.095754,999.999999999999,301,"passed",0.0775425971490961,"passed",0.391724037766835,"passed",0.00147717461259743
"Node6.P.B.",0.286421522,0.290546,0.197887,0.360866,999.999999999999,1,"passed",0.115426369344823,"passed",0.391724037766835,"passed",0.00261569901129567
"Node6.P.C.",0.664515434,0.663875,0.544787,0.787567,1000,1,"passed",0.0699853871952766,"passed",0.391724037766835,"passed",0.00391746117431345
"Node7.P.A.",0.104783035714286,0.104044,0.052682,0.164645,999.999999999999,301,"passed",0.125119779453845,"passed",0.391724037766835,"passed",0.00193141223793002
"Node7.P.B.",0.338708251,0.3413085,0.289359,0.382235,1000,1,"passed",0.2091890793784,"passed",0.391724037766835,"passed",0.00148870360158929
"Node7.P.C.",0.555781139,0.5529215,0.456505,0.649215,1000,1,"passed",0.104578018392278,"passed",0.391724037766835,"passed",0.00312415798077117
"Node8.P.A.",0.0890997071428571,0.087495,0.042795,0.147697,1000,301,"passed",0.125621878116185,"passed",0.391724037766835,"passed",0.0017848003276353
"Node8.P.B.",0.36269722,0.362932,0.305794,0.421813,1000,1,"passed",0.231137647279484,"passed",0.391724037766835,"passed",0.00181131881900875
"Node8.P.C.",0.547502145,0.5443325,0.453667,0.64963,1000,1,"passed",0.0998769940846519,"passed",0.391724037766835,"passed",0.00315307129702654
"Node9.P.A.",0.0927694185714286,0.091064,0.042643,0.156313,1000,301,"passed",0.137378944684043,"passed",0.391724037766835,"passed",0.00193635227194266
"Node9.P.B.",0.390391705,0.3887835,0.333996,0.4514,1000,1,"passed",0.335873577508031,"passed",0.426123576960571,"passed",0.00184515960881064
"Node9.P.C.",0.516086738,0.513312,0.419843,0.613139,1000,1,"passed",0.107692108560954,"passed",0.391724037766835,"passed",0.00310191129685466
"Node10.P.A.",0.053868494,0.0522845,0.024454,0.085917,1000,1,"passed",0.258851933010192,"passed",0.391724037766835,"passed",0.00100431847374161
"Node10.P.B.",0.269655245,0.27122,0.222962,0.311124,999.999999999998,1,"passed",0.179234134796777,"passed",0.391724037766835,"passed",0.00150052627248001
"Node10.P.C.",0.676476258,0.6766075,0.60461,0.755809,999.999999999999,1,"passed",0.254302428345084,"passed",0.391724037766835,"passed",0.0024790075315144
"Node11.P.A.",0.089172711,0.0884675,0.057994,0.123223,1000,1,"passed",0.277281837409315,"passed",0.391724037766835,"passed",0.00105389330850317
"Node11.P.B.",0.299881897,0.301174,0.270368,0.324948,1000,1,"passed",0.192965203731815,"passed",0.391724037766835,"passed",0.000942671338604865
"Node11.P.C.",0.610945391,0.610337,0.554664,0.675763,1000,1,"passed",0.274011269372098,"passed",0.391724037766835,"passed",0.00197780015541769
"Node12.P.A.",0.010045823,0.009385,0.00367,0.018486,1000,1,"passed",0.240480064416602,"passed",0.391724037766835,"passed",0.000247890972637986
"Node12.P.B.",0.150649982,0.1498435,0.104699,0.194927,1000,1,"passed",0.233237393417234,"passed",0.391724037766835,"passed",0.00147510530805113
"Node12.P.C.",0.839304196,0.840681,0.786646,0.892191,999.999999999999,1,"passed",0.233428592939067,"passed",0.391724037766835,"passed",0.00171821277224399
"Node13.P.A.",0.053626197,0.0527135,0.029688,0.078726,1000,1,"passed",0.27109535856813,"passed",0.391724037766835,"passed",0.000796477496687726
"Node13.P.B.",0.266002713,0.2669965,0.228349,0.301954,999.999999999999,1,"passed",0.184338687731411,"passed",0.391724037766835,"passed",0.00122763055749891
"Node13.P.C.",0.680371079,0.680212,0.622034,0.745378,1000,1,"passed",0.26404560499691,"passed",0.391724037766835,"passed",0.00201002057914212
"Node14.P.A.",0.022738869,0.022109,0.011577,0.035365,1000,1,"passed",0.261582977402831,"passed",0.391724037766835,"passed",0.000388483623796598
"Node14.P.B.",0.200322629,0.200425,0.158567,0.236553,999.999999999998,1,"passed",0.178143057948541,"passed",0.391724037766835,"passed",0.00127555221703887
"Node14.P.C.",0.776938489,0.7773165,0.728503,0.830292,1000,1,"passed",0.254113976164512,"passed",0.391724037766835,"passed",0.00165856627108562
"Node15.P.A.",0.011027093,0.0107015,0.005665,0.017193,1000,1,"passed",0.25916752054458,"passed",0.391724037766835,"passed",0.00018840009286743
"Node15.P.B.",0.151792198,0.1516235,0.11773,0.182279,999.999999999999,1,"passed",0.251569647650085,"passed",0.391724037766835,"passed",0.00104990638898393
"Node15.P.C.",0.837180692,0.837623,0.800482,0.876442,1000,1,"passed",0.252380283141279,"passed",0.391724037766835,"passed",0.00123621548172064
