"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Node639.P.C.",0.920487191,0.9227805,0.868138,0.965323,916.227766749811,1,"passed",0.767748385790325,"passed",0.963690381977747,"passed",0.00169123868459314
"Node640.P.A.",0.006694327,0.0060085,0.001079,0.013872,902.326723307797,1,"passed",0.783753954804514,"passed",0.963690381977747,"passed",0.000239660869149282
"Node640.P.B.",0.124195224,0.1234955,0.070559,0.179017,923.73722194839,1,"passed",0.945988914313713,"passed",0.963690381977747,"passed",0.00185181879670815
"Node640.P.C.",0.869110456,0.8705095,0.805936,0.927804,921.699823096097,1,"passed",0.943219288369044,"passed",0.963690381977747,"passed",0.00208519733909937
"Node641.P.A.",0.000130448,9.6e-05,1e-06,0.000358,879.641417462577,1,"passed",0.850826294410029,"passed",0.963690381977747,"passed",7.70993444876322e-06
"Node641.P.B.",0.021972199,0.020543,0.005911,0.039881,905.627658188374,1,"passed",0.788632529064698,"passed",0.963690381977747,"passed",0.000612059654232703
"Node641.P.C.",0.977897362,0.979362,0.959752,0.99408,905.279178039335,1,"passed",0.789535695680556,"passed",0.963690381977747,"passed",0.000619498010107545
"Node642.P.A.",0.002154362,0.001865,0.000272,0.004817,896.826800338626,1,"passed",0.799921966292491,"passed",0.963690381977747,"passed",8.77223611399945e-05
"Node642.P.B.",0.079971187,0.0787095,0.039495,0.123296,920.268733205704,1,"passed",0.942467811499447,"passed",0.963690381977747,"passed",0.00144487396914994
"Node642.P.C.",0.917874474,0.9194315,0.871519,0.960086,919.088997298713,1,"passed",0.711146969210624,"passed",0.963690381977747,"passed",0.00153012708991995
"Node643.P.A.",0.006728923,0.0062525,0.001463,0.012728,909.828210252075,1,"passed",0.765088949007308,"passed",0.963690381977747,"passed",0.00020416837321693
"Node643.P.B.",0.124718945,0.124487,0.076895,0.171633,925.093396381718,1,"passed",0.949395280370561,"passed",0.963690381977747,"passed",0.00161214437059619
"Node643.P.C.",0.868552138,0.8692665,0.814704,0.921047,923.716661308963,1,"passed",0.946521704794875,"passed",0.963690381977747,"passed",0.00181225238328335
"Node644.P.A.",0.001598975,0.001374,0.00021,0.0036,894.598925431113,1,"passed",0.805272382175284,"passed",0.963690381977747,"passed",6.58469919933736e-05
"Node644.P.B.",0.066376946,0.065006,0.032721,0.103992,918.134501310827,1,"passed",0.768518202673948,"passed",0.963690381977747,"passed",0.00123347404681704
"Node644.P.C.",0.9320241,0.933623,0.892121,0.966961,917.051141103713,1,"passed",0.770064250135238,"passed",0.963690381977747,"passed",0.00129761866944273
"Node645.P.A.",0.0010204,0.000912,0.000176,0.002117,900.679828913854,1,"passed",0.788463205149942,"passed",0.963690381977747,"passed",3.65552506053702e-05
"Node645.P.B.",0.052743663,0.051966,0.028603,0.078691,919.454189946883,1,"passed",0.943597620529671,"passed",0.963690381977747,"passed",0.000861722045669074
