"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Lh",-13.483844204,-13.6556075,-15.739145,-9.756679,61.1628327119506,1,"passed",0.164648744344255,"passed",0.214043814549349,"passed",0.398521272465113
"qAB",NA,0.111618,0,26.661798,251.097402548487,NA,"failed",0.00139523616702963,"failed",0.0282401022764306,NA,NA
"qAC",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qBA",NA,0.2233875,0.018845,27.256627,229.919924759504,NA,"failed",0.0018138260094227,"failed",0.0282401022764306,NA,NA
"qBC",6.567174915,0.144935,0,36.199671,65.803851478254,1,"passed",0.0559369169545532,"passed",0.134337135403747,"failed",3.62817053117271
"qCA",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qCB",0.224033409,0.149519,0,0.700421,63.6473216664378,1,"passed",0.859855418957654,"passed",0.859855418957654,"failed",0.0822736105368822
"No.Off.Parmeters",1.266,1,1,2,125.830943536376,1,"passed",0.420337107482755,"passed",0.421991977984655,"passed",0.0780319080815539
"Root.P.A.",0.076605847,0,0,0.578583,7.02245316851084,1,"passed",0.288194705783158,"passed",0.296329233768973,"failed",0.133736081795413
"Root.P.B.",0.083426546,2.8e-05,0,0.446894,11.5224650133168,1,"passed",0.129767710962922,"passed",0.20055009876088,"failed",0.0923056874751627
"Root.P.C.",0.839967604,0.999972,0,1,9.31034527207976,1,"passed",0.221461553220583,"passed",0.236287431260455,"failed",0.209839959228263
"Node0.P.A.",0.07508149,0,0,0.566967,7.1700724361143,1,"passed",0.275728815211505,"passed",0.286983052567076,"failed",0.12972543834007
"Node0.P.B.",0.085673758,2.85e-05,0,0.461205,11.1752027856267,1,"passed",0.133000170037824,"passed",0.204307490118345,"failed",0.0957401186258837
"Node0.P.C.",0.839244741,0.9999715,0,1,9.31168416435124,1,"passed",0.218973205200235,"passed",0.235541613879676,"failed",0.209706886089782
"Node1.P.A.",0.072424917,0,0,0.537579,7.58774453899428,1,"passed",0.300713163937239,"passed",0.30550540559361,"failed",0.120854708821476
"Node1.P.B.",0.087981512,3.6e-05,0,0.480753,10.2454746672957,1,"passed",0.148424923720221,"passed",0.209941235432335,"failed",0.103867468988768
"Node1.P.C.",0.839593571,0.999964,0,1,9.30001428454142,1,"passed",0.219838839621031,"passed",0.235541613879676,"failed",0.209966793557433
"Node2.P.A.",0.084338254,0,0,0.612023,7.20627715293959,1,"passed",0.294272811908924,"passed",0.301363723039259,"failed",0.141006307902742
"Node2.P.B.",0.085567734,0.000204,0,0.392954,14.987844410441,1,"passed",0.103718391298326,"passed",0.166340816233164,"failed",0.0775397802615883
"Node2.P.C.",0.830094004,0.999796,0,1,7.89543402476196,1,"passed",0.199440205131241,"passed",0.224937929695357,"failed",0.2300008911504
"Node3.P.A.",0.085129637,0,0,0.617889,7.15657748713381,1,"passed",0.296955709098325,"passed",0.302894823280292,"failed",0.142713306507553
"Node3.P.B.",0.086897553,0.000475,0,0.384231,16.0067074006997,1,"passed",0.098654584575011,"passed",0.160235153290623,"failed",0.0746991475022171
"Node3.P.C.",0.827972804,0.9995195,0,1,7.99499498145141,1,"passed",0.196223024866216,"passed",0.223378889914666,"failed",0.228485346496598
"Node4.P.A.",0.092237842,0,0,0.71446,9.65872822446284,1,"passed",0.317081809315133,"passed",0.320856592759361,"failed",0.139052565133471
"Node4.P.B.",0.073510216,6.7e-05,0,0.333312,22.3457083053853,1,"passed",0.0751185768663521,"passed",0.134337135403747,"failed",0.0558561749438616
"Node4.P.C.",0.834251942,0.9999325,0,1,7.5235145068544,1,"passed",0.2109722292148,"passed",0.229905634400743,"failed",0.23431262445039
"Node5.P.A.",0.082483043,0,0,0.579707,7.83320736888049,1,"passed",0.261938756481752,"passed",0.274874003715418,"failed",0.129257211756549
"Node5.P.B.",0.093705003,3e-04,0,0.441184,15.0452098700027,1,"passed",0.11070088082338,"passed",0.175333693229577,"failed",0.082285233868943
"Node5.P.C.",0.823811973,0.999698,1e-06,1,8.45902367877486,1,"passed",0.188589147778997,"passed",0.221613975500664,"failed",0.223624571777583
"Node6.P.A.",NA,0,0,0.255788,32.4767871670906,NA,"failed",0.00383860041097428,"failed",0.0283061996103745,NA,NA
"Node6.P.B.",0.073565344,0.0001295,0,0.333165,21.2800773254853,1,"passed",0.0785809948838653,"passed",0.134337135403747,"failed",0.0568042837649784
"Node6.P.C.",0.889119373,0.9998675,0.426999,1,22.3637499370363,1,"passed",0.18766829939287,"passed",0.221552853449916,"passed",0.0858886376764882
"Node7.P.A.",NA,0,0,0.229539,41.8656610090772,NA,"failed",0.00271188369416753,"failed",0.0282401022764306,NA,NA
