"","mean","median","HPD_lower","HPD_upper","effective_size","start_iteration","stationarity_test","stationarity_pval","staionarity_test_adjusted","adj_stationarity_pval","Halfwidth_test","halfwidth"
"Lh",-109.499770858,-109.2365325,-111.892758,-107.998892,260.849905796656,1,"passed",0.655810390694834,"passed",0.945690293047696,"passed",0.154843075342495
"qAB",4.678624372,4.095085,0,11.56608,188.244908935016,1,"passed",0.508721725660816,"passed",0.945690293047696,"failed",0.517792763748365
"qAC",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qBA",4.806403799,4.131271,0.4176,11.60665,192.527105280411,1,"passed",0.564972866320899,"passed",0.945690293047696,"failed",0.494504832729992
"qBC",11.815004611,7.518352,1.910164,42.947773,86.0932555202911,1,"passed",0.903706798400116,"passed",0.962884577737077,"failed",2.66829369347473
"qCA",NA,0,0,0,0,NA,"failed",NA,NA,NA,NA,NA
"qCB",0.898365592,0.594574,0.241595,2.824931,81.7600749900226,1,"passed",0.788451030099112,"passed",0.945690293047696,"failed",0.173476678527596
"No.Off.Parmeters",2.012,2,2,2,864.479022169913,1,"passed",0.54087066000707,"passed",0.945690293047696,"passed",0.00726214963285221
"Root.P.A.",0.288781268,0.267735,0,0.560694,179.933917833591,1,"passed",0.824489323170244,"passed",0.945690293047696,"passed",0.0221690485620313
"Root.P.B.",0.541542281,0.564686,0.275214,0.727176,249.819572736261,1,"passed",0.813096113616094,"passed",0.945690293047696,"passed",0.0149685130346855
"Root.P.C.",0.169676463,0.159081,0.046249,0.31133,282.151670815602,1,"passed",0.910298165927148,"passed",0.965601821208263,"passed",0.00830369645082049
"Node0.P.A.",0.03147846,0.00926,0,0.140645,612.839172437159,1,"passed",0.103350985491521,"passed",0.945690293047696,"failed",0.00486270120680599
"Node0.P.B.",0.244425062,0.2138615,0.027349,0.466992,79.881483766248,1,"passed",0.674884607279716,"passed",0.945690293047696,"failed",0.0331938255148513
"Node0.P.C.",0.724096493,0.742899,0.475624,0.975577,113.590169540916,1,"passed",0.857868343162223,"passed",0.94618852252482,"passed",0.0317202968251904
"Node1.P.A.",0.109478413,0.0952925,0,0.271724,263.649416016417,1,"passed",0.540439941816001,"passed",0.945690293047696,"passed",0.0107611160262333
"Node1.P.B.",0.329481963,0.3144005,0.166318,0.462508,86.1617951627018,1,"passed",0.714301038088621,"passed",0.945690293047696,"passed",0.0187273750759896
"Node1.P.C.",0.561039628,0.543424,0.367034,0.82879,337.39763324105,1,"passed",0.88044481071924,"passed",0.957268420519535,"passed",0.0126076097406725
"Node2.P.A.",0.071991892,0.0482645,0,0.221469,254.303452584384,1,"passed",0.44348244829119,"passed",0.945690293047696,"failed",0.00897912792599857
"Node2.P.B.",0.347457239,0.35345,0.167583,0.474761,118.070822602888,1,"passed",0.659718998791235,"passed",0.945690293047696,"passed",0.0152947482618506
"Node2.P.C.",0.58055086,0.566832,0.400934,0.871762,438.290566771076,1,"passed",0.896328297724034,"passed",0.962884577737077,"passed",0.0109000935674096
"Node3.P.A.",0.025767868,0.013384,0,0.094455,499.081908318942,1,"passed",0.603375468719675,"passed",0.945690293047696,"failed",0.00282582320509736
"Node3.P.B.",0.235171796,0.2113765,0.054028,0.467864,59.9302033730146,1,"passed",0.689727151375426,"passed",0.945690293047696,"failed",0.0334102368366692
"Node3.P.C.",0.739060334,0.7536985,0.495988,0.951091,87.0921896471375,1,"passed",0.757117870260074,"passed",0.945690293047696,"passed",0.0297651828884216
"Node4.P.A.",0.014598024,0.005042,0,0.063059,702.67695246352,1,"passed",0.623372079032936,"passed",0.945690293047696,"failed",0.00170868449141048
"Node4.P.B.",0.203602434,0.1645175,0.023038,0.462239,57.4877812807436,1,"passed",0.743047213397576,"passed",0.945690293047696,"failed",0.037084179949818
"Node4.P.C.",0.781799527,0.8161045,0.515055,0.975323,63.8194899054464,1,"passed",0.756184766150273,"passed",0.945690293047696,"passed",0.0365214356501238
"Node5.P.A.",0.016747871,0.0094295,0,0.060626,452.824201202087,1,"passed",0.542896394620391,"passed",0.945690293047696,"failed",0.00190159380706695
"Node5.P.B.",0.209786259,0.1787845,0.056274,0.468009,59.4066100410062,1,"passed",0.76249922739779,"passed",0.945690293047696,"failed",0.0315455409641372
"Node5.P.C.",0.773465873,0.8016215,0.510146,0.949684,66.3478585260415,1,"passed",0.773196305606851,"passed",0.945690293047696,"passed",0.0311019274928794
"Node6.P.A.",0.021203748,0.009733,0,0.082664,676.902807764569,1,"passed",0.599276229808927,"passed",0.945690293047696,"failed",0.00216529030924926
