"BT_node","origin"
"268","not_sure"
"269","D"
"270","not_sure"
"271","not_sure"
"272","D"
"273","not_sure"
"274","not_sure"
"275","not_sure"
"276","not_sure"
"277","C"
"278","not_sure"
"279","not_sure"
"280","D"
"281","not_sure"
"282","B"
"283","not_sure"
"284","D"
"285","D"
"286","D"
"287","D"
"288","not_sure"
"289","not_sure"
"290","D"
"291","D"
"292","D"
"293","D"
"294","D"
"295","not_sure"
"296","D"
"297","not_sure"
"298","not_sure"
"299","not_sure"
"300","not_sure"
"301","not_sure"
"302","not_sure"
"303","C"
"304","not_sure"
"305","C"
"306","B"
"307","not_sure"
"308","not_sure"
"309","not_sure"
"310","not_sure"
"311","B"
"312","not_sure"
"313","B"
"314","not_sure"
"315","not_sure"
"316","not_sure"
"317","not_sure"
"318","not_sure"
"319","C"
"320","not_sure"
"321","C"
"322","C"
"323","C"
"324","C"
"325","C"
"326","C"
"327","not_sure"
"328","not_sure"
"329","not_sure"
"330","not_sure"
"331","not_sure"
"332","B"
"333","B"
"334","not_sure"
"335","not_sure"
"336","B.D"
"337","not_sure"
"338","D"
"339","not_sure"
"340","B"
"341","not_sure"
"342","B"
"343","not_sure"
"344","not_sure"
"345","B"
"346","B"
"347","B"
"348","not_sure"
"349","B"
"350","not_sure"
"351","D"
"352","D"
"353","C"
"354","C"
"355","not_sure"
"356","not_sure"
"357","not_sure"
"358","not_sure"
"359","not_sure"
"360","not_sure"
"361","not_sure"
"362","not_sure"
"363","C"
"364","not_sure"
"365","D"
"366","not_sure"
"367","not_sure"
"368","B.D"
"369","not_sure"
"370","not_sure"
"371","not_sure"
"372","D"
"373","not_sure"
"374","B.D"
"375","not_sure"
"376","not_sure"
"377","not_sure"
"378","not_sure"
"379","B"
"380","not_sure"
"381","not_sure"
"382","not_sure"
"383","not_sure"
"384","not_sure"
"385","not_sure"
"386","B.C"
"387","not_sure"
"388","not_sure"
"389","B"
"390","not_sure"
"391","not_sure"
"392","not_sure"
"393","not_sure"
"394","D"
"395","D"
"396","B"
"397","B.D"
"398","B.D"
"399","not_sure"
"400","not_sure"
"401","not_sure"
"402","D"
"403","C.D"
"404","not_sure"
"405","C"
"406","D"
"407","D"
"408","not_sure"
"409","C.D"
"410","not_sure"
"411","not_sure"
"412","not_sure"
"413","D"
"414","D"
"415","D"
"416","not_sure"
"417","D"
"418","D"
"419","D"
"420","B"
"421","not_sure"
"422","not_sure"
"423","B"
"424","B"
"425","not_sure"
"426","not_sure"
"427","C.D"
"428","not_sure"
"429","not_sure"
"430","C"
"431","B"
"432","not_sure"
"433","not_sure"
"434","not_sure"
"435","B"
"436","not_sure"
"437","B"
"438","B"
"439","not_sure"
"440","not_sure"
"441","not_sure"
"442","B"
"443","C"
"444","B"
"445","not_sure"
"446","not_sure"
"447","not_sure"
"448","not_sure"
"449","not_sure"
"450","not_sure"
"451","not_sure"
"452","not_sure"
"453","D"
"454","D"
"455","not_sure"
"456","D"
"457","D"
"458","D"
"459","not_sure"
"460","not_sure"
"461","not_sure"
"462","not_sure"
"463","not_sure"
"464","D"
"465","D"
"466","not_sure"
"467","not_sure"
"468","D"
"469","D"
"470","D"
"471","not_sure"
"472","B.D"
"473","not_sure"
"474","not_sure"
"475","not_sure"
"476","not_sure"
"477","not_sure"
"478","C"
"479","D"
"480","D"
"481","D"
"482","not_sure"
"483","not_sure"
"484","not_sure"
"485","not_sure"
"486","not_sure"
"487","B.D"
"488","not_sure"
"489","not_sure"
"490","not_sure"
"491","not_sure"
"492","not_sure"
"493","not_sure"
"494","D"
"495","B.D"
"496","not_sure"
"497","B"
"498","not_sure"
"499","not_sure"
"500","not_sure"
"501","not_sure"
"502","not_sure"
"503","B.D"
"504","not_sure"
"505","D"
"506","D"
"507","D"
"508","D"
"509","D"
"510","D"
"511","D"
"512","D"
"513","D"
"514","D"
"515","D"
"516","not_sure"
"517","not_sure"
"518","D"
"519","B"
"520","B"
"521","not_sure"
"522","D"
"523","D"
"524","D"
"525","not_sure"
"526","not_sure"
"527","not_sure"
"528","D"
"529","D"
"530","not_sure"
"531","D"
"532","D"
"533","D"
"534","D"
"535","D"
"536","not_sure"
"537","D"
"538","D"
"539","D"
"540","D"
"541","D"
"542","D"
"543","D"
"544","D"
"545","D"
"546","D"
"547","D"
"548","D"
"549","B.D"
"550","D"
"551","D"
"552","D"
"553","D"
"554","D"
"555","D"
"556","not_sure"
"557","D"
"558","not_sure"
"559","D"
"560","D"
"561","D"
"562","not_sure"
"563","not_sure"
"564","not_sure"
"565","B.D"
"566","D"
"567","B"
"568","B.D"
"569","not_sure"
"570","not_sure"
"571","not_sure"
"572","not_sure"
"573","not_sure"
"574","not_sure"
"575","not_sure"
"576","B.C"
"577","B.C"
"578","C"
"579","not_sure"
"580","B"
"581","not_sure"
"582","not_sure"
"583","not_sure"
"584","C"
"585","not_sure"
"586","not_sure"
"587","C"
"588","not_sure"
"589","not_sure"
"590","C"
"591","not_sure"
"592","D"
"593","D"
"594","not_sure"
"595","not_sure"
"596","not_sure"
"597","not_sure"
"598","not_sure"
"599","not_sure"
"600","not_sure"
"601","not_sure"
"602","D"
"603","D"
"604","not_sure"
"605","not_sure"
"606","D"
"607","D"
"608","not_sure"
"609","D"
"610","D"
"611","not_sure"
"612","C"
"613","C"
"614","C"
"615","not_sure"
"616","not_sure"
"617","not_sure"
"618","not_sure"
"619","not_sure"
"620","not_sure"
"621","not_sure"
"622","not_sure"
"623","not_sure"
"624","not_sure"
"625","C"
"626","C"
"627","not_sure"
"628","not_sure"
"629","not_sure"
"630","not_sure"
"631","not_sure"
"632","not_sure"
"633","C"
"634","C"
"635","C"
"636","C"
"637","not_sure"
"638","C"
"639","C"
"640","not_sure"
"641","not_sure"
"642","not_sure"
"643","C"
"644","C"
"645","C"
"646","not_sure"
"647","not_sure"
"648","not_sure"
"649","not_sure"
"650","not_sure"
"651","not_sure"
"652","not_sure"
"653","C"
"654","not_sure"
"655","not_sure"
"656","C"
"657","not_sure"
"658","C"
"659","C"
"660","C"
"661","C"
"662","C"
"663","not_sure"
"664","C"
"665","not_sure"
"666","C"
"667","D"
"668","not_sure"
"669","not_sure"
"670","C"
"671","D"
"672","not_sure"
"673","not_sure"
"674","not_sure"
"675","not_sure"
"676","not_sure"
"677","not_sure"
"678","not_sure"
"679","not_sure"
"680","not_sure"
"681","not_sure"
"682","not_sure"
"683","not_sure"
"684","not_sure"
"685","not_sure"
"686","not_sure"
"687","C"
"688","C"
"689","C"
"690","C"
"691","C"
"692","not_sure"
"693","not_sure"
"694","not_sure"
"695","C"
"696","C"
"697","C"
"698","C"
"699","C"
"700","not_sure"
"701","not_sure"
"702","not_sure"
"703","not_sure"
"704","not_sure"
"705","D"
"706","D"
"707","D"
"708","not_sure"
"709","not_sure"
"710","C"
"711","not_sure"
"712","not_sure"
"713","not_sure"
"714","D"
"715","D"
"716","D"
"717","D"
"718","D"
"719","D"
"720","D"
