"","stationarity_pval","Halfwidth_test","mean","halfwidth"
"Node251.P.B.",0.577505653669676,"passed",0.836252882,0.00317866701830966
"Node251.P.C.",0.618805700542212,"passed",0.010693796,0.000408831554321158
"Node251.P.D.",0.0390088358899445,"passed",0.443512214,4.26678889298219e-05
"Node252.P.B.",0.661399038037333,"passed",0.521535348,0.00073144591938825
"Node252.P.C.",0.584442593234693,"passed",0.03495245,0.00073520043869131
"Node252.P.D.",0.477611980991106,"passed",0.251972746,0.00152725472467779
"Node253.P.B.",0.512281073471596,"passed",0.629311132,0.00241606321497205
"Node253.P.C.",0.568120106286652,"passed",0.118716142,0.000893444831456165
"Node253.P.D.",0.49227724196903,"passed",0.257193868,0.00172114253890788
"Node254.P.B.",0.529566216400486,"passed",0.712330174,0.00254302957347363
"Node254.P.C.",0.597506975702241,"passed",0.030475944,0.000829904271812002
"Node254.P.D.",0.557534328395498,"passed",0.079385916,0.0016846942586432
"Node255.P.B.",0.557543493091124,"passed",0.84122815,0.00336938601499263
"Node255.P.C.",0.557534328395498,"passed",0.079385916,0.0016846942586432
"Node255.P.D.",0.521422224553509,"passed",0.096642062,0.00153388182642366
"Node256.P.B.",0.521469707257291,"passed",0.806715902,0.00306776637451462
"Node256.P.C.",0.521422224553509,"passed",0.096642062,0.00153388182642366
"Node256.P.D.",0.538592375612739,"passed",0.139395386,0.00243550596689768
"Node257.P.B.",0.547640351974137,"passed",0.784953154,0.00385341859109678
"Node257.P.C.",0.562455700464473,"passed",0.075651438,0.00141897104480177
"Node257.P.D.",0.547780040050185,"passed",0.40173885,0.000298868554553799
"Node258.P.B.",0.405306857620517,"passed",0.348521236,0.000141539964883454
"Node258.P.C.",0.502339467731012,"passed",0.249739894,0.000439077310052137
"Node258.P.D.",0.526406406731183,"passed",0.475670614,0.000664982461262995
"Node259.P.B.",0.463421946889733,"passed",0.407563734,0.000478188090499096
"Node259.P.C.",0.500198613214115,"passed",0.116765672,0.00114242611713718
"Node259.P.D.",0.469519743948861,"passed",0.16667135,0.00125101443443787
"Node260.P.B.",0.446592729717085,"passed",0.388379962,0.00071339590910767
"Node260.P.C.",0.499918406067365,"passed",0.444948696,0.000538256952785837
"Node260.P.D.",0.56682747016864,"passed",0.09248778,0.00220390985918462
"Node261.P.B.",0.568578077811025,"passed",0.837364268,0.00380437000211679
"Node261.P.C.",0.570876509897454,"passed",0.070147938,0.00160058478306615
"Node261.P.D.",0.389393961525207,"passed",0.328499658,0.00163506821691709
"Node262.P.B.",0.451961075894414,"passed",0.624332396,0.00256932646057319
"Node262.P.C.",0.560594111889937,"passed",0.047167898,0.000947737424100278
"Node262.P.D.",0.632289871602468,"passed",0.508711724,0.000293669903662351
"Node263.P.B.",0.503200284417236,"passed",0.453998626,0.000438537578378659
"Node263.P.C.",0.560542399606714,"passed",0.037289642,0.000729179976638712
"Node263.P.D.",0.539604543730073,"passed",0.079206858,0.00140777271659792
"Node264.P.B.",0.45575147111197,"passed",0.54899904,0.00263993576534429
"Node264.P.C.",0.364327575487651,"passed",0.37179411,0.00124661083828028
"Node264.P.D.",0.525347633791853,"passed",0.090200902,0.00130576516428885
"Node265.P.B.",0.641005281455424,"passed",0.378975856,0.000410949737378037
"Node265.P.C.",0.471442256813121,"passed",0.530823222,0.000897968822027942
"Node265.P.D.",0.509271235240452,"passed",0.110253854,0.00139212657085974
"Node266.P.B.",0.468499085131397,"passed",0.588917296,0.00250528836755726
"Node266.P.C.",0.41823139090652,"passed",0.30082886,0.00111665059123735
"Node266.P.D.",0.514903209970772,"passed",0.105255854,0.00161694819486847
"Node267.P.B.",0.514924497196885,"passed",0.789488342,0.00323389400721563
"Node267.P.C.",0.514903209970772,"passed",0.105255854,0.00161694819486847
"Node267.P.D.",0.432873812606485,"passed",0.19415195,0.00184848136685978
"Node268.P.B.",0.440595625436434,"passed",0.178187354,0.00170240415292755
"Node268.P.C.",0.436572227188659,"passed",0.627660722,0.00355082791296343
"Node268.P.D.",0.47296089065849,"passed",0.146194202,0.00169357669325689
"Node269.P.B.",0.47296089065849,"passed",0.146194202,0.00169357669325689
"Node269.P.C.",0.472962503892494,"passed",0.7076116,0.00338715939415982
"Node269.P.D.",0.0693014315328271,"passed",0.38022369,6.04229334801247e-05
"Node270.P.B.",0.710137327168815,"passed",0.3436325,1.71488001664459e-05
"Node270.P.C.",0.0591290500170418,"passed",0.276143814,6.24025638698659e-05
"Node270.P.D.",0.62124966749949,"passed",0.506459638,0.000362351213092623
"Node271.P.B.",0.501748900966593,"passed",0.450677824,0.0004668052281175
"Node271.P.C.",0.558041685895241,"passed",0.042862546,0.000826447804606238
"Node271.P.D.",0.49502775231643,"passed",0.118004394,0.00155240189567151
"Node272.P.B.",0.49502775231643,"passed",0.118004394,0.00155240189567151
"Node272.P.C.",0.495033603149196,"passed",0.763991218,0.00310480239289084
"Node272.P.D.",0.575019265061026,"passed",0.16816212,0.00376793446809829
"Node273.P.B.",0.546861820323247,"passed",0.726565614,0.00476945262111482
"Node273.P.C.",0.447091142513256,"passed",0.10527227,0.00100505449324328
"Node273.P.D.",0.709715058856124,"passed",0.21860593,0.000381605913480811
"Node274.P.B.",0.226590582658731,"passed",0.224551778,0.000225858730829932
"Node274.P.C.",0.531967713713994,"passed",0.556842288,0.000581587368129402
"Node274.P.D.",0.460653742477629,"passed",0.183608786,0.00174950416500155
"Node275.P.B.",0.439369637924605,"passed",0.345922018,0.000503719546337627
"Node275.P.C.",0.46902504095647,"passed",0.470469196,0.00124653512057032
"Node275.P.D.",0.477223097562309,"passed",0.158549894,0.00167442872246406
"Node276.P.B.",0.433356538992315,"passed",0.507505224,0.00247949541034669
"Node276.P.C.",0.34840168994425,"passed",0.333944824,0.000810938255011794
"Node276.P.D.",0.474166968964737,"passed",0.15294327,0.00191449583436557
"Node277.P.B.",0.474182582365152,"passed",0.694113454,0.00382899147946816
"Node277.P.C.",0.474166968964737,"passed",0.15294327,0.00191449583436557
"Node277.P.D.",0.26134228715496,"passed",0.33246011,0.00180614914972788
"Node278.P.B.",0.618569234062675,"passed",0.215052664,0.00039779029383009
"Node278.P.C.",0.194974997280201,"passed",0.45248723,0.00146874224469949
"Node278.P.D.",0.279290782088843,"passed",0.35567185,0.00244682957466283
"Node279.P.B.",0.485354786784749,"passed",0.149964028,0.00115637938537501
"Node279.P.C.",0.165802289938418,"passed",0.494364068,0.00136024821719472
"Node279.P.D.",0.679900174152422,"passed",0.122009184,0.000663123300718899
"Node280.P.B.",0.587419666200465,"passed",0.060772504,0.00109836425903233
"Node280.P.C.",0.628336750863479,"passed",0.817218312,0.00175724110183387
"Node280.P.D.",0.364139298728225,"passed",0.45716193,0.00302288036615079
"Node281.P.B.",0.479224046811723,"passed",0.164260662,0.00132804002624983
"Node281.P.C.",0.287169309690442,"passed",0.378577396,0.00171697628410228
"Node281.P.D.",0.504108373121972,"passed",0.759641046,0.00342328536040336
"Node282.P.B.",0.467799911836199,"passed",0.20132816,0.00241237412846579
"Node282.P.C.",0.584125760560813,"passed",0.039030788,0.00102021557315418
"Node282.P.D.",0.442632286099414,"passed",0.578215324,0.00228499446719775
"Node283.P.B.",0.41698529769843,"passed",0.262291172,0.00121355269300736
"Node283.P.C.",0.47211555707776,"passed",0.159493476,0.00107267306057464
"Node283.P.D.",0.606468572525205,"passed",0.032116766,0.000964937186683017
"Node284.P.B.",0.606966334515238,"passed",0.03493272,0.00105712815298162
"Node284.P.C.",0.606733386580356,"passed",0.932950516,0.00202205642444279
"Node284.P.D.",0.471535699399777,"passed",0.147939186,0.00169951173034482
"Node285.P.B.",0.471535699399777,"passed",0.147939186,0.00169951173034482
"Node285.P.C.",0.471544407375565,"passed",0.70412166,0.00339902234844665
"Node285.P.D.",0.585699907128351,"passed",0.04432288,0.00105834488134267
"Node286.P.B.",0.57501192333255,"passed",0.055053474,0.00126100086667161
"Node286.P.C.",0.579970161875667,"passed",0.900623646,0.00231915533001449
"Node286.P.D.",0.587278499064986,"passed",0.040263294,0.00102772068990913
"Node287.P.B.",0.554526825445807,"passed",0.065904926,0.00133346993462704
"Node287.P.C.",0.569279396781086,"passed",0.89383178,0.00236030878839462
"Node287.P.D.",0.557390324051462,"passed",0.057700468,0.001187471171654
"Node288.P.B.",0.497360627084053,"passed",0.118225138,0.00142367195422783
"Node288.P.C.",0.525138061176774,"passed",0.824074398,0.00260928059675604
"Node288.P.D.",0.513064506785909,"passed",0.09860104,0.00127532203457301
"Node289.P.B.",0.428545031749451,"passed",0.232995902,0.000783622350887727
"Node289.P.C.",0.480724707449655,"passed",0.668403056,0.00205688302162848
"Node289.P.D.",0.5125886505395,"passed",0.094016342,0.00136464081750711
"Node290.P.B.",0.5125886505395,"passed",0.094016342,0.00136464081750711
"Node290.P.C.",0.512605993699839,"passed",0.811967282,0.00272928590523838
"Node290.P.D.",0.595745206737762,"passed",0.048551966,0.00130315041307753
"Node291.P.B.",0.571240601414959,"passed",0.070984886,0.00142104533349583
"Node291.P.C.",0.583259868986813,"passed",0.88046318,0.00272364547783736
"Node291.P.D.",0.56837035352628,"passed",0.065902534,0.00146847065798193
"Node292.P.B.",0.56837035352628,"passed",0.065902534,0.00146847065798193
"Node292.P.C.",0.568382686186222,"passed",0.86819492,0.00293694019146659
"Node292.P.D.",0.544783113241029,"passed",0.077562244,0.00150142274446216
"Node293.P.B.",0.544783113241029,"passed",0.077562244,0.00150142274446216
"Node293.P.C.",0.544795347772248,"passed",0.844875462,0.00300284261373824
"Node293.P.D.",0.505042733432044,"passed",0.10455422,0.00145483720733692
"Node294.P.B.",0.505042733432044,"passed",0.10455422,0.00145483720733692
"Node294.P.C.",0.505025774010889,"passed",0.790891572,0.00290967319230438
"Node294.P.D.",0.483375928678819,"passed",0.151593956,0.00155462041111218
"Node295.P.B.",0.432060647962855,"passed",0.266926146,0.000513863425684016
"Node295.P.C.",0.47045893986771,"passed",0.581479918,0.00206804138114746
"Node295.P.D.",0.489637528897272,"passed",0.125058644,0.00159574862931455
"Node296.P.B.",0.489637528897272,"passed",0.125058644,0.00159574862931455
"Node296.P.C.",0.489647030514408,"passed",0.749882734,0.00319149924570312
"Node296.P.D.",0.590372187768315,"passed",0.154328382,0.00431702730439212
"Node297.P.B.",0.595388669633981,"passed",0.826382662,0.00498204466939557
"Node297.P.C.",0.610225412995638,"passed",0.01928892,0.000675451330796875
"Node297.P.D.",0.349169510553774,"passed",0.303709696,0.00231533570519973
"Node298.P.B.",0.42529380410821,"passed",0.58750743,0.00407392165427017
"Node298.P.C.",0.530167371893686,"passed",0.108782832,0.0017836718677275
"Node298.P.D.",0.473577998989139,"passed",0.433502616,0.00107293238136191
"Node299.P.B.",0.438235231364308,"passed",0.379963506,0.000453596453683202
"Node299.P.C.",0.462963265056546,"passed",0.1865339,0.00152638139600882
"Node299.P.D.",0.431696757821005,"passed",0.22511052,0.00131975119567246
"Node300.P.B.",0.384569962805404,"passed",0.357670664,0.000614592089808061
"Node300.P.C.",0.47413901482848,"passed",0.417218794,0.000706845591116389
"Node300.P.D.",0.418147910261281,"passed",0.236340652,0.00282395482807485
"Node301.P.B.",0.451780760815907,"passed",0.62501623,0.00436162921277009
"Node301.P.C.",0.513228813119718,"passed",0.138643094,0.00154616217561457
"Node301.P.D.",0.412806976580056,"passed",0.272571868,0.00270567448628154
"Node302.P.B.",0.472420930891122,"passed",0.671890658,0.00411399660604605
"Node302.P.C.",0.581795540228147,"passed",0.055537466,0.00143068118178102
"Node302.P.D.",0.495268503132349,"passed",0.1294858,0.00204887058693721
"Node303.P.B.",0.44854530774815,"passed",0.623034748,0.00415332207681907
"Node303.P.C.",0.404430812099507,"passed",0.247479414,0.00210961124528863
"Node303.P.D.",0.464064900243659,"passed",0.17728836,0.00128480820950928
"Node304.P.B.",0.437979566447419,"passed",0.382372088,0.000712055539270149
"Node304.P.C.",0.49655334411952,"passed",0.440339562,0.000573527515613032
"Node304.P.D.",0.460858304101007,"passed",0.167033976,0.00194945886430466
"Node305.P.B.",0.460854404251118,"passed",0.665932046,0.00389891959846776
"Node305.P.C.",0.460858304101007,"passed",0.167033976,0.00194945886430466
"Node305.P.D.",0.600890297765213,"passed",0.533521134,0.000788283394105353
"Node306.P.B.",0.53338470505782,"passed",0.42571033,0.000225786590901134
"Node306.P.C.",0.585918800361354,"passed",0.04076853,0.00101382746266553
"Node306.P.D.",0.519409679938214,"passed",0.477695706,0.000739691052406417
"Node307.P.B.",0.465095852861541,"passed",0.40267754,0.000434633956576144
"Node307.P.C.",0.499380538078921,"passed",0.119626786,0.00117380241804182
"Node307.P.D.",0.471366306017035,"passed",0.162841234,0.00123684195584476
"Node308.P.B.",0.449504328807409,"passed",0.3905875,0.00071218178892121
"Node308.P.C.",0.5010497776856,"passed",0.446571264,0.000525253873000352
"Node308.P.D.",0.592383858957627,"passed",0.49706371,0.000596816966990473
"Node309.P.B.",0.496469449948496,"passed",0.440133992,0.000550775868447808
"Node309.P.C.",0.54792903631004,"passed",0.062802306,0.00114570139883121
"Node309.P.D.",0.444855781466593,"passed",0.208136548,0.00133172803454219
"Node310.P.B.",0.407020234321049,"passed",0.365950618,0.000667016246479145
"Node310.P.C.",0.483675797614709,"passed",0.425912814,0.000666005321420136
"Node310.P.D.",0.536160458468489,"passed",0.216303978,0.00347427686518916
"Node311.P.B.",0.545821062454926,"passed",0.738062162,0.00428149403032165
"Node311.P.C.",0.576649678446255,"passed",0.045633852,0.000816339086417482
"Node311.P.D.",0.173471922372057,"passed",0.427343748,0.000770035817361575
"Node312.P.B.",0.395703240013237,"passed",0.509646068,0.0019870163359448
"Node312.P.C.",0.575299975872357,"passed",0.063010194,0.00129331349066394
"Node312.P.D.",0.645464143937247,"passed",0.527930424,0.000671502585994745
"Node313.P.B.",0.5007294503255,"passed",0.438545714,0.000303155198675743
"Node313.P.C.",0.604546695157075,"passed",0.033523866,0.000972191049409632
"Node313.P.D.",0.308879399854108,"passed",0.366824458,0.00123437865657407
"Node314.P.B.",0.431434763293525,"passed",0.56592133,0.00256750279627199
"Node314.P.C.",0.553459747908681,"passed",0.067254252,0.00136064243055144
"Node314.P.D.",0.587034791137101,"passed",0.494710272,0.00064688205868666
"Node315.P.B.",0.495228917476852,"passed",0.437938434,0.000566993433596494
"Node315.P.C.",0.545335773775119,"passed",0.06735132,0.00121213704588464
"Node315.P.D.",0.567027791453168,"passed",0.20362384,0.00282631506014565
"Node316.P.B.",0.582710770075331,"passed",0.670137382,0.0032376702858792
"Node316.P.C.",0.623667120756632,"passed",0.126238766,0.0004299761049491
"Node316.P.D.",0.591745066018532,"passed",0.142727896,0.00340971561518528
"Node317.P.B.",0.588047848526883,"passed",0.79147525,0.00422910476311571
"Node317.P.C.",0.570335252700362,"passed",0.065796834,0.000823624746721666
"Node317.P.D.",0.57788190999265,"passed",0.21308391,0.00303435086812143
"Node318.P.B.",0.589534866704778,"passed",0.77248197,0.00358729004826697
"Node318.P.C.",0.614606014630519,"passed",0.014434146,0.000569028675427192
"Node318.P.D.",0.620491947898444,"passed",0.08218455,0.00234846809017649
"Node319.P.B.",0.611288959442177,"passed",0.819078932,0.00425278782811895
"Node319.P.C.",0.599727769995898,"passed",0.098736554,0.00190453703317257
"Node319.P.D.",0.437789519830465,"passed",0.217642584,0.00132869068986756
"Node320.P.B.",0.395022116957476,"passed",0.361240064,0.000640158838040511
"Node320.P.C.",0.478605134196713,"passed",0.42111736,0.000690031139447052
"Node320.P.D.",0.639491864673222,"passed",0.064467954,0.00244911564879331
"Node321.P.B.",0.641138000485231,"passed",0.895199696,0.00407705874824195
"Node321.P.C.",0.642697454985864,"passed",0.040332342,0.0016289991171406
"Node321.P.D.",0.577302384285106,"passed",0.097996274,0.00228883526353841
"Node322.P.B.",0.577293350330876,"passed",0.804007424,0.00457767257365182
"Node322.P.C.",0.577302384285106,"passed",0.097996274,0.00228883526353841
"Node322.P.D.",0.588244402157536,"passed",0.08169131,0.00213320287435967
"Node323.P.B.",0.588237293307654,"passed",0.836617386,0.0042664056000504
"Node323.P.C.",0.588244402157536,"passed",0.08169131,0.00213320287435967
"Node323.P.D.",0.569116488428446,"passed",0.087893968,0.00210470417236241
"Node324.P.B.",0.56912577819428,"passed",0.824212074,0.00420941186143995
"Node324.P.C.",0.569116488428446,"passed",0.087893968,0.00210470417236241
"Node324.P.D.",0.53710907171289,"passed",0.102347624,0.00204174015080774
"Node325.P.B.",0.537108418854765,"passed",0.795304718,0.00408347883636533
"Node325.P.C.",0.53710907171289,"passed",0.102347624,0.00204174015080774
"Node325.P.D.",0.492460068591559,"passed",0.132566396,0.00182105797080924
"Node326.P.B.",0.492458532078334,"passed",0.734867234,0.0036421110610444
"Node326.P.C.",0.492460068591559,"passed",0.132566396,0.00182105797080924
"Node326.P.D.",0.436786599612279,"passed",0.208300692,0.00283633656297501
"Node327.P.B.",0.46788095141895,"passed",0.684093328,0.00469439750078013
"Node327.P.C.",0.515161848598612,"passed",0.107605976,0.00186358435189445
"Node327.P.D.",0.459358321790974,"passed",0.167896384,0.00175998424424362
"Node328.P.B.",0.40293811256982,"passed",0.499464214,0.00271312135947648
"Node328.P.C.",0.310172564884314,"passed",0.332639378,0.000961842812577747
"Node328.P.D.",0.454395445113908,"passed",0.193923398,0.00132024557071934
"Node329.P.B.",0.422597274625958,"passed",0.373313738,0.000695588302917039
"Node329.P.C.",0.490185212259182,"passed",0.432762846,0.000625686964790113
"Node329.P.D.",0.329822132598737,"passed",0.35898526,0.00132647057616579
"Node330.P.B.",0.435293635634039,"passed",0.576300782,0.00257603186163914
"Node330.P.C.",0.553021033855491,"passed",0.064713928,0.00127265771326399
"Node330.P.D.",0.599556573869913,"passed",0.49988067,0.000533004219029283
"Node331.P.B.",0.498040973729669,"passed",0.442939384,0.000529375592575147
"Node331.P.C.",0.550968577985537,"passed",0.057179968,0.00106028671292578
"Node331.P.D.",0.51537433256815,"passed",0.65693586,0.00206562583291175
"Node332.P.B.",0.450668846403692,"passed",0.317713,0.00135309616555082
"Node332.P.C.",0.61078040979769,"passed",0.02535115,0.000731356182128408
"Node332.P.D.",0.485941731146562,"passed",0.72039029,0.0041964877129087
"Node333.P.B.",0.436441574560182,"passed",0.218491864,0.00266000091531277
"Node333.P.C.",0.56884974813406,"passed",0.061117826,0.00154950795538545
"Node333.P.D.",0.437722899735829,"passed",0.560470218,0.00228080077483385
"Node334.P.B.",0.407958141051284,"passed",0.271629566,0.00117593092544264
"Node334.P.C.",0.469964837242249,"passed",0.167900194,0.00110639712130985
"Node334.P.D.",0.443276128438301,"passed",0.63455008,0.00326004988098905
"Node335.P.B.",0.39099003795969,"passed",0.26040117,0.00170821357204112
"Node335.P.C.",0.502653562197601,"passed",0.105048738,0.00155810956108501
"Node335.P.D.",0.340732240502296,"passed",0.373719882,0.000609945943600603
"Node336.P.B.",0.411514263502746,"passed",0.2746708,0.000611063631375209
"Node336.P.C.",0.0983730250538662,"passed",0.351609332,4.57974095673404e-05
"Node336.P.D.",0.545794621254707,"passed",0.072863888,0.00138884790229513
"Node337.P.B.",0.483617939376032,"passed",0.141000336,0.00144122952227232
"Node337.P.C.",0.514411549453678,"passed",0.78613576,0.00282819368576363
"Node337.P.D.",0.505221948643036,"passed",0.104273644,0.00145259365029936
"Node338.P.B.",0.505221948643036,"passed",0.104273644,0.00145259365029936
"Node338.P.C.",0.505239142246742,"passed",0.791452692,0.00290518296925451
"Node338.P.D.",0.465866720005686,"passed",0.173867986,0.00127482536446214
"Node339.P.B.",0.440874748127164,"passed",0.384289016,0.00071325301698797
"Node339.P.C.",0.497658351485386,"passed",0.441842976,0.00056230472492885
"Node339.P.D.",0.295515338928132,"passed",0.391349054,0.00169476013509707
"Node340.P.B.",0.410879621719378,"passed",0.497647994,0.00212609694200856
"Node340.P.C.",0.692723524852973,"passed",0.11100293,0.000522268625934494
"Node340.P.D.",0.447978208297224,"passed",0.176160342,0.00174993342060303
"Node341.P.B.",0.447978208297224,"passed",0.176160342,0.00174993342060303
"Node341.P.C.",0.447972490912436,"passed",0.64767928,0.00349986914537473
"Node341.P.D.",0.316514324588828,"passed",0.424785566,0.0019622679090642
"Node342.P.B.",0.400308776620134,"passed",0.555599514,0.00263956399506201
"Node342.P.C.",0.62241156417761,"passed",0.019614946,0.000732937125218038
"Node342.P.D.",0.562364741572397,"passed",0.482463996,0.000869068500687282
"Node343.P.B.",0.488294699618932,"passed",0.427933414,0.000634429852092628
"Node343.P.C.",0.531438679432839,"passed",0.089602596,0.00150238773430246
"Node343.P.D.",0.326666922584416,"passed",0.383007998,0.00185940347967121
"Node344.P.B.",0.424502317637098,"passed",0.566717554,0.00304789261181173
"Node344.P.C.",0.581027336857059,"passed",0.050274444,0.00122771222638039
"Node344.P.D.",0.485248683986466,"passed",0.648176502,0.00262259353677651
"Node345.P.B.",0.435694470376718,"passed",0.273793972,0.00146255775587963
"Node345.P.C.",0.54596088027559,"passed",0.078029562,0.00116652584331383
"Node345.P.D.",0.518430015647851,"passed",0.788322004,0.00292662961434201
"Node346.P.B.",0.490872072184605,"passed",0.200063638,0.00245665339337992
"Node346.P.C.",0.624288928536544,"passed",0.011614358,0.000484403300971336
"Node346.P.D.",0.497729296377758,"passed",0.67329388,0.00219722454860148
"Node347.P.B.",0.440898827008913,"passed",0.290091008,0.00135113755391591
"Node347.P.C.",0.581749548903087,"passed",0.036615082,0.000855499235559035
"Node347.P.D.",0.462806157035995,"passed",0.179653348,0.00129119201243451
"Node348.P.B.",0.43601182246493,"passed",0.381057146,0.000710797373632756
"Node348.P.C.",0.49572632756036,"passed",0.439289528,0.000581202715365498
"Node348.P.D.",0.524128491476349,"passed",0.818528422,0.00281788484344425
"Node349.P.B.",0.50039335481604,"passed",0.168643318,0.00234829875622043
"Node349.P.C.",0.618583149670728,"passed",0.012828198,0.000478903335047407
"Node349.P.D.",0.51834220215222,"passed",0.112658438,0.00159055091337087
"Node350.P.B.",0.47721996633994,"passed",0.192821262,0.0011217263742369
"Node350.P.C.",0.501346102458723,"passed",0.694520292,0.00271164839374317
"Node350.P.D.",0.525184201066467,"passed",0.097905452,0.00165940701473265
"Node351.P.B.",0.525184201066467,"passed",0.097905452,0.00165940701473265
"Node351.P.C.",0.525155320509119,"passed",0.804189076,0.00331880861750012
"Node351.P.D.",0.509862817715937,"passed",0.097834792,0.00139872792020735
"Node352.P.B.",0.509862817715937,"passed",0.097834792,0.00139872792020735
"Node352.P.C.",0.509892595781928,"passed",0.804330414,0.0027974574212724
"Node352.P.D.",0.474579804620849,"passed",0.153096572,0.00245669101207438
"Node353.P.B.",0.474578552699221,"passed",0.693806858,0.00491338415488362
"Node353.P.C.",0.474579804620849,"passed",0.153096572,0.00245669101207438
"Node353.P.D.",0.428810915299883,"passed",0.19881739,0.00193764760172468
"Node354.P.B.",0.428815807397486,"passed",0.60236522,0.00387529536044109
"Node354.P.C.",0.428810915299883,"passed",0.19881739,0.00193764760172468
"Node354.P.D.",0.509761095453953,"passed",0.133216614,0.00218315557146623
"Node355.P.B.",0.134597153835772,"passed",0.297309802,4.14392215057212e-05
"Node355.P.C.",0.518655864585723,"passed",0.56947356,0.00215836590347725
"Node355.P.D.",0.375768362212141,"passed",0.286010564,0.00098358020337814
"Node356.P.B.",0.375427018309626,"passed",0.372313916,0.000812679119653328
"Node356.P.C.",0.377431067598121,"passed",0.341675516,0.000170904252168274
"Node356.P.D.",0.498255945527904,"passed",0.12989216,0.00193337844787648
"Node357.P.B.",0.444663250958503,"passed",0.19220218,0.00154467242528732
"Node357.P.C.",0.4742895497328,"passed",0.677905694,0.00347683413695893
"Node357.P.D.",0.446164478534101,"passed",0.206294278,0.00133128937147142
"Node358.P.B.",0.409108982360089,"passed",0.36688402,0.000671495187758845
"Node358.P.C.",0.484519657795524,"passed",0.426821694,0.000661053705921584
"Node358.P.D.",0.468306475949315,"passed",0.151904814,0.00171177810400405
"Node359.P.B.",0.468306475949315,"passed",0.151904814,0.00171177810400405
"Node359.P.C.",0.468313031608896,"passed",0.696190412,0.00342355748145056
"Node359.P.D.",0.573458346617838,"passed",0.488225574,0.000771792134796118
"Node360.P.B.",0.491581779838606,"passed",0.432403104,0.000605693470534135
"Node360.P.C.",0.538102107270547,"passed",0.079371316,0.00137610910095994
"Node360.P.D.",0.519139878997973,"passed",0.119947138,0.0020388400265423
"Node361.P.B.",0.441032339620429,"passed",0.276892186,0.000264265448076324
"Node361.P.C.",0.50984034382262,"passed",0.6031607,0.002302747535959
"Node361.P.D.",0.501283082078749,"passed",0.12377321,0.00186565260089573
"Node362.P.B.",0.399888320892776,"passed",0.489950614,0.00288210094394951
"Node362.P.C.",0.250723843146343,"passed",0.386276206,0.00104654628350589
"Node362.P.D.",0.433568820280777,"passed",0.194253286,0.00194720045542653
"Node363.P.B.",0.433575107735336,"passed",0.611493432,0.00389440168035726
"Node363.P.C.",0.433568820280777,"passed",0.194253286,0.00194720045542653
"Node363.P.D.",0.495776576602165,"passed",0.128473996,0.00151249721643481
"Node364.P.B.",0.41525056740683,"passed",0.250090478,0.000729022013527664
"Node364.P.C.",0.469207084600821,"passed",0.621435528,0.00223985821494431
"Node364.P.D.",0.490048132961973,"passed",0.124525166,0.00159265898800923
"Node365.P.B.",0.490048132961973,"passed",0.124525166,0.00159265898800923
"Node365.P.C.",0.490049834368722,"passed",0.750949656,0.00318531528989794
"Node365.P.D.",0.403015614380337,"passed",0.228206928,0.00172719866361223
"Node366.P.B.",0.438114857359813,"passed",0.191524384,0.00151257603977436
"Node366.P.C.",0.419279112629681,"passed",0.580268704,0.00323899444751857
"Node366.P.D.",0.394598182835056,"passed",0.278579494,0.000965840555111926
"Node367.P.B.",0.395818075673053,"passed",0.403057906,0.00123021133796945
"Node367.P.C.",0.400091823208446,"passed",0.318362574,0.000264373128782642
"Node367.P.D.",0.449192369928359,"passed",0.4817471,0.0013974759780187
"Node368.P.B.",0.436199849268127,"passed",0.229111634,0.00128316455891145
"Node368.P.C.",0.589754334630924,"passed",0.289141276,0.000116172447434538
"Node368.P.D.",0.453351937968589,"passed",0.622769138,0.00224746504087153
"Node369.P.B.",0.435412485416768,"passed",0.237775932,0.00126600284200324
"Node369.P.C.",0.476666999420851,"passed",0.139454918,0.000982157126940725
"Node369.P.D.",0.468106474834777,"passed",0.156041638,0.0017151910681954
"Node370.P.B.",0.413666755061777,"passed",0.520104116,0.00279906865028299
"Node370.P.C.",0.334840846066525,"passed",0.323854264,0.00109117410869457
"Node370.P.D.",0.465553037877464,"passed",0.17447743,0.00127666865786572
"Node371.P.B.",0.440437715528116,"passed",0.383946164,0.000713090201223861
"Node371.P.C.",0.49742820506058,"passed",0.441576426,0.000564316696510954
"Node371.P.D.",0.37683025616867,"passed",0.25342287,0.00143767223043682
"Node372.P.B.",0.486134693386979,"passed",0.135962008,0.00187988811926066
"Node372.P.C.",0.437439216660519,"passed",0.610615094,0.00331209032962313
"Node372.P.D.",0.468690747950232,"passed",0.15145087,0.00171046052973031
"Node373.P.B.",0.468690747950232,"passed",0.15145087,0.00171046052973031
"Node373.P.C.",0.468684929137837,"passed",0.697098288,0.00342092086874959
"Node373.P.D.",0.445693418827448,"passed",0.477016976,0.00141423392168698
"Node374.P.B.",0.432213231373724,"passed",0.234462688,0.00127446640454421
"Node374.P.C.",0.566233880737739,"passed",0.288520318,0.000141410321796365
"Node374.P.D.",0.452677382643882,"passed",0.619693052,0.00225209218809505
"Node375.P.B.",0.434293759112111,"passed",0.239511902,0.00126419962024753
"Node375.P.C.",0.476381967678668,"passed",0.14079506,0.000988618602923071
"Node375.P.D.",0.454404862232907,"passed",0.367790624,0.0004718520497995
"Node376.P.B.",0.415025046428654,"passed",0.245737542,0.00138159538359346
"Node376.P.C.",0.39535747941676,"passed",0.38647186,0.000910252732049566
