"BT_node","origin"
"Root","B"
"0","not_sure"
"1","not_sure"
"2","not_sure"
"3","not_sure"
"4","A"
"5","A"
"6","A"
"7","not_sure"
"8","not_sure"
"9","not_sure"
"10","not_sure"
"11","not_sure"
"12","not_sure"
"13","C"
"14","C"
"15","not_sure"
"16","C"
"17","not_sure"
"18","C"
"19","C"
"20","C"
"21","not_sure"
"22","B"
"23","not_sure"
"24","not_sure"
"25","not_sure"
"26","C"
"27","C"
"28","C"
"29","B"
"30","B"
"31","C"
"32","B"
"33","C"
"34","C"
"35","not_sure"
"36","not_sure"
"37","B"
"38","B"
"39","B"
"40","not_sure"
"41","C"
"42","not_sure"
"43","C"
"44","not_sure"
"45","B"
"46","B"
"47","B"
"48","B"
"49","not_sure"
"50","C"
"51","C"
"52","C"
"53","A"
"54","not_sure"
"55","not_sure"
"56","not_sure"
"57","not_sure"
"58","not_sure"
"59","not_sure"
"60","not_sure"
"61","C"
"62","not_sure"
"63","C"
"64","not_sure"
"65","not_sure"
"66","B"
"67","not_sure"
"68","A"
"69","not_sure"
"70","not_sure"
"71","not_sure"
"72","not_sure"
"73","C"
"74","B"
"75","C"
"76","C"
"77","not_sure"
"78","C"
"79","not_sure"
"80","B"
"81","B"
"82","B"
"83","B"
"84","B"
"85","B"
"86","B"
"87","B"
"88","B"
"89","not_sure"
"90","B"
"91","C"
"92","A"
"93","not_sure"
"94","B"
"95","B"
"96","C"
"97","C"
"98","A"
"99","C"
"100","not_sure"
"101","not_sure"
"102","C"
"103","A"
"104","A"
"105","not_sure"
"106","C"
"107","C"
"108","A"
"109","A"
"110","not_sure"
"111","not_sure"
"112","not_sure"
"113","not_sure"
"114","not_sure"
"115","not_sure"
"116","not_sure"
"117","not_sure"
"118","not_sure"
"119","not_sure"
"120","not_sure"
"121","not_sure"
"122","not_sure"
"123","not_sure"
"124","not_sure"
"125","not_sure"
"126","not_sure"
"127","not_sure"
"128","not_sure"
"129","not_sure"
"130","not_sure"
"131","not_sure"
"132","not_sure"
"133","not_sure"
"134","not_sure"
"135","C"
"136","not_sure"
"137","not_sure"
"138","not_sure"
"139","not_sure"
"140","C"
"141","C"
"142","C"
"143","C"
"144","C"
"145","C"
"146","C"
"147","B"
"148","not_sure"
"149","not_sure"
"150","B"
"151","B"
"152","C"
"153","C"
"154","C"
"155","not_sure"
"156","B"
"157","B"
"158","B"
"159","B"
"160","not_sure"
"161","not_sure"
"162","not_sure"
"163","C"
"164","not_sure"
"165","not_sure"
"166","C"
"167","not_sure"
"168","not_sure"
"169","not_sure"
"170","not_sure"
"171","C"
"172","B"
"173","B"
"174","B"
"175","not_sure"
"176","not_sure"
"177","C"
"178","not_sure"
"179","not_sure"
"180","A"
"181","C"
"182","not_sure"
"183","B"
"184","B"
"185","B"
"186","C"
"187","C"
"188","not_sure"
"189","not_sure"
"190","not_sure"
"191","not_sure"
"192","not_sure"
"193","B"
"194","B"
"195","not_sure"
"196","not_sure"
"197","not_sure"
"198","not_sure"
"199","not_sure"
"200","C"
"201","C"
"202","not_sure"
"203","not_sure"
"204","not_sure"
"205","C"
"206","not_sure"
"207","B"
"208","B"
"209","B"
"210","B"
"211","C"
"212","B"
"213","C"
"214","C"
"215","C"
"216","C"
"217","C"
"218","C"
"219","C"
"220","C"
"221","B"
"222","C"
"223","B"
"224","B"
"225","not_sure"
"226","B"
"227","B"
"228","B"
"229","B"
"230","B"
"231","B"
"232","B"
"233","C"
"234","B"
"235","C"
"236","C"
"237","C"
"238","B"
"239","B"
"240","B"
"241","B"
"242","B"
"243","B"
"244","not_sure"
"245","not_sure"
"246","B"
"247","B"
"248","not_sure"
"249","not_sure"
"250","B"
"251","not_sure"
"252","not_sure"
"253","not_sure"
"254","not_sure"
"255","B"
"256","B"
"257","B"
"258","B"
"259","B"
"260","B"
"261","B"
"262","not_sure"
"263","B"
"264","B"
"265","B"
"266","not_sure"
"267","not_sure"
"268","B"
"269","C"
"270","C"
"271","B"
"272","B"
"273","C"
"274","C"
"275","not_sure"
"276","B"
"277","C"
"278","not_sure"
"279","C"
"280","B"
"281","not_sure"
"282","B"
"283","C"
"284","C"
"285","not_sure"
"286","C"
"287","B"
"288","B"
"289","B"
"290","C"
"291","C"
"292","C"
"293","C"
"294","C"
"295","not_sure"
"296","B"
"297","B"
"298","C"
"299","C"
