"BT_node","origin"
"300","B"
"301","B"
"302","C"
"303","B"
"304","not_sure"
"305","not_sure"
"306","not_sure"
"307","C"
"308","C"
"309","C"
"310","C"
"311","B"
"312","C"
"313","A"
"314","B"
"315","B"
"316","B"
"317","B"
"318","not_sure"
"319","B"
"320","B"
"321","B"
"322","B"
"323","B"
"324","B"
"325","C"
"326","A"
"327","A"
"328","not_sure"
"329","C"
"330","not_sure"
"331","not_sure"
"332","C"
"333","not_sure"
"334","B"
"335","not_sure"
"336","not_sure"
"337","C"
"338","A"
"339","A"
"340","not_sure"
"341","not_sure"
"342","A"
"343","not_sure"
"344","not_sure"
"345","C"
"346","C"
"347","C"
"348","C"
"349","B"
"350","not_sure"
"351","not_sure"
"352","not_sure"
"353","not_sure"
"354","not_sure"
"355","not_sure"
"356","not_sure"
"357","not_sure"
"358","C"
"359","not_sure"
"360","not_sure"
"361","not_sure"
"362","B"
"363","not_sure"
"364","C"
"365","C"
"366","not_sure"
"367","not_sure"
"368","C"
"369","C"
"370","not_sure"
"371","not_sure"
"372","not_sure"
"373","C"
"374","not_sure"
"375","not_sure"
"376","B"
"377","not_sure"
"378","C"
"379","C"
"380","C"
"381","B"
"382","not_sure"
"383","not_sure"
"384","C"
"385","C"
"386","C"
"387","C"
"388","C"
"389","not_sure"
"390","C"
"391","not_sure"
"392","not_sure"
"393","not_sure"
"394","not_sure"
"395","not_sure"
"396","C"
"397","not_sure"
"398","not_sure"
"399","C"
"400","C"
"401","C"
"402","C"
"403","not_sure"
"404","C"
"405","B"
"406","not_sure"
"407","not_sure"
"408","not_sure"
"409","C"
"410","not_sure"
"411","C"
"412","C"
"413","B"
"414","B"
"415","B"
"416","B"
"417","not_sure"
"418","B"
"419","B"
"420","B"
"421","B"
"422","B"
"423","B"
"424","not_sure"
"425","not_sure"
"426","B"
"427","B"
"428","B"
"429","not_sure"
"430","C"
"431","C"
"432","not_sure"
"433","not_sure"
"434","not_sure"
"435","not_sure"
"436","C"
"437","C"
"438","not_sure"
"439","B"
"440","B"
"441","C"
"442","C"
"443","A"
"444","not_sure"
"445","C"
"446","B"
"447","A"
"448","not_sure"
"449","A"
"450","not_sure"
"451","not_sure"
"452","A"
"453","not_sure"
"454","not_sure"
"455","C"
"456","C"
"457","C"
"458","C"
"459","C"
"460","B"
"461","B"
"462","C"
"463","C"
"464","C"
"465","C"
"466","B"
"467","B"
"468","B"
"469","B"
"470","B"
"471","not_sure"
"472","not_sure"
"473","C"
"474","C"
"475","C"
"476","C"
"477","C"
"478","C"
"479","B"
"480","B"
"481","B"
"482","B"
"483","not_sure"
"484","C"
"485","B"
"486","not_sure"
"487","not_sure"
"488","not_sure"
"489","not_sure"
"490","C"
"491","B"
"492","B"
"493","not_sure"
"494","not_sure"
"495","not_sure"
"496","not_sure"
"497","not_sure"
"498","not_sure"
"499","not_sure"
"500","C"
"501","not_sure"
"502","not_sure"
"503","C"
"504","not_sure"
"505","B"
"506","not_sure"
"507","A"
"508","B"
"509","B"
"510","not_sure"
"511","C"
"512","not_sure"
"513","not_sure"
"514","not_sure"
"515","not_sure"
"516","not_sure"
"517","not_sure"
"518","C"
"519","C"
"520","C"
"521","B"
"522","C"
"523","B"
"524","C"
"525","C"
"526","C"
"527","B"
"528","B"
"529","B"
"530","C"
"531","not_sure"
"532","C"
"533","C"
"534","not_sure"
"535","B"
"536","B"
"537","not_sure"
"538","not_sure"
"539","not_sure"
"540","not_sure"
"541","not_sure"
"542","not_sure"
"543","not_sure"
"544","not_sure"
"545","not_sure"
"546","not_sure"
"547","not_sure"
"548","B"
"549","C"
"550","not_sure"
"551","not_sure"
"552","not_sure"
"553","not_sure"
"554","not_sure"
"555","not_sure"
"556","not_sure"
"557","not_sure"
"558","not_sure"
"559","not_sure"
"560","not_sure"
"561","not_sure"
"562","not_sure"
"563","not_sure"
"564","not_sure"
"565","not_sure"
"566","not_sure"
"567","B"
"568","B"
"569","B"
"570","B"
"571","B"
"572","not_sure"
"573","B"
"574","B"
"575","B"
"576","B"
"577","B"
"578","B"
"579","B"
"580","B"
"581","B"
"582","B"
"583","B"
"584","B"
"585","not_sure"
"586","B"
"587","B"
"588","B"
"589","B"
"590","C"
"591","A"
"592","A"
"593","not_sure"
"594","not_sure"
"595","not_sure"
"596","not_sure"
"597","C"
"598","not_sure"
"599","not_sure"
"600","not_sure"
"601","not_sure"
"602","not_sure"
"603","not_sure"
"604","not_sure"
"605","not_sure"
"606","not_sure"
"607","not_sure"
"608","not_sure"
"609","C"
"610","B"
"611","B"
"612","B"
"613","A"
"614","C"
"615","not_sure"
"616","C"
"617","not_sure"
"618","not_sure"
"619","not_sure"
"620","C"
"621","B"
"622","B"
"623","C"
"624","A"
"625","not_sure"
"626","not_sure"
"627","not_sure"
"628","not_sure"
"629","not_sure"
"630","not_sure"
"631","not_sure"
"632","not_sure"
"633","not_sure"
"634","not_sure"
"635","not_sure"
"636","not_sure"
"637","not_sure"
"638","not_sure"
"639","not_sure"
"640","not_sure"
"641","not_sure"
"642","not_sure"
"643","not_sure"
"644","not_sure"
"645","not_sure"
"646","not_sure"
"647","not_sure"
"648","not_sure"
"649","not_sure"
"650","not_sure"
"651","not_sure"
"652","not_sure"
"653","not_sure"
"654","not_sure"
"655","not_sure"
"656","not_sure"
"657","B"
"658","not_sure"
"659","B"
"660","B"
"661","not_sure"
"662","not_sure"
"663","not_sure"
"664","not_sure"
"665","not_sure"
"666","not_sure"
"667","not_sure"
"668","not_sure"
"669","not_sure"
"670","not_sure"
"671","not_sure"
"672","not_sure"
"673","not_sure"
"674","not_sure"
"675","not_sure"
"676","not_sure"
"677","not_sure"
"678","not_sure"
"679","not_sure"
"680","C"
"681","not_sure"
"682","not_sure"
"683","not_sure"
"684","C"
"685","C"
"686","not_sure"
"687","A"
"688","A"
"689","not_sure"
"690","not_sure"
"691","not_sure"
"692","not_sure"
"693","not_sure"
"694","not_sure"
"695","not_sure"
"696","not_sure"
"697","not_sure"
"698","B"
"699","C"
"700","C"
"701","not_sure"
"702","C"
"703","C"
"704","C"
"705","C"
"706","B"
"707","C"
"708","C"
"709","C"
"710","C"
"711","C"
"712","B"
"713","C"
"714","C"
"715","C"
"716","B"
"717","B"
"718","B"
"719","B"
"720","B"
"721","B"
"722","B"
"723","B"
"724","B"
"725","B"
"726","B"
"727","B"
"728","B"
"729","B"
"730","B"
"731","not_sure"
"732","not_sure"
"733","not_sure"
"734","not_sure"
"735","not_sure"
"736","not_sure"
"737","not_sure"
"738","not_sure"
"739","not_sure"
"740","not_sure"
"741","not_sure"
"742","C"
"743","C"
"744","C"
"745","not_sure"
"746","not_sure"
"747","not_sure"
"748","not_sure"
"749","not_sure"
"750","not_sure"
"751","not_sure"
"752","not_sure"
"753","not_sure"
"754","not_sure"
"755","C"
"756","not_sure"
"757","A"
"758","not_sure"
"759","not_sure"
"760","not_sure"
"761","not_sure"
"762","not_sure"
"763","A"
"764","not_sure"
"765","not_sure"
"766","C"
"767","C"
"768","not_sure"
"769","C"
"770","C"
"771","C"
"772","A"
"773","not_sure"
"774","not_sure"
"775","C"
"776","not_sure"
"777","C"
"778","not_sure"
"779","not_sure"
"780","A"
"781","not_sure"
"782","not_sure"
"783","not_sure"
"784","not_sure"
"785","not_sure"
"786","not_sure"
"787","not_sure"
"788","not_sure"
"789","not_sure"
"790","not_sure"
"791","not_sure"
"792","not_sure"
"793","not_sure"
"794","not_sure"
"795","not_sure"
"796","not_sure"
"797","not_sure"
"798","not_sure"
"799","not_sure"
"800","not_sure"
"801","not_sure"
"802","not_sure"
"803","C"
"804","A"
"805","not_sure"
"806","not_sure"
"807","not_sure"
"808","not_sure"
"809","not_sure"
"810","not_sure"
"811","not_sure"
"812","not_sure"
"813","not_sure"
"814","not_sure"
"815","not_sure"
"816","not_sure"
"817","not_sure"
"818","not_sure"
"819","not_sure"
"820","not_sure"
"821","not_sure"
"822","not_sure"
"823","B"
"824","A"
"825","A"
"826","B"
"827","B"
"828","B"
"829","not_sure"
"830","not_sure"
"831","B"
"832","not_sure"
"833","not_sure"
"834","not_sure"
"835","B"
"836","B"
"837","B"
"838","B"
"839","B"
"840","B"
"841","B"
"842","B"
"843","B"
"844","B"
"845","not_sure"
"846","B"
"847","B"
"848","B"
"849","B"
"850","not_sure"
"851","not_sure"
"852","not_sure"
"853","not_sure"
"854","not_sure"
"855","not_sure"
"856","not_sure"
"857","B"
"858","B"
"859","B"
"860","B"
"861","not_sure"
"862","not_sure"
