"BT_node","origin"
"Root","A"
"0","C"
"1","C"
"2","not_sure"
"3","not_sure"
"4","A"
"5","not_sure"
"6","not_sure"
"7","not_sure"
"8","not_sure"
"9","not_sure"
"10","not_sure"
"11","not_sure"
"12","not_sure"
"13","A"
"14","B"
"15","not_sure"
"16","A"
"17","C"
"18","A"
"19","A"
"20","B"
"21","C"
"22","not_sure"
"23","A"
"24","A"
"25","A"
"26","A"
"27","not_sure"
"28","not_sure"
"29","not_sure"
"30","not_sure"
"31","not_sure"
"32","not_sure"
"33","A"
"34","B"
"35","C"
"36","C"
"37","B"
"38","A"
"39","A"
"40","A"
"41","A"
"42","A"
"43","not_sure"
"44","A"
"45","B"
"46","not_sure"
"47","B"
"48","B"
"49","not_sure"
"50","A"
"51","not_sure"
"52","not_sure"
"53","C"
"54","C"
"55","not_sure"
"56","not_sure"
"57","not_sure"
"58","not_sure"
"59","C"
"60","A"
"61","A"
"62","A"
"63","A"
"64","C"
"65","C"
"66","A"
"67","C"
"68","not_sure"
"69","C"
"70","C"
"71","A"
"72","not_sure"
"73","A"
"74","not_sure"
"75","A"
"76","A"
"77","A"
"78","not_sure"
"79","A"
"80","not_sure"
"81","not_sure"
"82","C"
"83","not_sure"
"84","C"
"85","C"
"86","B"
"87","B"
"88","B"
"89","not_sure"
"90","A"
"91","not_sure"
"92","C"
"93","A"
"94","A"
"95","A"
"96","not_sure"
"97","not_sure"
"98","C"
"99","not_sure"
"100","not_sure"
"101","not_sure"
"102","not_sure"
"103","C"
"104","C"
"105","not_sure"
"106","not_sure"
"107","C"
"108","C"
"109","C"
"110","not_sure"
"111","not_sure"
"112","not_sure"
"113","not_sure"
"114","not_sure"
"115","not_sure"
"116","not_sure"
"117","not_sure"
"118","not_sure"
"119","not_sure"
"120","not_sure"
"121","not_sure"
"122","not_sure"
"123","not_sure"
"124","not_sure"
"125","not_sure"
"126","not_sure"
"127","not_sure"
"128","not_sure"
"129","not_sure"
"130","C"
"131","not_sure"
"132","not_sure"
"133","not_sure"
"134","not_sure"
"135","not_sure"
"136","not_sure"
"137","not_sure"
"138","B"
"139","C"
"140","A"
"141","A"
"142","A"
"143","A"
"144","A"
"145","A"
"146","not_sure"
"147","B"
"148","not_sure"
"149","not_sure"
"150","not_sure"
"151","A"
"152","A"
"153","A"
"154","A"
"155","C"
"156","not_sure"
"157","not_sure"
"158","C"
"159","C"
"160","not_sure"
"161","not_sure"
"162","C"
"163","B"
"164","not_sure"
"165","A"
"166","not_sure"
"167","C"
"168","not_sure"
"169","not_sure"
"170","not_sure"
"171","B"
"172","B"
"173","not_sure"
"174","C"
"175","not_sure"
"176","not_sure"
"177","A"
"178","A"
"179","A"
"180","A"
"181","A"
"182","C"
"183","not_sure"
"184","A"
"185","not_sure"
"186","not_sure"
"187","not_sure"
"188","C"
"189","C"
"190","not_sure"
"191","C"
"192","C"
"193","B"
"194","not_sure"
"195","not_sure"
"196","not_sure"
"197","C"
"198","not_sure"
"199","not_sure"
"200","not_sure"
"201","A"
"202","C"
"203","not_sure"
"204","C"
"205","not_sure"
"206","A"
"207","not_sure"
"208","not_sure"
"209","not_sure"
"210","not_sure"
"211","not_sure"
"212","not_sure"
"213","not_sure"
"214","not_sure"
"215","A"
"216","not_sure"
"217","A"
"218","not_sure"
"219","not_sure"
"220","not_sure"
"221","not_sure"
"222","not_sure"
"223","not_sure"
"224","not_sure"
"225","C"
"226","C"
"227","C"
"228","C"
"229","C"
"230","B"
"231","C"
"232","C"
"233","not_sure"
"234","C"
"235","not_sure"
"236","not_sure"
"237","A"
"238","B"
"239","C"
"240","C"
"241","C"
"242","C"
"243","C"
"244","B"
"245","C"
"246","B"
"247","B"
"248","not_sure"
"249","not_sure"
"250","B"
"251","not_sure"
"252","not_sure"
"253","not_sure"
"254","C"
"255","C"
"256","not_sure"
"257","C"
"258","C"
"259","B"
"260","not_sure"
"261","B"
"262","not_sure"
"263","B"
"264","B"
"265","B"
"266","not_sure"
"267","not_sure"
"268","B"
"269","A"
"270","B"
"271","not_sure"
"272","not_sure"
"273","C"
"274","not_sure"
"275","C"
"276","not_sure"
"277","C"
"278","not_sure"
"279","C"
"280","not_sure"
"281","C"
"282","C"
"283","C"
"284","not_sure"
"285","not_sure"
"286","not_sure"
"287","not_sure"
"288","C"
"289","not_sure"
"290","not_sure"
"291","not_sure"
"292","A"
"293","C"
"294","B"
"295","not_sure"
"296","B"
"297","B"
"298","C"
"299","not_sure"
"300","B"
"301","B"
"302","not_sure"
"303","C"
"304","not_sure"
"305","not_sure"
"306","not_sure"
"307","not_sure"
"308","C"
"309","A"
"310","not_sure"
"311","C"
"312","not_sure"
"313","C"
"314","A"
"315","C"
"316","B"
"317","B"
"318","C"
"319","A"
"320","B"
"321","B"
"322","not_sure"
"323","C"
"324","B"
"325","C"
"326","C"
"327","C"
"328","C"
"329","not_sure"
"330","not_sure"
"331","C"
"332","not_sure"
"333","A"
"334","B"
"335","C"
"336","not_sure"
"337","not_sure"
"338","not_sure"
"339","C"
"340","C"
"341","not_sure"
"342","not_sure"
"343","not_sure"
"344","C"
"345","not_sure"
"346","not_sure"
"347","not_sure"
"348","B"
"349","B"
"350","not_sure"
"351","not_sure"
"352","not_sure"
"353","not_sure"
"354","not_sure"
"355","not_sure"
"356","not_sure"
"357","not_sure"
"358","B"
"359","not_sure"
"360","not_sure"
"361","not_sure"
"362","B"
"363","not_sure"
"364","not_sure"
"365","not_sure"
"366","C"
"367","not_sure"
"368","not_sure"
"369","not_sure"
"370","not_sure"
"371","not_sure"
"372","not_sure"
"373","not_sure"
"374","not_sure"
"375","not_sure"
"376","B"
"377","not_sure"
"378","not_sure"
"379","A"
"380","A"
"381","C"
"382","not_sure"
"383","A"
"384","A"
"385","not_sure"
"386","not_sure"
"387","not_sure"
"388","not_sure"
"389","not_sure"
"390","C"
"391","not_sure"
"392","not_sure"
"393","not_sure"
"394","not_sure"
"395","not_sure"
"396","not_sure"
"397","not_sure"
"398","not_sure"
"399","B"
"400","A"
"401","B"
"402","not_sure"
"403","C"
"404","not_sure"
"405","B"
"406","not_sure"
"407","not_sure"
"408","not_sure"
"409","not_sure"
"410","not_sure"
"411","not_sure"
"412","not_sure"
"413","C"
"414","C"
"415","not_sure"
"416","not_sure"
"417","not_sure"
"418","not_sure"
"419","not_sure"
"420","C"
"421","A"
"422","B"
"423","A"
"424","C"
"425","not_sure"
"426","not_sure"
"427","not_sure"
"428","not_sure"
"429","C"
"430","not_sure"
"431","C"
"432","not_sure"
"433","not_sure"
"434","not_sure"
"435","C"
"436","not_sure"
"437","not_sure"
"438","C"
"439","B"
"440","B"
"441","not_sure"
"442","not_sure"
"443","C"
"444","C"
"445","not_sure"
"446","C"
"447","C"
"448","not_sure"
"449","C"
"450","not_sure"
"451","C"
"452","C"
"453","not_sure"
"454","C"
"455","A"
"456","not_sure"
"457","not_sure"
"458","not_sure"
"459","not_sure"
"460","not_sure"
"461","A"
"462","not_sure"
"463","not_sure"
"464","not_sure"
"465","A"
"466","B"
"467","B"
"468","B"
"469","B"
"470","B"
"471","not_sure"
"472","not_sure"
"473","A"
"474","not_sure"
"475","not_sure"
"476","A"
"477","A"
"478","not_sure"
"479","B"
"480","B"
"481","not_sure"
"482","not_sure"
"483","not_sure"
